prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80FD3B3A-033C-E111-81D7-4B86BB336C6B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304309,SD KATOLIK MANU TOGHI YAPNUSDA,50304309,Manu Toghi,MANU TOGHI,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN NUSA CENDANA,AJ4094,38/SK.37/DP-YSB/III/2007,01-08-1963,PK.422.1/97/II/SBD/2023,16-02-2023,Silakan Upload SK (link file tidak valid) => [816552-521738--],2023-04-19 03,,"87,500",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,,,sdk.manutoghi@gmail.com,,-9.619700000000,119.073300000000,7,138,135,11,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,12,0,1,0,2,0,1,4,5,2,0,0,2,5,0,4,3,0,5,0,0,0,1,1,2,5,2,2,2,2,2,1,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0D31F8B-D848-E211-B2C8-2935A26B4935,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69863299,SD KATOLIK WAIWONDO,69863299,"Kodi Balaghar, Sumba Barat Daya",WAIKARARA,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN NUSA CENDANA,AJ4094,170/23/SK/I.A.5/YPNC/IX/2020,01-09-2020,170/23/SK/I.A.5/YPNC/IX/2020,01-08-1957,Lihat SK Operasional,2022-05-17 10,C,"27,550",1. Telkomsel Flash,2. -,Tidak Ada,,,sdkww1951@gmail.com,,-9.651400000000,119.071800000000,6,147,126,9,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,0,10,0,0,0,1,0,0,5,5,0,1,0,1,5,0,6,0,1,3,2,0,0,0,0,3,3,1,1,1,2,3,1,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9032213A-033C-E111-BD0B-F38D3AFCC0E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69876138,SD MASEHI WAIHA,69876138,Desa Waiha Kecamatan Kodi Balaghar Sumba Barat Daya,WAIHA,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Masehi Di Sumba,AX2752,085,01-08-1931,AG NO.KESR.024.2/128/1982,08-11-1982,Silakan Upload SK,,C,"25,000",1. -,2. Telkomsel Flash,PLN,,,sdmasehiwaiha@gmail.com,,-9.634800000000,119.045400000000,1,115,100,8,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",12,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,2,1,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60AC8CAE-16FF-E111-9680-2322A1304B72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50309514,SD MASEHI WAIKARARA,50309514,WAIKARARA,WAIKARARA,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Masehi Di Sumba,AX2752,114 Tahun 1982,01-01-1910,PK.422.1/102/II/SBD/2023,16-02-2023,Lihat SK Operasional,2023-03-09 04,C,49,1. -,2. Telkomsel Flash,Diesel,,,swaikarara@gmail.com,,-9.653300000000,119.072200000000,6,160,155,12,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",14,1,0,2,1,0,0,5,5,0,1,0,1,5,0,3,3,0,3,1,1,1,0,0,6,0,2,2,2,2,2,2,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1E7D4A6-E479-4BC8-AF9F-F029F1BB60BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972402,SD NEGERI BAHABU,69972402,BAHABU,KAHALE,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,62 TAHUN 2016.,07-12-2016,62 TAHUN 2016,07-12-2016,Lihat SK Operasional,2018-03-29 07,C,"10,000",1. -,2. -,Lainnya,,,bahabusd@gmail.com,,-9.681700000000,119.111800000000,7,133,77,9,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,2,0,0,5,5,0,2,0,2,5,0,5,2,0,4,2,0,1,0,0,4,3,1,1,1,2,2,2,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6F6822D4-8DAA-4BDA-ACE7-84C6B2FA4130,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70031227,SD NEGERI BALING,70031227,WAIPAKOLO,KAHALE,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,PK.422.1/225/V/2022,14-05-2022,PK.422.1/225/V/2022,14-05-2022,Lihat SK Operasional,2022-07-21 15,,"10,800",1. -,2. Telkomsel Flash,Lainnya,,,sdnbaling@gmail.com,,.000000000000,.000000000000,5,68,66,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,1,1,2,0,1,0,4,5,0,0,0,1,4,0,5,0,1,2,1,0,1,0,0,2,3,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E7112B0-13AD-40EC-BD52-B0640E6826BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69903004,SD NEGERI HENDE MONNO,69903004,PANENGGO EDE,PANENGGO EDE,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,NOMOR 9 TAHUN 2015,15-06-2015,NOMOR 9 TAHUN 2015,15-06-2015,Lihat SK Operasional,2015-09-17 14,C,"10,000",1. -,2. Telkomsel Flash,Lainnya,,,sdhendemonno21@gmail.com,,-9.676333000000,119.058117000000,14,175,142,10,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,0,15,0,0,1,2,3,0,9,13,0,1,0,1,13,0,7,7,5,7,1,1,0,0,0,6,8,2,1,1,2,2,2,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2878D1CC-737F-469C-86A7-7E8470F63377,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888785,SD NEGERI KALEMBU PALOLO,69888785,WAIKARARA,WAIKARARA,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,9 TAHUN 2013,18-06-2013,9 TAHUN 2013,18-06-2013,Lihat SK Operasional,2015-02-13 09,Tidak Terakreditasi,"46,250",1. Telkomsel Flash,2. -,Lainnya,,,sdnegerikpalolo@gmail.com,http,-9.674300000000,119.090800000000,4,96,63,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,250,12,0,1,1,1,0,0,3,3,0,1,0,3,1,1,2,1,0,1,2,1,0,0,0,3,1,1,1,1,1,2,1,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9971EB23-A7CC-4180-8748-1C577C10716F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69888763,SD NEGERI KALOGHA,69888763,WAI HA,WAIHA,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,9 TAHUN 2013,18-06-2013,9 TAHUN 2013,18-06-2013,Lihat SK Operasional,2015-02-12 08,C,"3,500",1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,info@sdkalogha.sch.id,,-9.621433000000,119.064135000000,12,163,127,9,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,200",3,0,0,0,3,2,0,7,9,0,3,0,3,9,1,5,6,5,2,3,1,0,1,0,4,8,0,1,1,2,3,2,,,
Nusa Tenggara Timur,Kab. Sumba Barat Daya,Kodi Balaghar,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/681C748A-30D9-49EE-A1E3-CB1F51FA635F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70031226,SD NEGERI KEDDE KEHE,70031226,KEDDE KEHE,WAIMARINGI,KEC. KODI BALAGHAR,KAB. SUMBA BARAT DAYA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,PK.422.1/224/V/2022,13-05-2027,PK.422.1/224/V/2022,14-05-2022,Lihat SK Operasional,2022-07-21 15,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
