prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/016C7C73-52F2-4261-8831-8E2318B93D91,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721794,MIS AZ-ZUHRIYAH NW TANJUNG,60721794,JLN. HOS COKROAMINOTO NO. 90,TANJUNG,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,Wx/1-b/343/1992,25-06-1992,Kd.19.03/4/PP.004/671/2012,10-07-2012,Lihat SK Operasional,2015-12-04 20,C,0,,2.,,,,,,-8.669100000000,116.563800000000,0,13,14,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3F95EF9-3152-47D9-873E-21B65D5D5B0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721791,MIS Daarusy Syifa` Tirpas,60721791,TIRPAS DASAN TERENG,KORLEKO,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,,01-01-1900,,,Silakan Upload SK,,B,0,,2.,,,,,,-8.604400000000,116.603900000000,0,73,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8200B8EA-5077-4012-8005-7035692EF51F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721801,MIS DARUL MUHTADIN NW  MUNGGUK,60721801,Jln. Mungguk-Anggaraksa,TIRTANADI,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,Kd.19.3/4/PP.004/3182008,31-03-2008,01/PPDN/03.2008,09-04-2008,Silakan Upload SK,,B,0,,2.,,,,,,-8.670358000000,116.564354000000,0,38,38,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DA14016-391B-4EB6-A580-3AAE1CAB9661,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721792,MIS MARAQITTA`LIMAT TIRPAS,60721792,JLN RAYA TIRPAS-TEMBENG PUTIK,TIRTANADI,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,Yayasan MARAQITTA'LIMAT,AC7543,kd.19.3/4PP.004/306/2007,24-04-2007,kd.19.3/4PP.004/306/2007,24-04-2007,Silakan Upload SK,,B,0,,2.,,,,,,-8.598600000000,116.601200000000,0,53,61,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/36C9BFE2-2FD1-4BD6-B20D-702F47FAC064,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721800,MIS MUHAMMADIAH TANJUNG,60721800,JLN. HOS COKROAMINOTO NO. 50 TANJUNG,TANJUNG,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Lombok Timur,AM5121,001/SKP/MI/XI/1939,18-11-1939,192/10/MI/NTB/81,20-05-1981,Silakan Upload SK,,B,0,,2.,,,,,,-8.664500000000,116.560100000000,0,29,28,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D627FFA2-9AD1-4499-AD2F-DAAC2C9E4B8D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721793,MIS NURUL ITTIHAD NW LABUHAN HAJI,60721793,Jalan Raya Labuhan Haji Tanjung Luar,LABUHAN HAJI,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,MI.3/IV-B/PP.004/233/1993,03-03-1993,MI.3/18/083/1996,03-12-1996,Silakan Upload SK,,B,0,,2.,,,,,,-8.603010000000,116.612548000000,0,43,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DCB7298-6730-49F7-8A09-310F0989B1F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721797,MIS NW DASAN BARU KORLEKO,60721797,DUSUN DASAN BARU RT. 09,KORLEKO SELATAN,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,194/12/MI/NTB/81,20-05-1981,194/12/MI/NTB/81,20-05-1981,Silakan Upload SK,,B,0,,2.,,,,,,-8.615600000000,116.581700000000,0,48,39,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AA0AAB0F-1EA1-4B54-8B9A-ACB65AEF9994,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721796,MIS NW IJOBALIT,60721796,JLN. JURUSAN TANJUNG-POGADING KM 05 IJOBALIT DAYA,IJOBALIT,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,77/YP2LH/P2KF/IV/1992,15-04-1992,77/P2LH/P2KF/IV/1992,15-04-1992,Silakan Upload SK,,B,0,,2.,,,,,,-8.627725000000,116.590099000000,0,54,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9CC8D39C-3AE5-4F7A-9873-CB54548DA0DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721795,MIS NW KORLEKO,60721795,"GUBEK LAUK,DESA KORLEKO KECAMATAN LABUHAN HAJI KABUPATEN LOMBOK TIMUR PROVINSI",KORLEKO,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,wx.51-1712/XII/1951,17-12-1951,193/11/MI/NTB/81,20-05-1981,Lihat SK Operasional,2020-01-17 13,B,0,,2.,,,,,,-8.619693000000,116.610282000000,0,116,104,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Nusa Tenggara Barat,Kab. Lombok Timur,Labuhan Haji,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46A4E1A8-67CD-4181-BDF3-89267C2ADB35,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721798,MIS NW PENEDAGANDOR,60721798,Jalan Raya Penedagandor,PENEDAGANDOR,KEC. LABUHAN HAJI,KAB. LOMBOK TIMUR,PROV. NUSA TENGGARA BARAT,SWASTA,MI,Kementerian Agama,,,19/MI/5/NTB/1955,01-07-1955,19/MI/9/NTB/1981,20-05-1981,Silakan Upload SK,,B,0,,2.,,,,,,-8.689200000000,116.550700000000,0,64,67,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
