prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A099AFAF-789A-E111-A77A-19BBBED0AD82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304755,SD NEGERI ANASI,60304755,Kampung Anasi,ANASI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,450,,2.,,,,sdn_anasi@gmail.com,,-1.803900000000,137.728200000000,0,0,0,0,SD 2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C9330F-809A-E111-AE48-8DDF19839A11,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304797,SD NEGERI PERSIAPAN MESIRI,60304797,Kampung Mesiri,TAMAKURI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"250,000",,2.,,,,sdnmeisirisawai776@gmail.com,,-1.981900000000,137.627800000000,0,0,0,0,SD 2013,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4068683F-809A-E111-8E8A-7FE79EE05441,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304798,SD NEGERI PERSIAPAN MITIWI,60304798,Kampung Mitiwi,ANASI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,450,1. -,2. -,Diesel,,,sdn_mitiwi@gmail.com,,-1.777800000000,137.709000000000,3,19,23,6,SD 2013,Pagi/6 hari,,2022/2023-2,"2,400",6,0,0,2,1,0,0,2,3,0,0,0,0,3,1,0,2,0,0,2,1,0,0,0,2,1,1,1,1,1,1,1,Tidak Ada,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0B1607A-809A-E111-AFBE-7994DBA54F07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304802,SD NEGERI PERSIAPAN PONDU SUBUA,60304802,Kampung Sawai,ANASI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,000",1. Telkomsel Flash,2. Telkom Speedy,Diesel,,,dapsdnpondusubuwai@gmail.com,,-1.771900000000,137.244700000000,1,33,28,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,Telkomsel Flash,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/709A8340-31F5-E011-883E-D9B71255A637,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304809,SD NEGERI RAPAMERAI,60304809,Kp. Rapamerai,RAPAMAREI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,02-05-1962,,01-01-1910,Silakan Upload SK,,C,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,sdnrapamerei@gmail.com,,-1.922300000000,137.387100000000,3,49,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,7,0,0,1,2,0,0,1,1,0,2,0,0,3,1,2,0,0,0,1,0,0,1,1,3,0,1,1,1,1,1,1,Telkomsel Flash,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0A88340-31F5-E011-B985-77A2C1BDB88F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304811,SD NEGERI TAMAKURI,60304811,Kampung Tamakuri,TAMAKURI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1964,,01-01-1910,Silakan Upload SK,,C,"10,000",1. -,2. -,Tidak Ada,,,sdntamakuri1234@gmail.com,,-1.584700000000,137.722200000000,3,14,16,2,SD 2013,Double Shift/6 hari,,2022/2023-2,0,6,0,0,0,2,0,0,1,2,1,0,0,0,3,1,0,2,0,2,0,1,0,0,0,1,2,1,0,0,0,0,1,Tidak Ada,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50056CAC-819A-E111-B704-CF6B19D18369,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304817,SD YPK BONOI,60304817,Kampung Bonoi,BONOI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,447.5/SDYPKB/SK/MR/2022,31-07-2025,4335.3/DN.P&K/IJINOP/MR/2022,05-07-2022,Lihat SK Operasional,2023-03-03 08,C,"40,000",1. Telkomsel Flash,2. -,Diesel,,,sdypkbonoi@gmail.com,,-1.758000000000,137.449900000000,9,31,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,7,0,0,0,5,0,0,4,4,3,1,1,1,8,3,5,1,0,1,4,1,0,2,1,4,5,1,1,1,1,1,1,Telkomsel Flash,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0BA5CBD-819A-E111-B417-DB5B68522CB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304818,SD YPK ELIM POIWAI,60304818,Kampung Poiwai,POIWAI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,197/PUS-YPK/IRJA/1962,01-09-1962,4225.2/DINAS/IJIN/OP/MR/2022,05-07-2022,Lihat SK Operasional,2023-03-15 08,C,"2,500",,2.,,,,sdypelipoiwai@gmail.com,,-1.840100000000,137.176900000000,5,0,0,0,SD 2013,,,2022/2023-2,,0,0,0,0,5,0,0,0,0,4,1,0,0,5,4,1,0,0,0,2,1,0,0,2,2,3,,,,,,,,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/609ED50F-829A-E111-8C09-8561FEFEEBFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304822,SD YPK SOLAVIDE SORABI,60304822,Kampung Sorabi,SORABI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"5,000",,2.,,,,dapodiksdnypksorabi@gmail.com,,-2.218400000000,137.306000000000,3,0,0,0,SD 2013,,,2022/2023-2,,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,0,2,1,0,0,0,0,0,3,,,,,,,,,,
Papua,Kab. Memberamo Raya,Sawai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0924041-31F5-E011-9510-2FC556A9887D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304829,SMP NEGERI POIWAI,60304829,JALAN PENDIDIKAN NO. 1 POIWAI,POIWAI,KEC. SAWAI,KAB. MEMBERAMO RAYA,PROV. PAPUA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1983-04-09,09-11-1983,1983-04-09,09-04-1983,Lihat SK Operasional,2021-08-29 18,B,"250,000",1. Telkomsel Flash,2. Telkomsel Flash,Tenaga Surya,,,smpn.poiwai2020@gmail.com,,-1.863200000000,137.090000000000,8,43,32,3,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,900,5,1,1,4,4,0,0,4,4,1,3,0,2,6,0,6,2,1,2,2,3,0,0,0,4,4,,,,,,,Telkomsel Flash,1,1,1
