prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B5F85CA-30B7-44C1-96D5-ECC2B2555E97,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60722884,MIS AL MANAR,60722884,DESA PULAU SUGARA RT. 02,PULAU SUGARA,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,Nomor 505 Tahun 2016,29-08-2016,Nomor 505 Tahun 2016,29-08-2016,Lihat SK Operasional,2018-08-10 08,B,988,,2.,,,,,,-3.253231000000,114.600201000000,0,52,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/15D38126-691D-459E-B130-D337E207C9C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69725329,MIS AL-AZHAR,69725329,JL. DARMAWAN RT.09,PULAU SUGARA,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,392 Tahun 2016,22-08-2016,392 Tahun 2016,22-08-2016,Lihat SK Operasional,2017-03-12 12,B,"1,150",,2.,,,,,,-3.199147000000,114.593891000000,0,80,55,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF93656B-6BFF-403E-9134-46DA1CDAD7F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69727585,MIS HIDAYATULLAH,69727585,JL. TATAH MESJID,PULAU SUGARA,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,Nomor 511 Tahun 2016,29-08-2016,Nomor 511 Tahun 2016,29-08-2016,Lihat SK Operasional,2017-10-11 11,C,858,,2.,,,,,,-3.269156000000,114.563244000000,0,48,39,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E89DCAD-B25D-4998-995C-C8ABFD3B346F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983937,MIS NAHDLATUL ULAMA KHALILIYAH,69983937,Jl. Berangas Rt. 1,BERANGAS,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,Nomor 011 Tahun 2018,18-05-2018,Nomor 235 Tahun 2018,18-05-2018,Lihat SK Operasional,2020-02-18 09,C,"2,544",,2.,,,,,,.000000000000,.000000000000,0,36,30,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF4785A8-A259-45AA-8C9A-88842571D015,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60727032,MIS NU 1 MARABAHAN,60727032,PULAU ALALAK RT.02,PULAU SUGARA,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,Kd.17.04/4/PP.03.2/619/2012,06-08-2012,Kd.17.04/4/PP.03.2/619/2012,06-08-2012,Lihat SK Operasional,2018-08-10 09,Sertifikat Kedaluwarsa,150,,2.,,,,,,-3.225889000000,114.567150000000,0,19,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/195749FE-6BF7-43E3-9B92-582E980F957D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60722885,MIS NURUL HIDAYAH,60722885,PULAU ALALAK RT.7,PULAU ALALAK,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,Kd.17.04/4/PP.03.2/883/2007,18-12-2007,Kd.17.04/4/PP.03.2/883/2007,18-12-2007,Lihat SK Operasional,2018-08-15 08,Sertifikat Kedaluwarsa,580,,2.,,,,,,-3.240311000000,114.561741000000,0,64,60,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFD7C07B-7657-4B98-99D4-ADD37CD1FD92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69755534,MTSS AL AMIN,69755534,JL.RAY 17 DS. BERINGIN,BERINGIN,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MTs,Kementerian Agama,,,Kd.17.04/4/PP.03.2/83/2012,07-02-2012,Kd.17.04/4/PP.03.2/83/2012,07-02-2012,Lihat SK Operasional,2017-03-27 09,B,0,,2.,,,,,,-3.231600000000,114.572400000000,0,76,52,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E01D032-8A97-4398-9ECC-11AA018C9E84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30315314,MTSS AL AZHAR,30315314,JL. KARYA BERSAMA,PULAU SUGARA,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MTs,Kementerian Agama,,,W.o/6/103/V.6.P/86,10-09-1986,D/W.o/MTs/080/1994,05-01-1994,Lihat SK Operasional,2017-03-23 11,B,0,,2.,,,,,,-3.258400000000,114.562600000000,0,110,97,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BBADF9BE-B9F9-4B3E-8265-4FDDFA7F9879,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69725117,MTSS NU 1 MARABAHAN,69725117,JL. BERANGAS Rt.01 Rw.01,BERANGAS,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,MTs,Kementerian Agama,,,D/Kd.17.04/MTs/03/2005,06-10-2005,Kd.17.04/4/PP.03.2/856/2005,06-10-2005,Lihat SK Operasional,2017-03-23 11,B,"2,548",,2.,,,,,,-3.256600000000,114.567000000000,0,19,8,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Barito Kuala,Alalak,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F091793C-CC2E-425F-B215-1D8CD409CA38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69934254,SD ISLAM AL-FATIH,69934254,Komp. Griya Permata Jl. Semangat Raya RT.007,SEMANGAT DALAM,KEC. ALALAK,KAB. BARITO KUALA,PROV. KALIMANTAN SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Islam Al Fatih,AO3217,02,01-07-2015,503/420/001/kpt-btl/2015,05-10-2015,Lihat SK Operasional,2020-08-24 20,B,"1,250",1. Smartfren,2. Telkom Speedy,PLN,,05114310026,ahmad.badru87@yahoo.co.id,http,-3.269800000000,114.612700000000,10,87,74,7,Sehari Penuh/5 hari,,2022/2023-2,"5,500",7,0,1,2,0,0,7,4,10,0,0,0,0,10,0,7,3,6,1,3,0,0,0,0,4,6,SD 2013,Smartfren,2,1,1,1,1,1,,,
