prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0776958-013C-E111-ADF6-257B89B138B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200915,SD BALA KESELAMATAN BANASU,40200915,Banasu,BANASU,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [803552-217345--],2023-03-20 09,Sertifikat Kedaluwarsa,"1,500",1. -,2. -,Tidak Ada,,,sdbkbanasu@gmail.com,,-1.814183300000,120.016793300000,3,16,12,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,1,2,1,0,2,0,0,0,0,0,3,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40B46958-013C-E111-8886-2F2783483AA1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200895,SD BALA KESELAMATAN KALAMANTA,40200895,Kalamanta,KALAMANTA,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,Yayasan Bala Keselamatan,01-01-1966,420.2/31/DPMPTSP.SG/III/2023,20-03-2023,Lihat SK Operasional,2023-03-24 08,C,"3,000",1. -,2. XL (GSM),Tidak Ada,,,sdbkkalamanta@gmail.com,,-1.948088300000,119.931806700000,3,22,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,1,0,0,0,0,3,3,0,0,0,1,2,0,0,3,1,0,1,0,0,1,0,0,3,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00025A58-013C-E111-B0D8-915EEE7DE967,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200903,SD BALA KESELAMATAN KANTEWU,40200903,Desa Kantewu,KANTEWU,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,528/PS.BK Sulteng/III/201,26-09-1917,,01-01-1910,Silakan Upload SK (link file tidak valid) => [795054-751734--],2023-03-09 04,C,"4,200",1. -,2. XL (GSM),Tidak Ada,,,sdbkkantewu@gmail.com,,-1.729200000000,119.897400000000,4,28,13,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,0,1,0,0,4,1,4,0,0,0,0,4,0,0,4,1,0,0,1,1,0,1,0,4,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0215A58-013C-E111-9484-3FB31E03D060,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200904,SD BALA KESELAMATAN KOJA,40200904,Desa Koja,KOJA,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,095/SBPT-EDCT/IX/2020,03-09-2020,420.2/28/DPMPTSP.SG/III/2023,20-03-2023,Lihat SK Operasional,2023-03-24 08,C,"3,500",1. Indosat IM3,2. Indosat IM3,Lainnya,,,kojasdbk@gmail.com,,-1.682000000000,119.941600000000,4,53,55,6,SD 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,450,3,0,1,0,0,0,0,4,4,0,0,0,0,4,0,1,3,0,0,2,0,1,0,1,2,2,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0425A58-013C-E111-968E-5741D5E1C540,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200910,SD BALA KESELAMATAN LAWE,40200910,Lawe,LAWE,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,Yayasan Bala Keselamatan,31-12-1953,420.2/37/DPMPTSP.SG/III/2023,21-03-2023,Lihat SK Operasional,2023-03-28 08,C,"1,800",1. -,2. -,Tidak Ada,,,sdbklawe@gmail.com,,-1.682249200000,119.842308400000,1,27,18,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20EF6658-013C-E111-A291-136563654AC6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200907,SD BALA KESELAMATAN LONEBASA,40200907,Lonebasa,LONE BASA,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,,15-01-1968,420.2/33/DPMPST/SG/III/2023,01-01-1910,Lihat SK Operasional,2023-04-05 04,C,"3,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,lonebasasdbk@gmail.com,,-1.669700000000,119.895400000000,5,39,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,0,1,0,0,4,4,0,1,0,0,5,0,1,4,2,1,0,0,0,2,0,2,3,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50A06958-013C-E111-9FD4-C1D7801BE19B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200905,SD BALA KESELAMATAN MAMU,40200905,Mamu,MAMU,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,095/SBPT-EDCT/IX/2020,01-01-1950,420.2/23/DPMPTSP.SG/III/2023,13-03-2023,Lihat SK Operasional,2023-03-27 08,C,"4,300",1. -,2. -,Tidak Ada,,,sdbkmamu@gmail.com,,-1.894700000000,119.961500000000,3,26,14,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,3,0,1,1,0,0,1,0,1,2,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80635A58-013C-E111-818D-4FDEF6F3C880,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200893,SD BALA KESELAMATAN MANE,40200893,Dusun Mane,MORUI II,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,202009-0620-4519-3926-491,01-01-1980,0270000970068,01-01-1910,Lihat SK Operasional,2023-03-09 05,C,"1,320",1. -,2. -,Diesel,,,sdbkmane@gmail.com,,-1.680000000000,119.995000000000,6,26,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,0,0,0,0,1,0,0,5,5,1,0,0,1,5,0,0,6,2,0,0,1,1,1,1,2,4,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0C45958-013C-E111-B585-2F1F645CB2AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40200792,SD BALA KESELAMATAN MAPAHI,40200792,Mapahi,MAPAHI,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,,01-01-1964,,01-01-1910,Silakan Upload SK,,C,"1,200",1. -,2. -,Tidak Ada,,,sdbkmapahi@yahoo.co.id,,-1.796300000000,120.017500000000,4,16,16,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,0,0,0,0,0,4,4,0,0,0,0,4,0,1,3,0,1,0,0,0,2,1,2,2,1,1,1,1,1,1,,,
Sulawesi Tengah,Kab. Sigi,Pipikoro,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/808B6958-013C-E111-816D-07BEC7F83975,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40203787,SD BALA KESELAMATAN MASEWO,40203787,Masewo,MASEWO,KEC. PIPIKORO,KAB. SIGI,PROV. SULAWESI TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pelayanan Bala Keselamatan,AK8222,Yayasan Bala Keselamatan,05-05-1965,420.2/30/DPMPTSP.SG/III/2023,20-03-2023,Lihat SK Operasional,2023-03-24 08,Sertifikat Kedaluwarsa,600,1. -,2. -,Tidak Ada,,,sdbkmasewo@gmail.com,,-1.859800000000,119.973500000000,2,10,8,5,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,3,0,0,2,0,0,0,2,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,0,2,1,1,1,0,1,1,,,
