prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/61DF7C73-84A3-40D7-8F4B-97C8D85C791C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60724112,MI AR RASHIKHUN SIKONDA,60724112,DUSUN SIKONDA,SALU DONGKA,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,SWASTA,MI,Kementerian Agama,,,Nomor,05-12-2018,335 Tahun 2018,05-12-2018,Lihat SK Operasional,2021-06-28 01,C,400,,2.,,,,,,-3.265723000000,121.333605000000,0,25,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/83950326-0B24-4A7A-B8CA-ABA4C34DC7C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60724111,MI MADINATUL ISLAM KAlo,60724111,DESA KALO,KALO,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,SWASTA,MI,Kementerian Agama,,,334 Tahun 2018,05-12-2018,334 Tahun 2018,05-12-2018,Lihat SK Operasional,2021-07-05 15,C,"2,000",,2.,,,,,,-3.223206000000,121.339759000000,0,69,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EB672A66-6314-4E9B-9F5C-9EA3295CE8F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70004796,SD ISLAM TERPADU NURUSSALAM,70004796,Desa Pakue,PAKUE,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,05,16-09-2019,421-2/141 TAHUN 2020,14-09-2020,Lihat SK Operasional,2020-10-01 10,,520,1. Indosat IM3,2. Indosat IM3,PLN,,,ypinurussalam.pakue@gmail.com,,-3.143793900000,121.239309600000,4,63,48,5,Pagi/6 hari,,2022/2023-2,900,0,0,0,1,0,0,5,1,4,0,0,0,0,4,0,2,2,2,2,0,0,0,0,0,1,3,SD 2013,Indosat IM3,1,1,1,1,1,0,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0A0EEC9-30F5-E011-A4FA-5D1045EE493F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402262,SD Negeri 1 Pakue Utara,40402262,Jln. Pendidikan,PAKUE,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,15-07-1977,20 Tahun 2020,29-06-2020,Silakan Upload SK (link file tidak valid) => [722053-311845--],2022-10-11 15,A,"1,777",1. -,2. Telkomsel Flash,PLN,,,sdn1pakue@gmail.com,,-3.110400000000,121.052600000000,8,64,53,6,Pagi/6 hari,,2022/2023-2,900,7,0,1,2,5,1,0,2,3,3,1,1,6,2,0,6,2,2,0,2,0,3,0,1,1,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A001EEC9-30F5-E011-A1CE-73D21CFADC67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402153,SD Negeri 2 Pakue Utara,40402153,Jln. Pendidikan,PUUNDOHO,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,INPRES No.3 1977,08-03-1977,20 Tahun 2020,29-06-2020,Silakan Upload SK,,B,"2,294",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn2puundoho@yahoo.com,,-3.127000000000,121.063700000000,7,53,59,6,Pagi/6 hari,,2022/2023-2,500,3,0,1,0,6,0,0,1,2,0,5,0,6,1,0,7,0,0,0,4,1,0,2,0,1,6,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/907DEDC9-30F5-E011-BCBC-C366ADEF1A48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402253,SD Negeri 3 Pakue Utara,40402253,Jln. Pendidikan,AMOWE,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1978,20-12-1979,20 Tahun 2020,29-06-2020,Silakan Upload SK,,B,"3,408",1. Indosat IM3,2. Telkomsel Flash,PLN,,,sdnegeri1puundoho@gmail.com,,-3.147000000000,121.129400000000,7,47,42,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,5,0,0,2,2,0,5,0,4,3,0,5,2,2,0,2,1,2,0,0,1,6,SD 2013,Indosat IM3,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3018EFC9-30F5-E011-8156-7BD6C0EAA0BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402198,SD Negeri 4 Pakue Utara,40402198,Jln. Pendidikan,LAWATA,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,034/klk/1984,31-12-1984,20 Tahun 2020,29-06-2020,Silakan Upload SK,,C,"3,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnlawata33@gmail.com,,-3.112300000000,121.095600000000,7,38,37,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,3,3,0,1,4,0,3,0,5,2,0,7,0,1,0,4,0,1,1,0,2,5,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0F4EDC9-30F5-E011-BB9B-B5C5707F3FE8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402248,SD Negeri 5 Pakue Utara,40402248,Jln. Pendidikan,TEPOSUA,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,06-07-1991,20 Tahun 2020,29-06-2020,Silakan Upload SK,,B,"1,888",1. -,2. -,PLN,,,sdn1teposua@yahoo.com,,-3.149900000000,121.168400000000,10,33,33,6,Pagi/6 hari,,2022/2023-2,900,4,0,1,0,3,2,0,5,8,0,1,1,3,7,0,7,3,3,0,3,1,2,0,1,4,6,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20D6EEC9-30F5-E011-A6BE-C53B3AD832E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402201,SD Negeri 6 Pakue Utara,40402201,Jln. Trans Sulawesi,MATALEUNO,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,15/07/2002,15-07-2002,20 Tahun 2020,29-06-2020,Silakan Upload SK,,B,"1,800",1. -,2. Telkomsel Flash,PLN,,,sdnmataleuno@gmail.com,,-3.173700000000,121.190800000000,10,65,46,6,Pagi/6 hari,,2022/2023-2,900,5,0,1,2,3,3,0,4,7,1,2,0,4,6,0,8,2,3,2,5,0,0,0,0,4,6,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Kolaka Utara,Pakue Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/26754E57-69D3-4953-A608-86969BB0BBD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69896405,SD Negeri 7 Pakue Utara,69896405,Jln. Saludongka,SALU DONGKA,KEC. PAKUE UTARA,KAB. KOLAKA UTARA,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/125/2015,20-01-2015,20 Tahun 2020,29-06-2020,Lihat SK Operasional,2015-06-12 14,C,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn1saludongka@yahoo.com,,-3.173700000000,121.190800000000,11,117,77,8,Pagi/6 hari,,2022/2023-2,900,8,0,1,2,3,4,0,4,9,0,2,0,7,4,1,8,2,1,1,4,3,1,1,0,2,9,SD 2013,Telkomsel Flash,1,1,2,1,1,2,,,
