prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/971CE554-9318-4461-A139-3B9D3A3D4444,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60710395,MIN 3 BANYUMAS,60710395,JL. BALAI DESA  KARANGSARI NO. 47 KEMBARAN KABUPATEN BANYUMAS,KARANGSARI,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,KMA No. 107 Tahun 1997,17-03-1997,Kd.11.02/4/PP.00/3355/2012,03-09-2012,Lihat SK Operasional,2016-12-22 13,A,0,,2.,,,,,,-7.400300000000,109.281700000000,0,231,293,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2305F548-E15E-4A5C-8792-2C5787C41402,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60710396,MIS AL FALAH KARANGTENGAH,60710396,JL.RAYA KARANGTENGAH,KARANGTENGAH,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Banyumas,AX6485,Kd.11.02/4/PP.00/3356/2012,03-09-2012,Wk/5.C/4189/Pgm/MI/1984,26-11-1984,Lihat SK Operasional,2016-09-01 07,A,0,,2.,,,,,,-7.416500000000,109.304400000000,0,87,71,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/91350D4B-BB85-4D96-80C1-A1D3BAC157CE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60710397,MIS AL FATAH PURWODADI,60710397,JL.MASJID NO.1 RT03/ RW01,PURWODADI,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Lainnya,AX6485,Kd.11.02/4/PP.00/3357/2012,03-09-2012,wk/5C/4188/Pgm/MI/1984,26-11-1984,Lihat SK Operasional,2016-01-05 10,A,0,,2.,,,,,,-7.417300000000,109.300400000000,0,78,83,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12411FCB-2CA5-442A-80D6-7D97A043BBF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60710400,MIS MA`ARIF NU 1 PLIKEN,60710400,JL.RAYASOKARAJASUMBANGNO.20RT3/8PLIKEN,PLIKEN,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,,,Kd.11.02/4/PP.00/3360/2012,03-09-2012,Kd.11.02/4/PP.00/3360/2012,03-09-2012,Lihat SK Operasional,2017-01-19 07,A,0,,2.,,,,,,-7.431500000000,109.290000000000,0,106,91,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2878D58B-02DB-465A-8A73-A37794B24FBC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60710398,MIS MIFTAHUL HUDA LINGGASARI,60710398,JL.PONPES MAMBAUL USHULIL HIKMAH BAKUNG  RT07/I LINGGASARI,LINGGASARI,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Banyumas,AX6485,4190/MI,26-04-1979,Wk/5c/4190/MI,06-01-1986,Lihat SK Operasional,2016-01-25 07,B,0,,2.,,,,,,-7.398100000000,109.294500000000,0,96,79,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/67C383F6-1657-426A-83A2-E3369006B736,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60710399,MIS MUHAMMADIYAH KRAMAT,60710399,JL. MASJID NO.02 DESA KRAMAT RT 5 RW 1,KRAMAT,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Banyumas,AI2946,Kd.11.02/4/PP.00/3359/2012,03-09-2012,K/229/58/75,01-01-1975,Lihat SK Operasional,2017-01-09 11,A,0,,2.,,,,,,-7.414300000000,109.312400000000,0,61,66,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F28F14A6-B92F-4205-9E6A-7A10F31374A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60710401,MIS RAUDHOTUL THOLIBIN KEMBARAN,60710401,DUKUHWALUH RT 02 RW 07,DUKUHWALUH,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,,,Kd.11.02/4/PP.00/2041/2010,20-08-2010,Kd.11.02/4/PP.00/2041/2010,20-08-2010,Silakan Upload SK,,B,0,,2.,,,,,,-7.408600000000,109.271800000000,0,54,39,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F63D4DE7-A50E-4C89-8CDC-C596992B97CB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363425,MTsS MA`ARIF NU 1 KEMBARAN,20363425,KARANGSARI RT 3/III,KARANGSARI,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MTs,Kementerian Agama,Lainnya,,Kd.11.02/4/PP.00/3604/2012,27-09-2012,Lk/3.c/160/Pgm.Ts/78,08-06-1978,Lihat SK Operasional,2016-07-13 07,B,0,,2.,,,,,,-7.403500000000,109.283500000000,0,201,163,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7859D327-3AE2-4F90-BE67-81D8A9D39102,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20363426,MTsS SA RAUDHOTUT THOLIBIN KEMBARAN,20363426,JL. PESANTREN RT 02 RW 07DUKUHWALUH,DUKUHWALUH,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,MTs,Kementerian Agama,,,Kw.11.4/4/PP.03.02/8147/1010,20-10-2010,D/Kw/MTs/231/2010,20-10-2010,Lihat SK Operasional,2016-07-01 11,B,0,,2.,,,,,,-7.416317000000,109.302385000000,0,30,23,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Banyumas,Kembaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/230FADC1-D778-484F-9438-C74FB6A8096E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69988142,SD ISLAM SINAR MENTARI,69988142,Jln. Redjo Rt 02 Rw 08 Desa Dukuhwaluh,DUKUHWALUH,KEC. KEMBARAN,KAB. BANYUMAS,PROV. JAWA TENGAH,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Sinar Mentari,AA6227,421.2/263/2018,18-07-2018,421.2/263/2018,18-07-2018,Lihat SK Operasional,2019-06-19 01,B,625,,2.,,,,sekolahsinarmentari@gmail.com,http,-7.408644000000,109.274389000000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,3,1,3,0,0,0,0,3,0,1,2,2,0,1,0,0,0,0,1,2,SD 2013,,,,,,,,,,
