prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8F0D02CC-FD02-42B7-8E36-C7F60DC3FE94,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60724540,MIS RAUDHATRUL ULUM,60724540,DESA WODA,WODA,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,SWASTA,MI,Kementerian Agama,,,No 24/Tahun 2019,16-12-2019,,16-12-2019,Lihat SK Operasional,2021-05-28 10,B,0,,2.,,,,,,.411100000000,127.705600000000,0,32,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CAB8846D-7E10-4DD3-ACB6-42509816FA8B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60205733,MTSS NURUL JIHAD AKETALAGA,60205733,JL. RAYA GITA PAYAHE,GITA RAJA,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.390943300000,127.686140000000,0,55,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE052BAE-9D19-4351-9100-678479F10579,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70036398,SD IT RAUDHATUL HIDAYAH,70036398,Jl. Lintas halmahera desa kosa,KOSA,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,222/G.2/25.03/2022,22-03-2022,223/G.3/22/26.03/2022,22-03-2022,Lihat SK Operasional,2023-01-03 06,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0CDD740-2AF5-E011-A193-19D6B55487FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201045,SD NEGERI 1 PAYAHE,60201045,Payahe,PAYAHE,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"3,628",1. Telkom Speedy,2. Telkom Speedy,PLN,,,payahesdnsa@gmail.com,,.336300000000,127.727100000000,11,113,91,8,Pagi/6 hari,,2022/2023-2,"2,200",9,0,1,4,7,1,0,3,7,0,4,0,4,7,0,6,5,2,0,6,0,1,2,0,0,11,1,1,1,2,2,1,SD 2013,Telkom Speedy,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8037D840-2AF5-E011-A571-CDCDEB2D7FFA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201030,SD NEGERI 2 PAYAHE,60201030,Payahe,PAYAHE,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1983,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"2,400",1. -,2. Telkomsel Flash,PLN,,,sdnpayahe2@gmail.com,,.336488300000,127.731376700000,6,47,54,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,4,0,0,2,2,3,1,0,0,6,1,5,0,1,1,2,1,0,1,0,0,6,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/606ED840-2AF5-E011-B812-E16406E37F03,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201066,SD NEGERI AKETALAGA,60201066,Jln.Gita - Payahe,TULUI,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421/087.109/DPPO-SEK/IV/2016,24-03-1960,421/087.109/DPPO-SEK/IV/2016,29-04-2016,Lihat SK Operasional,2021-03-21 10,B,"5,986",1. -,2. Telkomsel Flash,PLN,,,sdnaketalaga@gmail.com,,.392120000000,127.687115000000,7,91,75,6,Pagi/6 hari,,2022/2023-2,"1,300",7,0,1,0,3,2,0,2,4,1,2,0,0,7,0,5,2,0,1,4,0,1,1,0,3,4,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5053D840-2AF5-E011-8448-5B3D622CFE72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201061,SD NEGERI BALE,60201061,Desa Bale,BALE,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421/087.110/DPPO-SEK/IV/2016,01-01-1910,421/087.110/DPPO-SEK/IV/2016,26-04-2016,Lihat SK Operasional,2021-05-18 11,B,"5,950",1. -,2. Telkomsel Flash,PLN,,,sdnbale1@gmail.com,,.395161700000,127.700358300000,9,97,98,7,Pagi/6 hari,,2022/2023-2,900,7,0,1,1,4,2,0,3,5,1,2,1,3,6,0,8,1,2,1,2,2,0,2,0,3,6,2,1,1,1,1,1,SD 2013,Tidak Ada,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B099D740-2AF5-E011-97DD-956E16EA68BF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201058,SD NEGERI GITA,60201058,Jl. Raya Gita - Payahe,GITA RAJA,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,26-04-2016,01-01-1910,421/087.111/DPPO-SEK/IV/2016,29-04-2016,Lihat SK Operasional,2021-03-26 14,B,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,gitasd03@gmail.com,,.394800000000,127.623600000000,9,109,93,7,Pagi/6 hari,,2022/2023-2,"1,200",6,0,0,2,5,1,0,3,4,0,4,1,4,5,1,4,4,2,0,2,1,1,1,2,2,7,1,1,1,1,2,1,SD 2013,Telkomsel Flash,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0088D840-2AF5-E011-A842-09A23ED4B855,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60200933,SD NEGERI KOLI,60200933,Dusun Koli,KOLI,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1996,01-01-1910,421/087.112/DPPO-SEK/IV/2016,29-04-2016,Lihat SK Operasional,2021-04-14 11,B,"4,200",1. -,2. Telkomsel Flash,PLN,,,ngofakiaha@gmail.com,,.390206700000,127.714123300000,9,35,39,6,Pagi/6 hari,,2022/2023-2,899,6,0,1,2,6,1,0,2,4,1,4,0,2,7,1,6,2,0,1,6,0,1,0,1,4,5,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Maluku Utara,Kota Tidore Kepulauan,Oba,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5002D840-2AF5-E011-B2A9-171F28CB5E17,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60200932,SD NEGERI KOSA,60200932,Desa Kosa,KOSA,KEC. OBA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,510/G.2/22/168.11/2021,09-11-2021,511/G.3/22/169.11/2021,09-11-2021,Lihat SK Operasional,2021-11-30 10,B,"8,560",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnkosa22@gmail.com,,.384026700000,127.724808300000,6,58,55,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,1,4,0,0,2,3,2,1,0,1,5,1,3,2,0,1,2,1,2,0,0,1,5,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
