prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70BD84BD-0D26-E111-A0F6-D94A38779326,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306626,UPT SDN 1 MAKALE SELATAN,40306626,Jalan Marondon Dusun Tekko,LEMBANG BONE BUNTU SISONG,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-03-1975,,01-01-1910,Lihat SK Operasional,2022-07-16 12,C,"1,200",,2.,,,,sdnbontongan@yahoo.co.id,,-3.171400000000,119.803700000000,5,0,0,0,SD 2013,,,2022/2023-2,,0,0,0,0,3,0,0,2,3,0,0,2,1,4,0,3,2,1,2,0,0,0,0,2,2,3,,,,,,,,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6035B9C4-0D26-E111-8859-07A509DCFE2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306346,UPT SDN 10 MAKALE SELATAN,40306346,Surruk,KELURAHAN PASANG,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,31-12-1995,,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,"14,088",1. -,2. -,PLN,,,sdn361surruk@yahoo.co.id,,-3.163900000000,119.827800000000,9,80,76,7,SD 2013,Pagi/6 hari,,2022/2023-2,"1,200",7,0,1,0,4,2,0,3,7,0,2,0,4,5,0,8,1,2,2,1,1,2,1,0,2,7,1,2,1,1,1,1,Tidak Ada,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E055B9C4-0D26-E111-BEB2-238EAF29267A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306347,UPT SDN 11 MAKALE SELATAN,40306347,Pabuaran,LEMBANG BONE BUNTU SISONG,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,688/VII/1994,01-01-1910,055/I.06.18.06/I/94,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,"3,015",1. -,2. -,PLN,,,sdn.362tondoklemo@yahoo.com,,-3.161400000000,119.790300000000,7,74,72,6,SD 2013,Pagi/6 hari,,2022/2023-2,"1,300",7,0,0,2,4,1,0,2,3,1,1,2,3,4,0,7,0,1,0,2,0,0,1,3,3,4,1,1,1,1,1,1,Tidak Ada,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E034B1BC-0D26-E111-BB82-973522E80AC5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306401,UPT SDN 2 MAKALE SELATAN,40306401,Rante Tombang,LEMBANG RANDAN BATU,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,"2,000",1. Telkomsel Flash,2. -,PLN,,,sdn105durian@gmail.com,,-3.149900000000,119.806000000000,13,123,135,11,SD 2013,Pagi/6 hari,,2022/2023-2,"1,500",9,0,1,0,3,6,0,4,10,1,2,0,5,8,0,12,1,2,1,2,4,3,0,1,5,8,2,2,1,2,2,2,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4084AFBD-0D26-E111-B9BA-E73AFC16652A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40309362,UPT SDN 3 MAKALE SELATAN,40309362,Poros Pabuaruan,LEMBANG PABUARAN,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,1962,01-01-1962,,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,775,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnpangandaran@gmail.com,,-3.195900000000,119.793500000000,8,63,63,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,4,0,1,0,3,3,0,2,6,0,2,0,3,5,0,6,2,0,2,1,3,1,1,0,2,6,1,1,1,1,1,1,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0B5B9C4-0D26-E111-95DB-D3B24C5E6308,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40306627,UPT SDN 4 MAKALE SELATAN,40306627,Pasang,KELURAHAN PASANG,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,P.P.K 587/D/58,01-01-1959,,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,"12,050",1. -,2. -,PLN,0,0,sd-pasang@yahoo.co.id,,-3.124000000000,119.818000000000,8,54,56,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,9,0,1,2,5,0,0,3,3,2,3,0,4,4,0,8,0,2,1,2,2,0,0,1,1,7,1,1,1,1,1,1,Tidak Ada,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/001E07C4-0D26-E111-9773-F94A6AC8AF3B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40309369,UPT SDN 5 MAKALE SELATAN,40309369,Sadipe,LEMBANG PATEKKE,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1974,,01-01-1910,Lihat SK Operasional,2022-07-16 12,C,"2,721",1. Telkomsel Flash,2. Telkomsel Flash,PLN,081343943380,,septianusut@gmail.com,,-3.161100000000,119.782500000000,7,114,92,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,0,0,1,0,2,3,0,2,6,0,0,1,3,4,0,4,3,0,1,2,1,2,0,1,2,5,1,1,1,1,1,1,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B1AFBC-0D26-E111-81AC-EBE5D843C53C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40309370,UPT SDN 6 MAKALE SELATAN,40309370,Tiromanda,KELURAHAN TIROMANDA,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1976,,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,"2,236",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdntiromanda113@gmail.com,,-3.109900000000,119.830600000000,18,132,108,12,SD 2013,Pagi/6 hari,,2022/2023-2,"1,199",12,0,0,2,7,6,0,5,12,1,4,1,5,13,0,16,2,3,5,3,2,2,2,1,5,13,2,2,2,2,2,2,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9022BDC4-0D26-E111-B990-C5F4FA3C5831,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40309375,UPT SDN 7 MAKALE SELATAN,40309375,"Jln. Santung, Kelurahan Tosapan, kecamatan Makale Selatan",KELURAHAN TOSAPAN,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1974,,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,"4,360",1. -,2. Smartfren,PLN,,,sdn118santung@gmail.com,,3.125100000000,119.842000000000,16,118,100,11,SD 2013,Pagi/6 hari,,2022/2023-2,900,8,0,1,3,10,0,0,6,7,0,7,2,8,8,1,13,2,3,2,1,0,4,4,2,6,10,1,2,2,2,2,2,Tidak Ada,,,
Sulawesi Selatan,Kab. Tana Toraja,Makale Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6040BDC4-0D26-E111-8BC8-17481627F02A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40309516,UPT SDN 8 MAKALE SELATAN,40309516,Bera,KELURAHAN SANDABALIK,KEC. MAKALE SELATAN,KAB. TANA TORAJA,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-04-1982,,01-01-1910,Lihat SK Operasional,2022-07-16 12,B,"96,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdn244inpresbera01@gmail.com,,-3.116400000000,119.802600000000,9,102,62,6,SD 2013,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,3,2,0,4,6,0,1,2,3,6,0,9,0,2,3,0,1,0,1,2,0,9,1,1,1,1,1,1,Telkomsel Flash,,,
