prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6822C58E-8867-4827-AAD5-718C078E384C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719250,MIS DARUS SALAFI,60719250,DESA BALUNG AROSBAYA,BALUNG,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.26/4/PP.00/822/SK/2001,13-08-2001,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Silakan Upload SK,,B,0,,2.,,,,,,-6.978100000000,112.831300000000,0,44,53,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25D38519-122F-4C87-8777-F6495149DB5D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719249,MIS IANATUL LATIFIYAH,60719249,LEKLEKAN BATONAONG AROSBAYA BANGKALAN JAWA TIMUR,BATONAONG,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.26/4/PP.00/822/SK/2008,15-07-2008,MIS/26.0027/2016,20-06-2017,Lihat SK Operasional,2021-08-16 10,B,0,,2.,,,,,,-7.005600000000,112.850300000000,0,58,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37D11F1D-B3BB-4CAF-A64B-2266404DEF3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719251,MIS TARBIYATUL BANIN,60719251,JL. POCOKAN 1/102  LAJING AROSBAYA,LAJING,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,09/P-YDH/1.2.2/1965,10-07-1965,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Lihat SK Operasional,2016-02-06 17,B,0,,2.,,,,,,-6.973700000000,112.805900000000,0,49,37,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E3BDFD23-AA69-4C5B-80CA-4D8ADE560DEB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20583038,MTSS ALI IMRON,20583038,BATONAONG AROSBAYA BANGKALAN,BATONAONG,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,YPI./MTs/PP/03/SK/VIII/2003,01-06-2003,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Lihat SK Operasional,2016-02-03 15,B,0,,2.,,,,,,-7.011900000000,112.852700000000,0,47,62,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB8670C4-FEFB-4075-9A09-A5635AB35BCF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20583041,MTSS DARUL HASAN,20583041,JL. POCOGAN 1 NO. 102 LAJING,LAJING,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,YPI/MTs//VII/SK/01/1991,01-06-1991,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Silakan Upload SK,,B,0,,2.,,,,,,-6.973600000000,112.805900000000,0,37,61,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E84F208-4471-429F-8531-F9866108CF47,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20583037,MTSS DARUL MANNAN,20583037,MONGMONG GLAGGA,GLAGGA,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,089/1990,10-07-1990,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Silakan Upload SK,,B,0,,2.,,,,,,-6.989900000000,112.845800000000,0,150,176,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8B81300-C378-49F9-B9E6-9DCDE6DF9B85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20583043,MTSS DARUSSALAFI,20583043,DESA BALUNG TIMUR,BALUNG,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,MTs/3/PP.00/SK/2010,08-06-2010,Kd.13.26/4/PP.00/1060/SK/2012,27-06-2012,Silakan Upload SK,,C,0,,2.,,,,,,-6.978200000000,112.831600000000,0,26,38,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DA7C2444-A313-4AD5-84D9-607585A3143A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20583042,MTSS FATHUL ULUM,20583042,OMBUL BARAT,OMBUL,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm./6.c/PP.03.2/2806/SKP/2003,29-09-2003,kd.13.26/4/PP.00/822/sk/2010,30-06-2010,Lihat SK Operasional,2016-09-06 13,C,0,,2.,,,,,,-6.986200000000,112.833300000000,0,13,6,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8405C5A1-BC76-4161-9576-0B8196EAF8C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20583039,MTSS IBNU SHOLEH,20583039,DESA OMBUL TENGGINAH AROSBAYA,OMBUL,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,YPI./MTs/PP/05/SK/VIII/2002,05-08-2002,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Lihat SK Operasional,2020-02-29 10,B,0,,2.,,,,,,-6.993200000000,112.835500000000,0,22,31,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Arosbaya,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EAF1907A-9906-4703-92C5-07A9BDE32F64,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20583040,MTSS SA`IDIYAH,20583040,DESA BUDURAN AROSBAYA,BUDURAN,KEC. AROSBAYA,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,YPPSS/MTs/PP/SK/VII/1993,02-05-1993,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Lihat SK Operasional,2016-02-04 06,Sertifikat Kedaluwarsa,0,,2.,,,,,,-6.974626000000,112.839342000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
