prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4EB40419-1330-4F80-85D9-1FA94B4B9391,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70038269,SD EL RASYAD ISLAMIC SCHOOL,70038269,Jl. Lingkar II Desa Tertap Kec. Jarai Kabupaten Lahat,TERTAP,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,503/0004/PEND/DPMPTSP/XII/2022,07-12-2022,503/0004/PEND/DPMPTSP/XII/2022,07-12-2022,Lihat SK Operasional,2023-03-21 16,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0C5E834-B91D-E111-BF53-D75C30100F70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601648,SD MUHAMMADIYAH 092 JARAI,10601648,Jarai,JARAI,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,723/1-025/Sm.S-65/1978,31-03-1965,420/204/PSD/P&K/2022,30-08-2022,Lihat SK Operasional,2022-08-31 09,A,"8,464",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdmuh092jarai@gmail.com,,-3.952400000000,103.196500000000,13,173,210,12,Siang/6 hari,,2022/2023-2,900,10,0,1,2,0,0,9,5,13,0,0,0,0,13,1,8,4,5,4,1,0,2,1,0,2,11,2,2,2,2,2,2,SD 2013,Telkomsel Flash,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50FDE534-B91D-E111-9A35-2944EABF8786,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601649,SD MUHAMMADIYAH 107 JARAI,10601649,Desa Nanti Giri,NANTI GIRI,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,722/I-024/Sm.S-35/1978,01-01-1935,E-1/077/12.1977,10-12-1977,Silakan Upload SK,,B,"4,000",1. Telkomsel Flash,2. Lainnya (Serat Optik),PLN,,,sdmuhammadiyah107jarai@gmail.com,,-3.892200000000,103.264800000000,10,83,84,7,Pagi/6 hari,,2022/2023-2,450,5,0,0,0,0,0,10,2,10,0,0,0,0,10,0,7,3,2,2,3,0,1,1,1,2,8,1,1,1,1,1,2,SD 2013,Telkomsel Flash,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30A1C234-B91D-E111-8D4C-0190AB990ACC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601631,SDN 1 JARAI,10601631,Pasar Jarai,JARAI,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1953,,01-01-1910,Silakan Upload SK,,A,"8,240",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,satujarai@gmail.com,,-3.954600000000,103.195700000000,25,239,244,18,Pagi/6 hari,,2022/2023-2,900,21,0,1,1,14,3,0,8,14,1,6,4,12,13,0,22,3,1,9,3,2,2,2,6,4,21,3,3,3,3,3,3,SD 2013,Telkomsel Flash,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0FEC834-B91D-E111-AFA7-9969DB47A4A6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601806,SDN 10 JARAI,10601806,Desa Pagar Dewa,PAGAR DEWA,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1985,,01-01-1910,Silakan Upload SK,,C,"1,520",1. -,2. Telkomsel Flash,PLN,,,sd_n13jarai@yahoo.com,,-3.969400000000,103.268100000000,12,24,24,6,Pagi/6 hari,,2022/2023-2,0,6,0,0,1,7,0,0,5,5,0,5,2,5,7,1,10,1,0,2,3,1,0,0,6,2,10,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8016C334-B91D-E111-A439-BBF72A1C5A34,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601509,SDN 2 JARAI,10601509,Pasar Jarai,JARAI,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1962,,01-01-1910,Silakan Upload SK,,B,"2,250",1. -,2. -,PLN,,,Sdn2jarai@gmail.com,,-3.953000000000,103.195300000000,11,32,42,6,Pagi/6 hari,,2022/2023-2,450,3,0,0,0,6,1,0,4,7,1,1,2,4,7,1,10,0,0,4,1,1,1,0,4,1,10,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2014C434-B91D-E111-BA8D-69552F4A9DA5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601153,SDN 3 JARAI,10601153,Desa Gunung Kaya,GUNUNG KAYA,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-01-1970,,01-01-1910,Silakan Upload SK,,B,"2,500",1. -,2. Indosat IM3,PLN,0,,sdnlimajarai@yahoo.co.id,,-4.039000000000,103.247200000000,11,7,9,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,0,4,1,0,6,7,2,1,1,4,7,1,6,4,1,1,4,1,0,0,4,2,9,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F084C434-B91D-E111-BF0F-837DB479FC0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601147,SDN 4 JARAI,10601147,Desa Mangun Sari,MANGUN SARI,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1973,01-01-1973,,01-01-1910,Silakan Upload SK,,B,"3,600",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,nandowts@gmail.com,,-3.975500000000,103.183900000000,9,78,57,6,Siang/6 hari,,2022/2023-2,450,7,0,1,2,3,0,0,6,6,2,0,1,3,6,0,8,1,0,1,4,2,1,0,1,2,7,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60BAC434-B91D-E111-9E34-3D8270725474,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601770,SDN 5 JARAI,10601770,Pamasalak,PAMAH SALAK,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1974,20-07-1974,1974,01-01-1910,Silakan Upload SK,,B,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnkosongtujuh@ymail.com,,-3.933100000000,103.198500000000,12,36,21,6,Pagi/6 hari,,2022/2023-2,450,9,0,0,1,5,1,0,6,7,0,5,0,4,8,0,10,2,0,2,5,0,0,2,3,3,9,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sumatera Selatan,Kab. Lahat,Jarai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B073B534-B91D-E111-B7D1-257D5517CD4E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10601548,SDN 6 JARAI,10601548,Tertap,TERTAP,KEC. JARAI,KAB. LAHAT,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"5,600",1. -,2. Telkomsel Flash,PLN,081278491033,,muhanjarmursidno71@gmail.com,http,-3.945100000000,103.194400000000,20,63,64,6,Pagi/6 hari,,2022/2023-2,869,6,0,1,0,4,1,0,15,16,0,1,3,4,16,0,14,6,0,8,6,2,0,0,4,3,17,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
