prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/024FEFED-99B7-47A3-9A12-FB5CC3DB9079,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723243,MIS AS ADIYAH SANTAN TENGAH,60723243,JL.H.HUSAIN RT.05,PERANGAT BARU,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,162 tahun 2013,14-11-2013,162 tahun 2013,14-11-2013,Lihat SK Operasional,2020-01-13 09,C,0,,2.,,,,,,-.038700000000,117.478800000000,0,52,55,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8DE1556D-7B01-43A3-81D1-8E10F79EA74A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723244,MIS MIFTAHUL KHAIR,60723244,DUSUN HANDIL 3 RT.01,BUNGA PUTIH,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,.103600000000,116.772600000000,0,43,33,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5FD4B9F3-8610-4451-9425-9831D68CC73D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30410014,MTSS AL IHSAN,30410014,JL.RAYA SAMARINDA-BONTANG KM 78/44,MAKARTI,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.114100000000,117.337600000000,0,43,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0584531-DD3D-4905-8704-6B9AEB4723C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30410013,MTSS AS ADIYAH SANTAN TENGAH,30410013,JL.H.HUSAIN RT.06 HANDIL DUA,SANTAN TENGAH,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,MTs,Kementerian Agama,,,44 Tahun 1992,24-08-1992,84Tahun 2020,14-11-2013,Lihat SK Operasional,2021-09-15 14,B,0,,2.,,,,,,-.037900000000,117.478400000000,0,154,107,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9F00C678-146A-4233-89C6-435D39672E9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30410016,MTSS DARUL IKHLAS,30410016,JL.WIDYAGAMA 2 RT.01,PERANGAT BARU,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,MTs,Kementerian Agama,,,162 Tahun 2013,14-11-2013,392 tahun 2022,21-06-2022,Lihat SK Operasional,2022-07-26 10,B,0,,2.,,,,,,-.002560000000,117.453035000000,0,62,42,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DE0898FB-5E4F-493A-AE08-84476271CE25,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30410012,MTSS DDI CAB RAPAK LAMA,30410012,JL.SAMSUDDIN.HA RAPAK LAMA,SEMANGKOK,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,SWASTA,MTs,Kementerian Agama,,,AHU 0026214 AH 01.04 TAHUN 2016,30-05-2016,387 TAHUN 2019,30-09-2019,Lihat SK Operasional,2019-12-23 11,B,0,,2.,,,,,,-.090500000000,117.453100000000,0,26,46,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20BE957E-30F5-E011-81F3-4945462413EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404935,SD NEGERI 001 MARANG KAYU,30404935,Jl.Alimuddin RT.29 Desa Sebuntal Kec.Marangkayu,SEBUNTAL,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,652/SK-BUP/HK/2014,13-11-2014,Silakan Upload SK (link file tidak valid) => [391289-606873--],2020-10-22 08,B,"5,100",1. -,2. Telkom Speedy,PLN,,,nunu_rafie@yahoo.com,,-.109000000000,117.433600000000,16,116,99,8,Pagi/6 hari,,2022/2023-2,"5,300",5,0,1,3,12,1,0,3,5,2,5,4,10,6,1,15,0,0,0,6,0,2,5,3,5,11,SD 2013,Tidak Ada,1,1,2,2,1,1,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E038227E-30F5-E011-A8CF-1531C7DCD0C0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404942,SD NEGERI 002 MARANG KAYU,30404942,Jln Abd Gani RT.001 Desa Kersik Kec Marangkayu Kab Ku-kar,KERSIK,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,652/SK-BUP/HK/2014,13-11-2014,Lihat SK Operasional,2015-04-23 08,B,"1,640",1. Indosat IM3,2. Telkomsel Flash,PLN,,,hairudinsofian19@gmail.com,,-.051500000000,117.487900000000,12,99,77,8,Pagi/6 hari,,2022/2023-2,"1,300",8,0,1,1,7,3,0,2,5,3,3,1,6,6,0,11,1,0,2,1,1,3,2,3,4,8,SD 2013,Indosat IM3,1,2,1,2,1,1,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0047227E-30F5-E011-B180-59B3B0E9A7D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404949,SD NEGERI 003 MARANG KAYU,30404949,Semangko,SEMANGKOK,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,652/SK-BUP/HK/2014,13-11-2014,Lihat SK Operasional,2015-04-23 08,B,"1,680",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,Rahmaalifah28@gmail.com,,-.086700000000,117.453100000000,10,78,73,6,Pagi/6 hari,,2022/2023-2,900,0,0,0,0,6,1,0,3,4,4,2,0,7,3,0,8,2,0,0,3,2,1,3,1,2,8,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Kalimantan Timur,Kab. Kutai Kartanegara,Marang Kayu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6056227E-30F5-E011-AE48-153F9EE61817,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30404956,SD NEGERI 004 MARANG KAYU,30404956,Semangko,SEMANGKOK,KEC. MARANG KAYU,KAB. KUTAI KARTANEGARA,PROV. KALIMANTAN TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,422/164/UPT.DP-14/V/2014,30-05-2014,652/SK-BUP/HK/2014,13-11-2014,Lihat SK Operasional,2022-08-25 00,B,"4,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,nurbaya.nailya@yahoo.com,,-.091000000000,117.467400000000,9,99,87,6,Pagi/6 hari,,2022/2023-2,"5,000",6,0,1,1,5,0,0,4,4,3,2,0,3,6,0,7,2,3,1,0,1,1,1,2,1,8,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
