prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A1BAFC5B-4F5C-45C9-840E-7B0630561ACD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01051,CLC  LADANG ABEDON KRETAM,9LN01051,"Ladang Abedon Kretam, Sandakan, Sabah, Malaysia. 90700",SANDAKAN,SANDAKAN,MALAYSIA,LUAR NEGERI,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,,01-01-1901,,01-01-1901,Silakan Upload SK (link file tidak valid) => [497420-972120--],2021-08-22 11,,0,1. Lainnya,2. Lainnya,Diesel,,01164624045,clcladangabedon@gmail.com,,5.839134000000,118.112018000000,5,83,88,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"2,348",6,0,1,4,0,2,0,3,5,0,0,0,2,3,1,2,2,1,0,4,0,0,0,0,3,2,1,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0D7CAF90-DAEA-4513-9823-5C92BE23993B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01043,CLC ARUS SAWIT,9LN01043,,BATU 8,SANDAKAN,MALAYSIA,LUAR NEGERI,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,,,01-01-1901,,01-01-1901,Silakan Upload SK,,,0,1. Lainnya,2. Lainnya,Diesel,,,,,5.882386000000,118.034398000000,3,36,29,7,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,"4,500",3,0,0,2,0,0,0,3,3,0,0,0,2,1,0,3,0,0,2,1,0,0,0,0,2,1,2,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B647E3E-5EDB-46BE-84B1-5220E4AC5DB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01050,CLC FELCRA ESTET PERTAMA,9LN01050,Batu 8,BATU 8,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AJ5731,,01-01-1901,,01-01-1901,Silakan Upload SK,,,0,1. Lainnya,2. Lainnya,Diesel,,,clcsdfelcraestetpertama@gmail.com,,5.882745000000,118.032537000000,1,93,79,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"1,000",1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/087A754A-6AF3-4726-9D14-E4EE5EEADCF2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01054,CLC KAMPUNG MELAYU SULAIMAN,9LN01054,,BATU 8,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1901,,01-01-1901,Silakan Upload SK,,,0,1. Lainnya,2. Lainnya (Wavelan),PLN,,,clckpmelayusulaiman@gmail.com,,5.882708000000,118.029518000000,7,114,101,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya,450,4,0,0,2,0,0,0,7,7,0,0,0,1,6,0,3,4,0,1,0,1,0,1,4,5,2,1,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/068FBCBE-8AF5-473B-9C7C-6C44D63B26F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01056,CLC LADANG ANDAMY,9LN01056,Jalan Sapi Nangoh,SANDAKAN,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1901,,01-01-1901,Silakan Upload SK,,,64,1. -,2. -,Diesel,,00146641970,clcsdandamy@gmail.com,http,5.854177000000,118.071165000000,2,17,12,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,0,0,1,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,1,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6551B020-14B8-40E2-8B10-9A0DD341B55E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01055,CLC LADANG KARANGAN ESTATE,9LN01055,Karangan Estate,BATU 8,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1901,,01-01-1901,Silakan Upload SK,,,408,1. Lainnya,2. Lainnya,Lainnya,,,clckarangan@gmail.com,,5.861353000000,118.106362000000,1,36,28,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,500,3,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/ECDBEA13-4448-449C-BC92-2BB97F042004,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01045,CLC LADANG MASANG,9LN01045,"LIPONG ESTATE, KRETAM, SANDAKAN, SABAH - MALAYSIA",KRETAM,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,AJ5730,,01-01-1901,,01-01-1901,Silakan Upload SK,,,100,1. -,2. -,PLN,,,,http,5.892753000000,117.906233000000,5,89,59,7,SD 2013,Double Shift/6 hari,,2022/2023-2,Tidak Ada,900,12,0,0,4,0,0,0,5,5,0,0,0,1,4,0,3,2,0,2,2,0,0,1,0,1,4,1,1,1,1,1,2
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B5485038-AFC5-45B5-A491-A904E6072B1B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01044,CLC MONSOK PALM OIL MILL,9LN01044,,SAPI NANGOH,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1901,,01-01-1901,Silakan Upload SK,,,500,1. -,2. Lainnya,PLN & Diesel,,,clcmonsok@gmail.com,http,5.786729000000,117.766893000000,2,13,18,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,399,4,0,1,2,0,1,0,1,2,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/54265A3E-E240-464A-97AF-99DCCDD82994,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01155,CLC NUSANTARA,9LN01155,"Batu 17, Jalan Payon, Sandakan, Sabah, Malaysia",SANDAKAN,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1901,,01-01-1901,Silakan Upload SK,,,0,1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,01125243031,clcnusantarasdk@yahoo.com,,5.732220000000,118.149257000000,4,71,100,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya (Serat Optik),900,6,0,0,1,0,0,0,4,4,0,0,0,1,3,0,1,3,2,1,1,0,0,0,0,1,3,1,1,1,1,1,1
Luar Negeri,Malaysia,Sandakan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6309CC22-9FB1-4269-BD3C-49914801C8BC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/9LN01046,CLC PAHANG 2,9LN01046,Batu 8,BATU 8,SANDAKAN,MALAYSIA,LUAR NEGERI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1901,,01-01-1901,Silakan Upload SK,,,200,1. -,2. -,Diesel,,,,,5.883155000000,118.040612000000,3,134,134,11,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,0,6,0,0,2,0,0,0,3,3,0,0,0,2,1,0,3,0,2,1,0,0,0,0,0,1,2,2,3,2,2,1,1
