prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0013D3AC-30F5-E011-A3EA-55DA1DACA908,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101785,SD KRISTEN KALVARI DAPALAN,40101785,DAPALAN,DAPALAN,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AHU-6186.AH.01.04.Tahun 2011,19-09-2011,60 Tahun 2022,01-11-2022,Lihat SK Operasional,2023-02-01 10,B,964,1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdkkalvari@gmail.com,,4.356700000000,126.791700000000,7,57,47,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,450,0,0,1,2,5,0,0,2,2,2,3,0,2,5,0,5,2,1,0,2,1,0,2,1,2,5,1,1,1,1,1,1,,,
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0F4E5AC-30F5-E011-A83C-1D708B395DAC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101843,SD KRISTEN TUABATU,40101843,Tuabatu,TUABATU,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,004/SK-PS/YBS/VIII-2013,31-10-1932,,01-01-1910,Silakan Upload SK,,B,"1,935",1. -,2. -,PLN,,,sdktuabatu@yahoo.com,,4.321104700000,126.884800500000,7,41,49,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,4,0,1,0,3,0,0,4,5,1,1,0,3,4,0,4,3,2,1,1,0,0,2,1,2,5,1,1,1,1,1,1,,,
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4027D4AC-30F5-E011-81DC-EDF930E414E2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101849,SD NEGERI AMMAT,40101849,Ammat,AMAT,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,01 Tahun 1982,01-04-1982,,01-01-1910,Silakan Upload SK,,B,"100,200",1. -,2. -,PLN,,,sdnammat@gmail.com,,4.406890000000,126.849936700000,10,74,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,0,0,0,0,8,0,0,2,4,4,2,0,3,7,1,6,3,0,2,2,3,1,0,2,5,5,1,1,1,1,1,1,,,
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E035D4AC-30F5-E011-9841-3F3927EF6C29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101837,SD NEGERI BINALANG,40101837,Binalang,BINALANG,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1982,,19-02-2010,Silakan Upload SK,,C,"60,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnbinalang01@gmail.com,,4.336200000000,126.869000000000,11,51,35,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,000",4,0,0,0,5,0,0,6,7,1,3,0,4,7,0,5,6,3,1,5,0,0,2,0,2,9,1,1,1,1,1,1,,,
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/800AECAC-30F5-E011-8791-977C23856A4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101723,SD NEGERI INPRES DAPALAN,40101723,DAPIHE,DAPIHE,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,20-06-1977,,01-01-1910,Silakan Upload SK,,A,"1,617",1. -,2. -,PLN,,,tbungkuran@gmail.com,,4.363200000000,126.808700000000,7,33,40,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,5,0,0,2,3,2,2,0,3,4,0,6,1,0,2,3,0,0,2,0,0,7,1,1,1,1,1,1,,,
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2044D4AC-30F5-E011-87FB-3DB5FA194D10,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101725,SD NEGERI INPRES GANALO,40101725,Ganalo,GANALO,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-04-1983,,01-01-1910,Silakan Upload SK,,B,"1,435",1. -,2. -,PLN,,,gidionpea0123@gmail.com,,4.422687300000,126.859351600000,12,35,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,300",2,0,0,0,7,1,0,4,5,2,5,0,4,8,1,7,4,0,3,2,2,1,3,1,4,8,1,1,1,1,1,1,,,
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C018ECAC-30F5-E011-AC20-530D6A7C9453,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101711,SD NEGERI RIUNG,40101711,Riung,RIUNG,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,2845/B-1/XII/81,01-01-1982,,01-01-1910,Silakan Upload SK,,B,"350,000",1. -,2. -,PLN,,,sdnriung@gmail.com,,4.363027300000,126.852558600000,8,53,44,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,0,0,0,0,6,0,0,2,3,3,2,0,2,6,0,7,1,2,0,2,0,0,2,2,2,6,1,1,1,1,1,1,,,
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50E80CAD-30F5-E011-B272-BF7556601DD8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40103563,SD SMP SATU ATAP NEGERI 1 TAMPANAMMA DI GANALO,40103563,Ganalo,GANALO,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,07-06-2006,,01-01-1910,Silakan Upload SK,,B,"2,400",1. -,2. -,PLN,,,maneingiovani@gmail.com,http,4.410700000000,126.818400000000,9,23,18,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,1,1,0,3,1,0,5,6,1,2,0,2,7,1,7,1,1,4,1,1,1,0,1,5,4,,,,,,,1,1,1
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C2D39829-8C0C-4804-9C29-8890C2E9F974,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69952079,SMP NEGERI 1 TAMPANAMMA,69952079,Desa Ammat Selatan,AMAT SELATAN,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,225 TAHUN 2016,06-06-2016,225 TAHUN 2016,06-06-2016,Silakan Upload SK (link file tidak valid) => [482214-746792--],2021-08-02 18,C,"4,940",1. -,2. -,PLN,,,smpn1tampanamma@gmail.com,,4.406700000000,126.848400000000,9,30,24,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,1,0,5,0,0,4,5,0,4,0,5,4,0,7,2,1,3,4,0,0,0,1,2,7,,,,,,,1,1,1
Sulawesi Utara,Kab. Kepulauan Talaud,Tanpa Namma,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40040DAD-30F5-E011-B757-1315A9B001C3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40101757,SMP NEGERI 3 RAINIS,40101757,Tuabatu,TUABATU,KEC. TANPA NAMMA,KAB. KEPULAUAN TALAUD,PROV. SULAWESI UTARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,16-04-2001,17-04-2001,046/0/2001,01-01-1910,Silakan Upload SK,,B,"112,320",1. -,2. -,PLN,,,miskerumewo@gmail.com,,4.443100000000,126.801600000000,14,40,38,3,SMP 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,"1,200",6,1,1,2,10,0,0,4,8,2,4,0,3,11,0,4,10,0,7,2,0,2,3,0,8,6,,,,,,,1,1,1
