prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/205D9229-5CD5-E111-A029-6D77806750B6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10647810,SD TRI TUNGGAL,10647810,Dusun  Tri Tunggal Sungai Are,SADAU JAYA,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AF2497,503/59/PIPPSP/DPMPTSP/2020,28-08-2020,503/59/PIPPSP/DPMPTSP/2020,31-08-2020,Lihat SK Operasional,2020-09-01 07,A,"6,375",1. -,2. Telkomsel Flash,Lainnya,,,sds.tritunggal@gmail.com,http,-4.494500000000,103.596700000000,4,27,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,3,0,1,0,0,0,0,1,3,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0A23744-1526-E111-829C-07CF335843A0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10610197,SDN 01 SUNGAI ARE,10610197,Desa Simpang Luas,SIMPANG LUAS,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-01-1969,364/KPTS/DISDIK.OS/2019,01-01-1910,Lihat SK Operasional,2019-12-27 11,B,"324,900",1. -,2. Telkomsel Flash,PLN & Diesel,,,sdn_sptiga@yahoo.co.id,,-4.484600000000,103.515900000000,18,115,123,10,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",10,0,1,1,7,2,0,9,11,2,4,1,4,14,1,12,5,4,4,3,0,2,3,2,7,11,2,1,2,2,2,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D7370E45-B127-48E3-B7B1-5243AF544ECE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69843547,SDN 02 SUNGAI ARE,69843547,Desa Simpang Luas,SIMPANG LUAS,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,275/KPTS/DISDIK.OS/2013,18-07-2013,275/KPTS/DISDIK/2013,18-07-2013,Lihat SK Operasional,2019-12-27 11,B,"6,150",1. -,2. Telkomsel Flash,PLN,,,sdn2spluas@gmail.com,,-4.485200000000,103.513800000000,13,59,58,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,0,4,1,0,8,9,2,1,1,2,11,1,10,2,2,3,5,0,0,1,2,4,9,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00A93544-1526-E111-A155-536C251F59D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10610174,SDN 03 SUNGAI ARE,10610174,Desa Cukohnau,CUKOH NAU,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,011111280200010,24-08-1982,364/KPTS/DISDIK.OS/2019,01-01-1910,Lihat SK Operasional,2019-12-27 11,C,"1,944",1. -,2. Telkomsel Flash,PLN & Diesel,,,,,-4.526400000000,103.644500000000,15,40,30,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,0,1,6,2,0,7,9,2,3,1,1,14,0,9,6,4,1,0,4,1,3,2,6,9,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0437D44-1526-E111-8044-3F42CC8CA12D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10610225,SDN 04 SUNGAI ARE,10610225,Desa Sebaja,SEBAJA,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,0,01-07-1984,364/KPTS/DISDIK.OS/2019,01-01-1910,Lihat SK Operasional,2019-12-27 11,C,"3,750",1. -,2. Telkomsel Flash,PLN & Diesel,,,SDNDATARKEMILING@YAHOO.COM,,-4.495300000000,103.596800000000,12,46,43,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,0,5,0,0,7,8,2,2,0,1,11,2,6,4,1,1,6,1,0,3,0,4,8,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00F93544-1526-E111-936C-47BBEEFA7B0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10610177,SDN 05 SUNGAI ARE,10610177,Desa Guntung Jaya,GUNTUNG JAYA,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,10-01-1979,364/KPTS/DISDIK.OS/2019,01-01-1910,Lihat SK Operasional,2019-12-27 11,C,"10,000",1. -,2. Telkomsel Flash,PLN,,,SDNGNTNG@YAHOO.COM,,-4.359900000000,103.694600000000,10,27,34,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,0,6,1,0,3,4,3,2,1,2,8,0,4,6,1,2,1,2,1,1,2,4,6,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40927A44-1526-E111-BD54-6BD7B7006CB1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10610189,SDN 06 SUNGAI ARE,10610189,Desa Pecah Pinggan,PECAH PINGGAN,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,05-06-1984,364/KPTS/DISDIK.OS/2019,01-01-1910,Lihat SK Operasional,2019-12-27 11,B,"2,322",1. -,2. Telkomsel Flash,PLN & Diesel,,,sdnpecah_pinggan@yahoo.com,,-4.477030000000,103.510970000000,12,33,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,1,1,7,1,0,4,5,3,1,3,2,10,1,2,9,1,1,2,0,1,2,5,7,5,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70783744-1526-E111-A8BD-EF42B8DBDE73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10610192,SDN 07 SUNGAI ARE,10610192,Pulau Kemuning,PULAU KEMUNING,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,642.2/100/IV/KPTS/1985,01-01-1910,,01-01-1910,Lihat SK Operasional,2019-12-27 11,C,"10,000",1. -,2. Telkomsel Flash,PLN,,,,,-4.375600000000,103.640600000000,11,23,16,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,0,6,0,0,5,5,3,2,1,1,10,0,8,3,1,2,2,2,0,1,3,7,4,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00D24544-1526-E111-A596-190301A2EA27,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10644344,SDN 08 SUNGAI ARE,10644344,Desa Sadau Jaya,SADAU JAYA,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,414 KPTS DIKNAS/2008,09-10-2008,414 KPTS DIKNAS,09-10-2008,Lihat SK Operasional,2019-12-27 11,C,"15,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn_sdjaya@yahoo.com,,-4.493700000000,103.679000000000,12,50,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,5,0,0,0,2,3,0,7,10,1,0,1,1,11,0,7,5,1,3,2,2,0,3,1,7,5,1,1,1,1,1,1,,,
Sumatera Selatan,Kab. Ogan Komering Ulu Selatan,Sungai Are,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0373944-1526-E111-9134-974974EFA5F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10610209,SDN 09 SUNGAI ARE,10610209,Tanah Pilih,TANAH PILIH,KEC. SUNGAI ARE,KAB. OGAN KOMERING ULU SELATAN,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-01-1910,364/KPTS/DISDIK.OS/2019,01-01-1910,Lihat SK Operasional,2019-12-27 11,C,"8,075",1. -,2. Telkomsel Flash,Diesel,,,sdntanahpilih09@gmail.com,,-4.465108000000,103.492556000000,17,40,28,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,1,8,2,0,7,9,5,2,1,3,14,0,7,10,1,1,4,3,1,3,4,9,8,1,1,1,1,1,1,,,
