prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0B6F274-A7FE-E111-8BA0-093E0DEEB937,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301395,SD INPRES DOMBOMI,60301395,Bonggi,BONGGI,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,012/089/Pend/1990,10-01-1990,420/198/SK-PEND/1999,02-02-1999,Silakan Upload SK (link file tidak valid) => [518060-397864--],2021-09-17 02,C,81,1. -,2. -,PLN,085244419884,,yosepinanoya30@gmail.com,,-3.820600000000,139.174000000000,7,95,69,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,198",6,1,1,2,6,0,0,1,2,5,0,0,1,6,2,5,0,0,2,2,2,1,0,0,2,5,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B00FF374-A7FE-E111-9F2F-CF8608A06B48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301442,SD INPRES NAMUNIKEN,60301442,Jl. Dombomi - Landikma,SUAHE,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,26/BUP/YLM/1985,02-01-1985,340/132/SD/DISDIK/1993,30-04-1993,Silakan Upload SK (link file tidak valid) => [604727-683132--],2022-03-21 15,,"15,000",1. -,2. -,Tidak Ada,,,wennonus@gmail.com,,-3.841600000000,139.217100000000,5,35,46,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,0,4,0,0,1,1,4,0,0,0,5,2,3,0,0,2,1,1,1,0,0,4,1,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A040F074-A7FE-E111-A8B7-C39285FB5143,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60301462,SD INPRES SOHOMBUNU,60301462,Sohombunu,SOHOMBUNU,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,22-06-1982,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-08-30 00,C,20,1. -,2. -,Tidak Ada,,,nekwekongga@gmail.com,,-3.694000000000,139.769500000000,8,66,56,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,0,8,0,0,0,3,5,0,0,1,7,3,5,0,1,2,2,2,1,0,0,5,3,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40D0F774-A7FE-E111-B25E-03315FD7F483,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304891,SD NEGERI BEIM,60304891,LANDIKMA,BEIM,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,26-07-2012,01-01-1910,,01-01-1910,Silakan Upload SK,,,"17,500",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,082199044192,,sdnbeim2021@gmail.com,https,-3.834000000000,139.342000000000,3,83,78,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,150,6,0,1,0,1,0,0,2,3,0,0,0,0,3,2,1,0,0,0,2,1,0,0,0,2,1,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6C18E4AB-36AC-4688-8E31-423310680467,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70035492,SD NEGERI EBENHAIZER KOLAIMA,70035492,KAMPUNG KOLAIMA,KOLAIMA,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,030 TAHUN 2021,15-07-2021,420/209/PEND/2022,15-07-2022,Lihat SK Operasional,2022-11-18 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4073F874-A7FE-E111-9068-75F54CD03B63,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60325030,SD NEGERI ELYEKMA,60325030,ELYEKMA,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,INDONESIA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,,"20,000",1. -,2. -,Tenaga Surya,,,elyekma.elyekma@gmail.com,,-3.785600000000,139.378700000000,0,52,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A00EFA74-A7FE-E111-8B38-1B2A59D60C7A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60325032,SD NEGERI HEAKHOBAK,60325032,ABENAHO,HEAHOBAK,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,,375,1. -,2. -,Diesel,082248662979,,sekolahdasarhobak123@gmail.com,http,-3.802400000000,139.298600000000,3,89,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,150,9,1,1,3,2,0,0,1,3,0,0,0,0,3,0,3,0,0,2,1,0,0,0,0,1,2,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A081F574-A7FE-E111-94F2-D193E5F243E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304521,SD NEGERI HORAKIA,60304521,SOMBULE,HORAKIA,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,,375,1. -,2. -,Diesel,082248662979,,sdnegerihorakia2019@gmail.com,https,-3.733100000000,139.672700000000,2,112,98,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,240,6,1,1,2,2,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0,1,1,0,0,2,0,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30B2F574-A7FE-E111-BDF3-CD0FF7FDA510,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304522,SD NEGERI HUBLIKI,60304522,SAHIKMA,SAHIKMA,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,112/201/PEN/2001,03-02-2001,423/180/SKOP/2010,10-01-2010,Silakan Upload SK,,,"2,500",1. -,2. -,Tenaga Surya,082198376578,,sdnegerihubliki@gmail.com,,-3.688600000000,139.685600000000,6,42,34,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,50,6,0,1,0,4,0,0,2,3,1,2,0,1,5,1,4,1,1,2,1,1,1,0,0,6,0,1,1,1,1,1,1,,,
Papua Pegunungan,Kab. Yalimo,Abenaho,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0A7F774-A7FE-E111-9EB9-C52EDCA020B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60304889,SD NEGERI KEWI,60304889,Kewi,HUMALMA,KEC. ABENAHO,KAB. YALIMO,PROV. PAPUA PEGUNUNGAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,27/BUP/YAL/2012,01-01-2012,421/423/PEND/2014,01-01-2014,Silakan Upload SK (link file tidak valid) => [725440-982278--],2022-10-21 13,C,"30,000",1. -,2. Telkomsel Flash,PLN,,,kewisdn@gmail.com,,-3.781300000000,139.275800000000,7,31,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,1,6,0,0,1,4,3,0,0,3,4,2,4,1,0,3,3,1,0,0,0,3,4,1,1,1,1,1,1,,,
