prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10CD5707-BC03-40DF-A5B9-F9A22DCA968D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977122,MI AL MUNAWWAR,69977122,JL. PT.KALLISTA ALAM-ALUE BATEUNG BROEK,ALUE BATEUNG BROOK,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,SWASTA,MI,Kementerian Agama,,,447 TAHUN 2017,31-08-2017,447 TAHUN 2017,31-08-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-25 16,C,0,,2.,,,,,,.000000000000,.000000000000,0,27,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF777682-9960-42F1-B7DF-DBDCE0C149E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703389,MIN 11 NAGAN RAYA,60703389,MON DUA. JLN PROPINSI LAMIE KUALA TUHA,SIMPANG DELI KILANG,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,3.928463000000,96.421959000000,0,60,57,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4376DD88-EFFF-456D-A677-90405602835F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703390,MIN 5 NAGAN RAYA,60703390,JLN.NASIONAL SUKA MAKMUE ALUE BILIE-BLANG PIDIE.,KUALA SEMANYAM,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,3.993260000000,96.516179000000,0,158,119,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/75E1C9D4-2E6D-4D6C-856D-317CCD05C07D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10114134,MTSS DARUL MAKMUR,10114134,JLN.DR.ERWIN IBRAHIM  ALUE BILIE  KECAMATAN DARUL MAKMUR  KABUPATEN NAGAN RAYA,ALUE BILIE,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,3.990632000000,96.516463000000,0,26,15,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/308DC990-2EF5-E011-8240-57C8838B1676,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104716,SD NEGERI 1 ALUE BILIE,10104716,Alue Bilie,ALUE BILIE,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1974,02-01-1974,,01-01-1910,Silakan Upload SK,,A,"3,138",1. Telkom Speedy,2. Telkom Speedy,PLN,,,Sdnsatu_aluebilie@yahoo.com,,3.989200000000,96.515100000000,16,167,172,12,Pagi/6 hari,,2022/2023-2,800,11,0,1,2,8,4,0,4,11,1,1,3,7,9,0,13,3,1,1,7,1,2,1,3,5,11,SD 2013,Telkom Speedy,2,2,2,2,2,2,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0B4C990-2EF5-E011-9ABE-FD72BE956842,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104741,SD NEGERI 1 PULO TEUNGOH,10104741,Jl.pt.socfindo Seumanyam Tripa,PULO TENGAH,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1975,,01-01-1910,Silakan Upload SK (link file tidak valid) => [555975-802857--],2021-12-17 10,B,"11,920",1. -,2. -,PLN,,,,,3.980800000000,96.564500000000,14,153,154,11,Pagi/6 hari,,2022/2023-2,450,10,0,1,1,5,4,0,5,9,1,2,2,3,11,1,10,3,3,0,5,1,0,2,3,2,12,SD 2013,Tidak Ada,2,2,2,2,1,2,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8095CA90-2EF5-E011-A74C-5953351EE38E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104771,SD NEGERI 2 ALUE BILIE,10104771,Desa Blang Baro,BLANG BARO,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,1996,01-01-1996,,01-01-1910,Silakan Upload SK,,B,"8,160",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,hermansyahnagan13@gmail.com,,3.984500000000,96.509100000000,10,42,47,6,Pagi/6 hari,,2022/2023-2,880,6,0,1,2,4,1,0,5,6,0,2,2,5,5,0,8,2,1,0,4,2,0,1,2,1,9,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E052CA90-2EF5-E011-873D-A9BFC7A04BC2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104765,SD NEGERI 2 PULO TEUNGOH,10104765,Jl.pt.sofindo Seumanyam Teripa,PULO TENGAH,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,05/DES/II/1986,05-06-1986,421.2/0049/SK-IOS-SD/DISDIK-NR/2021,10-08-2021,Lihat SK Operasional,2022-11-10 10,B,"6,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn2pulotengah@gmail.com,,3.990500000000,96.563600000000,11,90,87,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,6,2,0,3,6,0,2,3,5,6,1,9,1,2,2,2,1,0,0,4,4,7,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2060CA90-2EF5-E011-B889-A9725B3AA494,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104781,SD NEGERI ALUE BEURIYEUNG,10104781,Jl. Transmigrasi Seuneuam I,ALUE BATEUNG BROOK,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,20-06-1991,421.2/0062/SK-IOS-SD/DISDIK-NR/2021,12-08-2021,Lihat SK Operasional,2022-12-26 09,B,"5,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnaluebeuriyeung@gmail.com,,3.913600000000,96.596000000000,9,77,61,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,5,3,0,1,4,0,1,4,6,3,0,8,1,2,2,1,0,0,2,2,3,6,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Aceh,Kab. Nagan Raya,Darul Makmur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20DCC990-2EF5-E011-BF8E-B574BE6AD1F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104657,SD NEGERI ALUE IE ITAM,10104657,Dusun Batee Puteh,LAMIE,KEC. DARUL MAKMUR,KAB. NAGAN RAYA,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,05-01-1982,,01-01-1910,Silakan Upload SK,,B,"4,141",1. Telkomsel Flash,2. -,PLN,,,sdnegerialueitam@gmail.com,,4.022100000000,96.472600000000,11,31,32,6,Pagi/6 hari,,2022/2023-2,240,1,0,0,0,5,1,0,5,8,0,3,0,2,9,1,9,1,0,3,4,0,0,2,2,3,8,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
