prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7A3ED338-E573-4EF0-8156-9819528903B2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69976269,ASSIDQI,69976269,KP NAGASARI RT 12/01,NAGASARI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,953 TAHUN 2017,16-06-2017,953 TAHUN 2017,16-06-2017,Silakan Upload SK (link file tidak valid) => [-],2018-05-04 08,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46E3E081-1D52-475A-97DE-38E5FE10A68F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707634,MIS GANDAMANAH,60707634,Kp. Ciderema,SUKASIRNA,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,111232030147,21-06-2010,60707634,22-06-2016,Lihat SK Operasional,2020-02-05 10,B,0,,2.,,,,,,-7.365600000000,107.027900000000,0,49,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3215BCD-C86B-40DE-ADC0-966E97CB0897,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60707635,MIS GANDASARI,60707635,Kp. Wates Rt/Rw 007/002,PUNCAKWANGI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,07 Tahun 1975,16-03-1981,SK IJIN OPERASIONAN,21-06-2010,Lihat SK Operasional,2021-09-01 07,B,0,,2.,,,,,,-7.291800000000,107.051500000000,0,32,30,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/129F1CE5-209C-4D9A-8B36-ACD37808F298,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278001,MTSS AL- BAYAN,20278001,Jl. Sanjoer Arga Poera N0. 01,SUKASIRNA,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,682 TAHUN 2016,11-07-2016,0043/SKP·I0/2016,11-07-2016,Lihat SK Operasional,2022-08-11 09,B,0,,2.,,,,,,-7.354800000000,107.035700000000,0,71,60,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0DEEE5EB-85C7-4487-868A-64C303A8CFED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70006802,MTSS AR RAHMAT,70006802,JL. NAGASARI,NAGASARI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,03/KPTS/YARR/II/2020,14-07-2020,0041/IPM/2020,14-07-2020,Lihat SK Operasional,2021-05-31 11,,"1,506",,2.,,,,,,-7.372500000000,106.959700000000,0,46,26,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/820660F5-893E-4F62-8A79-77D59BD2F214,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278002,MTSS LELES,20278002,Jl. Rh. Mulya Sukarama Rt. 001 Rw. 002,PUSAKASARI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,2.10.13.15.023.-,01-03-1991,001/Mts.10.03.055/PP.005/7/2022,01-07-2022,Lihat SK Operasional,2022-08-01 08,A,0,,2.,,,,,,-7.373700000000,106.982600000000,0,125,131,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/965FD9BF-E62E-4EDC-BB6D-1B3FF290CB12,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278003,MTSS MATHLAUL ANWAR,20278003,Kp. Wates Rt. 07 Rw. 02,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,INDONESIA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,,0,,2.,,,,,,-6.825218000000,107.168102000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/82CF8AE9-993C-42D2-B7B8-EF77680DF026,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20278004,MTSS MIFTAHUL HUDA,20278004,Jl. Raya Agrabinta Km 13,MANDALAWANGI,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,503/SKP-IO/2016,19-12-2016,503/SKP-IO/2016,19-12-2016,Lihat SK Operasional,2021-03-06 07,A,0,,2.,,,,,,-7.326300000000,107.064700000000,0,83,88,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/51916A03-8318-43E4-A6D0-7326DBCE185F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69927498,MTsSMiftahussunan,69927498,KP.Rawasalak rt.011/04 Rawasalak,PURABAYA,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,Lainnya,,0098/0005/IO.MTs.0004/2015,28-01-2015,54 TAHUN 2015,28-01-2015,Lihat SK Operasional,2021-02-01 21,B,0,,2.,,,,,,-7.341600000000,107.027900000000,0,35,32,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Cianjur,Leles,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10C465D1-CB27-E211-B047-3594E566045C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20203263,SD NEGERI  PASIRANGIN,20203263,Kp Pasirangin,WALAHIR,KEC. LELES,KAB. CIANJUR,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,4.45/P.SD/1985,05-05-1986,,01-01-1910,Silakan Upload SK,,B,"1,980",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pasiranginsdn@gmail.com,,-6.721400000000,107.162400000000,5,29,32,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,1,1,0,3,4,0,1,0,2,3,1,2,2,0,1,1,1,1,0,1,3,2,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
