prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79F0269E-3805-464A-AAAE-BF826D1ED528,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975250,SD - SMP SATAP DAILAFA,69975250,Desa Daiama,DESA DAIAMA,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,DPMPSP.420/06/Kab.RN/2017,16-03-2018,503/91/DPMPTSP 1.1,09-02-2023,Silakan Upload SK (link file tidak valid) => [813279-216979--],2023-04-10 02,C,"3,000",1. -,2. -,Tenaga Surya,0,,smpnsatapdailafa@gmail.com,,10.502400000000,123.432400000000,6,13,17,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,0,0,0,0,6,6,0,0,0,1,5,0,3,3,3,3,0,0,0,0,0,1,5,1,1,1,,,,,,
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/601E273A-033C-E111-951A-9DD2EC1A7D19,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304645,SD GMIT KARAFAO,50304645,OEMASI,DESA LIFULEO,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPENKRIS,AG0044,05/YPS/XX/1947,21-07-1947,,11-05-2022,Lihat SK Operasional,2023-02-13 13,B,900,1. -,2. -,PLN,,,sdgmit25@gmail.com,http,-10.558500000000,123.254700000000,8,48,60,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,2,2,0,0,6,7,1,0,0,1,7,0,4,4,3,2,0,0,0,1,2,5,3,,,,1,1,1,1,1,1
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0E07139-033C-E111-A8FC-6139B737D3F6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304575,SD NEGERI DAILAFA,50304575,Usu,DESA DAIAMA,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,11/C21/PDK,01-03-1978,503/116/DPMPTSP 1.1,10-02-2023,Lihat SK Operasional,2023-03-20 10,B,"3,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdndailafa@yahoo.com,,-10.502400000000,123.432400000000,9,24,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,13,0,1,3,2,4,0,3,8,1,0,0,3,6,0,7,2,3,1,3,0,1,1,0,4,5,,,,1,1,1,1,1,1
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/006C7239-033C-E111-9B35-7DDFE981F632,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304630,SD NEGERI DALEBANE,50304630,Karafao,DESA BOLATENA,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,18/C.26/PDK/1977,26-07-1977,503/106/DPMPTSP 1.1,09-02-2023,Lihat SK Operasional,2023-03-24 08,C,"2,145",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdidalebane@gmail.com,,-10.578700000000,123.258900000000,10,57,51,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,2,5,1,0,4,5,3,2,0,4,6,0,7,3,3,1,1,0,3,1,1,7,3,,,,1,1,1,1,1,1
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10F47139-033C-E111-949B-271C0F097222,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304532,SD NEGERI NDUADI,50304532,Kenamoen,DESA SOTIMORI,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-03-1978,,01-01-1910,Silakan Upload SK,,C,"2,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnegerinduadi86@gmail.com,http,-10.548700000000,123.275600000000,6,32,35,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,7,0,1,0,3,0,0,3,6,0,0,0,2,4,0,4,2,3,0,0,1,0,2,0,3,3,,,,1,1,1,1,1,1
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40B37139-033C-E111-B711-F39AA6997CCA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304599,SD NEGERI SOTIMORI,50304599,Daeurendale,DESA DAEURENDALE,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,08-08-1976,503/104/DPMPTSP 1.1,09-02-2023,Lihat SK Operasional,2023-02-13 13,B,"2,018",1. Telkomsel Flash,2. -,PLN,,,sotimorisdn@gmail.com,,-10.560700000000,123.315000000000,9,66,51,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,600",7,0,0,0,6,0,0,3,5,0,4,0,6,3,0,7,2,2,0,4,1,0,0,2,4,5,,,,1,1,1,1,1,1
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0ED823A-033C-E111-A9F1-8DF65D2C9D5E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304594,SMP NEGERI 1 LANDU LEKO,50304594,Oendui,DESA DAEURENDALE,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,KPPT.420/02/Kab.RN/2015,25-09-2015,KPPT.420/02/Kab.RN/2015,25-09-2015,Lihat SK Operasional,2023-01-14 10,C,"10,000",1. Telkomsel Flash,2. Jardiknas,PLN,,,smpn1.landuleko@gmail.com,,-10.539100000000,123.288500000000,12,92,71,6,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"2,300",8,1,1,2,6,2,0,4,6,0,3,3,5,7,0,11,1,2,3,2,1,2,0,2,10,2,2,2,2,,,,,,
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2A25DC10-FD9F-4CCF-973A-1E848171BED9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69979690,SMP NEGERI SATAP DAIAMA,69979690,Soao,DESA DAIAMA,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,DPMPTSP.420/04/Kab.RN/2018,13-04-2018,DPMPTSP.420/04/Kab.RN/2018,13-04-2018,Lihat SK Operasional,2023-01-14 10,C,"5,382",1. -,2. -,PLN,,,smpsatapdaiama@yahoo.com,,79.876800000000,11.682800000000,13,53,55,6,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",3,0,1,2,2,4,0,7,11,0,2,0,3,10,0,12,1,5,6,2,0,0,0,0,8,5,2,2,2,,,,,,
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90A67239-033C-E111-97A1-35F2F5B874FB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304680,UPTD SD INPRES MAEOE,50304680,Maeoe,DESA PUKU AFU,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,101/KEP/HK/1982,08-08-1982,503/55/DPMPTSP/1.1,07-02-2023,Lihat SK Operasional,2023-03-02 08,B,"8,250",1. -,2. Telkomsel Flash,PLN,,,sdimaeoe@gmail.com,,-10.461700000000,123.404000000000,5,31,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,0,5,0,0,0,0,0,5,0,3,2,1,3,1,0,2,1,0,0,1,1,3,2,,,,1,1,1,1,1,1
Nusa Tenggara Timur,Kab. Rote-Ndao,Landu Leko,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0CD7139-033C-E111-9BC1-916982DD8F55,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304616,UPTD SD NEGERI DAIAMA,50304616,Daiama,DESA DAIAMA,KEC. LANDU LEKO,KAB. ROTE-NDAO,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,73/SK/BAP-S/M NTT/XI/1958,01-03-1958,503/77/DPMPTSP 1.1,10-05-2022,Lihat SK Operasional,2023-03-02 09,B,"6,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sddaiama@gmail.com,,-10.568800000000,123.375900000000,11,84,79,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,3,5,1,0,5,6,3,2,0,3,8,0,6,5,3,3,2,2,0,0,1,4,7,,,,1,1,1,1,1,1
