prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D953A6C0-4060-4A5E-ADC4-B6E750564C61,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703556,MIN 4 TAPANULI TENGAH,60703556,JL. BATU MANDI KEL. LUBUK TUKKO BARU GG. SWADAYA KEC. PANDAN,LUBUK TUKKO BARU,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,5154 TAHUN 1995,25-11-1995,5154,25-11-1995,Lihat SK Operasional,2019-11-05 13,A,0,,2.,,,,,,1.688800000000,98.817100000000,0,538,536,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/46A97D6C-73DB-4DD8-9DF8-9E48F497DDD0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703558,MIS BAHRIYATUL ULUM,60703558,JL. DANGOL LUMBAN TOBING,PANDAN,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,1.702218000000,98.833862000000,0,137,129,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5318B7F-3486-4642-88DE-3EA47216EF82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70009483,MIS LUKMAN AL-HAKIM,70009483,JL. KOL BANGUN SIREGAR AMD GG. SERASI,KALANGAN,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,SWASTA,MI,Kementerian Agama,,,AHU-00011117.AH.01.04 Tahun 2015,27-01-2015,201 Tahun 2020,09-03-2020,Lihat SK Operasional,2021-04-07 10,,"2,500",,2.,,,,,,.000000000000,.000000000000,0,42,24,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/644EC09D-8689-4F33-8E14-3327E85E5848,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60703557,MIS MUALLIMIN NU,60703557,JL. PADANG SIDIMPUAN,PANDAN,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,SWASTA,MI,Kementerian Agama,YAYASAN PENDIDIKAN MA'ARIF NAHDATUL ULAMA KABUPATEN TAPANULI TENGAH,AW8362,,,,,Silakan Upload SK,,B,0,,2.,,,,,,1.678074000000,98.845179000000,0,99,82,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79A80CB5-7533-4BFC-9019-9425C6D58A2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70029815,MTs NURUL YAQIN,70029815,"Jalan Batu Mandi, Lubuk Tukko, Pandan",LUBUK TUKKO BARU,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,SWASTA,MTs,Kementerian Agama,YAYASAN PENDIDIKAN MA'ARIF NAHDATUL ULAMA KABUPATEN TAPANULI TENGAH,AW8362,,,509 TAHUN 2022,03-06-2022,Silakan Upload SK (link file tidak valid) => [212135-672547-https,2022-06-20 00,,538,,2.,,,,,,.000000000000,.000000000000,0,19,7,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9D30084F-B0B7-4966-ABE3-5279F0FD1707,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10263946,MTSS AL MAIDAR,10263946,Jalan Ridwan Hutagalung,SIBULUAN BARU,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,1.688900000000,98.822800000000,0,92,62,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92B4F64E-552A-415A-B492-DB8DFF9A8801,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10263945,MTSS BAHRIYATUL ULUM,10263945,Jl. Dangol Lumban Tobing,PANDAN,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,SWASTA,MTs,Kementerian Agama,,,Nomor,12-08-2015,Nomor,14-06-2019,Lihat SK Operasional,2019-12-27 14,B,0,,2.,,,,,,1.680900000000,98.833300000000,0,195,173,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E4B4C37F-ACC3-42A7-8EA8-6B5E0963E21F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69894561,Mutiara Rahmat,69894561,Jl. Oswald Siahaan Gang Inpres,KALANGAN,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,SWASTA,MI,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,1.775019000000,98.534019000000,0,77,74,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5089AAD8-2EF5-E011-8CC3-C382907239C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206619,SD NEGERI 152978 SIBULUAN 1A,10206619,"JL PADANG SIDEMPUAN KM 8,2 SIBULUAN INDAH",SIBULUAN INDAH,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1933,,01-01-1910,Silakan Upload SK,,A,"2,056",,2.,,,,sibuluan1a@yahoo.com,,1.699100000000,98.820600000000,12,79,75,7,,,2022/2023-2,,12,0,1,2,8,0,0,4,6,2,2,2,6,6,0,10,2,1,1,2,2,2,2,2,0,12,SD 2013,2,1,1,1,1,1,,,,
Sumatera Utara,Kab. Tapanuli Tengah,Pandan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A060AAD8-2EF5-E011-9B4F-014A06C46DE6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10206620,SD NEGERI 152979 PANDAN 1,10206620,Jl. Oswald Siahaan,PANDAN,KEC. PANDAN,KAB. TAPANULI TENGAH,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Nomor,16-02-1987,Nomor,03-05-2016,Lihat SK Operasional,2016-05-04 14,B,"1,041",1. -,2. Telkom Speedy,PLN,,,pandansatusdn@gmail.com,,1.679900000000,98.825700000000,12,83,99,8,Pagi/6 hari,,2022/2023-2,"1,300",8,0,0,2,9,0,0,3,5,0,4,3,7,5,0,9,3,2,1,2,2,0,2,3,0,12,SD 2013,1,2,1,1,1,2,Tidak Ada,,,
