prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B04CEA7E-30F5-E011-8041-E75BB3C45F2F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402995,SMP Al Azhar Syifa Budi Samarinda,30402995,Jl. KH. Wahid Hasyim Gg. Kampus Biru RT. 08,SEMPAJA SELATAN,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Budi Mulia Samarinda,AN5163,42,09-10-2003,421.3/2431/100.01/2022,20-04-2022,Lihat SK Operasional,2022-04-22 14,B,"17,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,0541768577,0541768577,smpalazharsyifabudisamarinda@gmail.com,http,-.461663300000,117.147435000000,7,35,36,3,SMP 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,"11,000",3,1,1,2,0,0,12,0,7,0,0,0,0,7,0,6,1,2,3,0,1,0,0,1,2,5,1,1,1,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3107E09F-7DF3-42C6-8B1E-BFCF25BC9EA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994388,MI AL-MUHAJIRIN,69994388,JL. BENGKURING RAYA BLOK A RT. 51,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,INDONESIA,SWASTA,MI,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1E73C185-B8F7-43BD-891C-6929FEB3A485,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994809,MI NURUL HIDAYAH,69994809,JLN. SAMARINDA-BONTANG,TANAH MERAH,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,Lainnya,,B-2666/KW.16.2,21-05-2019,Nomor 256 Tahun 2019,21-05-2019,Lihat SK Operasional,2020-05-20 11,,0,,2.,,,,,,-.435500000000,117.219200000000,0,47,43,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6524FBD5-E361-4A6E-ADA2-60A6150A623D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983941,MIS AL-MUHAJIRIN,69983941,JL. BENGKURING RAYA BLOK A RT. 51,LEMPAKE,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,113 Tahun 2018,09-04-2018,113 Tahun 2018,09-04-2018,Silakan Upload SK (link file tidak valid) => [-],2018-12-19 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6947A7F1-562E-47CD-812A-C77C9252B5D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983066,MIS AL-MUHAJIRIN,69983066,JL. BENGKURING RAYA BLOK A RT. 51,SUNGAI SIRING,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,113 TAHUN 2018,09-04-2018,113 TAHUN 2018,09-04-2018,Lihat SK Operasional,2022-02-15 06,C,0,,2.,,,,,,.000000000000,.000000000000,0,140,121,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F6CAD69C-9825-4203-B8FD-5C074F32BF22,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723331,MIS DARUL FALAH 1,60723331,JL. GATOT SUBROTO III BLOK G RT.45 NO.07,SEMPAJA UTARA,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,D/Kd.16.10/4/MI/14/2020,16-09-2020,379 tahun 2020,16-09-2020,Lihat SK Operasional,2021-09-10 06,C,0,,2.,,,,,,-.449271000000,117.155832000000,0,66,50,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/99F3FAD7-E387-4F1A-B161-8AB74F455944,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983065,MIS DARUSSALAM,69983065,JL. KH. WAHID HASYIM II,SEMPAJA TIMUR,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,274.H TAHUN 2017,22-05-2017,274.H TAHUN 2017,22-05-2017,Lihat SK Operasional,2021-09-06 10,B,0,,2.,,,,,,-.445400000000,117.154700000000,0,100,91,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0CB0E829-D3D3-42E0-AF29-A8D430C53110,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723336,MIS SYAICHONA CHOLIL,60723336,Jalan Batu Indah RT 41,SEMPAJA UTARA,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MI,Kementerian Agama,,,No. AHU-0034740.AH.01.04 Tahun 2016,31-08-2016,Nomor 157 Tahun 2021,22-02-2021,Lihat SK Operasional,2021-09-23 09,B,0,,2.,,,,,,-.513564000000,117.100391000000,0,48,39,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/361AFB9C-B275-4AD3-8A45-AA7C4BCA7DDC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69853286,MTs An-Nur,69853286,Jl. Kebun Raya Rimbawan RT. 008,TANAH MERAH,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MTs,Kementerian Agama,Lainnya,,Nomor 89 Tahun 2008,30-12-2008,Nomor 130 Tahun 2021,16-02-2021,Lihat SK Operasional,2021-09-10 04,B,0,,2.,,,,,,-.450000000000,117.202700000000,0,113,92,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Kalimantan Timur,Kota Samarinda,Samarinda Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D0347C4-E60B-47E9-8460-8612B8D5AB3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30410107,MTSS AL JAWAHIR,30410107,JL. PURWODADI RT. 09,SUNGAI SIRING,KEC. SAMARINDA UTARA,KOTA SAMARINDA,PROV. KALIMANTAN TIMUR,SWASTA,MTs,Kementerian Agama,Yayasan YAPPI AL JAWAHIR,AO3422,D/W.g/MTs/04/1992,05-11-1992,122 Tahun 2021,10-02-2021,Lihat SK Operasional,2021-09-09 12,B,0,,2.,,,,,,-.417192000000,117.193490000000,0,89,95,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
