prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7F94BD3D-7E3A-45BA-941E-5C7CB32CF9AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881962,MIS Ianatul Huda,69881962,Jl. Bhayangkara Raya Rt. 001/012,PAKU ALAM,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,Lainnya,,1/10/04/XV/219,14-02-1981,1/10/04/XV/219,14-02-1981,Lihat SK Operasional,2015-09-30 16,A,"1,200",,2.,,,,,,-6.324596000000,106.692045000000,0,90,72,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/96F9A84F-6A47-42BE-B558-922322C432BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721509,MIS MIFTAHUL ULUM,60721509,Jl. Raya Serpong KM 8 Kp. Baru Utara RT. 01/01 Kel. Pakulonan,PAKULONAN,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,04AHU-0002017.AH.01.04 TAHUN 2015,03-02-2015,D/Kd.28.08/4/03.2/698/2013,06-09-2013,Silakan Upload SK (link file tidak valid) => [693768-629324--],2022-08-30 22,B,0,,2.,,,,,,-6.237100000000,106.643000000000,0,103,86,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4606B84F-FB03-4339-AEA2-D996F662C8D0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721512,MIS RAUDHATUL JANNAH,60721512,JL. BHAYANGKARA I,PAKU JAYA,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.231800000000,106.676100000000,0,121,115,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/444F9CE6-F5F9-4DD4-9A89-5370F464BA8F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60721513,MIS YASPITA,60721513,JLN. SERPONG KM.8 NO.22,PONDOK JAGUNG,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MI,Kementerian Agama,,,W.i/PP.004.1/3317/1992,30-01-1992,D/Kd.28.08/4/03.2/698/2013,06-09-2013,Lihat SK Operasional,2017-04-28 11,A,700,,2.,,,,,,-6.265100000000,106.653900000000,0,29,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57C7EBAD-9539-4846-9CCB-2A4A355129D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20623054,MTSS AR-RAHMANIYAH,20623054,Jl. Bhayangkara Raya No. 3,PAKU ALAM,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,MTs,Kementerian Agama,,,Wi/I/HK.008/252/94,19-09-1994,W.I/I/PP.005.I/566/1991,21-11-1991,Silakan Upload SK,,B,"3,000",,2.,,,,,,-6.239500000000,106.664600000000,0,36,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0A697BF-8C28-E211-A2FB-F5E013781DC8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20616321,SD ABDI SISWA BINTARO,20616321,Jl. Graha Raya Bunga Kav M9 No.1 Tangerang Selatan,PONDOK JAGUNG TIMUR,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Abdi Siswa,AD1905,800/1825-DISPEND/2011,05-08-2011,421.1/53-DPMPTSP/OL/2022,27-09-2022,Lihat SK Operasional,2023-01-31 09,A,"10,545",1. Biznet (Serat Optik),2. Biznet (Kabel),PLN,5398427,5398412,sdabdisiswabintaro@yahoo.com,http,-6.250500000000,106.672900000000,31,341,310,22,Sehari Penuh/5 hari,,2022/2023-2,"160,000",22,1,1,2,0,0,29,7,26,0,4,1,6,25,0,26,5,12,9,4,1,2,2,1,10,21,SD 2013,Biznet (Serat Optik),4,4,4,4,3,3,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90E596BF-8C28-E211-ACBF-95A9965A8B53,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20604628,SD ATHALIA,20604628,Regensi Melati Mas Blok D1,PONDOK JAGUNG,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Kristen Athalia Kilang,AN7461,421.2.420.2/260/DISPENDIK,12-02-2004,421,12-02-2004,Lihat SK Operasional,2022-02-23 10,A,"5,597",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,0215383866,0215383866,sd@sekolahathalia.sch.id,http,-6.261900000000,106.665600000000,47,362,336,26,Sehari Penuh/5 hari,,2022/2023-2,"132,000",28,1,1,8,0,0,49,3,47,0,0,0,17,30,0,42,5,7,7,6,9,11,5,2,7,40,SD 2013,Lainnya (Serat Optik),5,4,5,4,4,4,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/409896BF-8C28-E211-AEDD-BB32A65859AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20614918,SD BINA NUSANTARA SERPONG,20614918,Jl. Lengkong Karya - Jelupang No. 58,JELUPANG,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SPK SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bina Nusantara,AN7444,421.2/655/Dis P dan K/200,07-11-2007,237/C/LN/2014,18-11-2014,Lihat SK Operasional,2015-01-19 12,A,0,1. Telkom Speedy,2. Telkom Astinet,PLN & Diesel,53799944,5380400,schoolserpong.ELNC@binus.edu,http,-6.275200000000,106.668500000000,55,415,381,34,Sehari Penuh/5 hari,,2022/2023-2,"748,000",42,1,1,8,0,1,53,3,55,0,0,0,1,54,1,46,8,0,2,14,21,13,3,2,21,34,Cambridge  International  Examinations  (CIE),Telkom Speedy,5,5,5,6,6,7,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A00C97BF-8C28-E211-8266-93FCD0819736,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20613874,SD CANDLE TREE,20613874,Jl. Jati No.1 Kel. Jelupang,JELUPANG,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kasih Sehati,AN7467,421/474/DISP&K/2007,24-07-2007,421.1/26-DPMPTSP/OL/2020,03-09-2020,Lihat SK Operasional,2020-09-08 09,A,"1,020",1. 3 (Tri),2. Telkom Speedy,PLN,02153153576,02153153577,candletree7@gmail.com,http,-6.256300000000,106.669600000000,27,299,282,21,Sehari Penuh/5 hari,,2022/2023-2,"66,000",22,2,1,2,0,0,26,4,24,0,3,0,17,10,0,20,7,3,2,1,7,8,5,1,7,20,SD 2013,3 (Tri),3,3,3,4,4,4,,,
Banten,Kota Tangerang Selatan,Serpong Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E03297BF-8C28-E211-98CB-A7540FF729AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20614533,SD EFATA SERPONG,20614533,Melati Vista Casa De Verona Blok V 20 Melati Mas Residence,JELUPANG,KEC. SERPONG UTARA,KOTA TANGERANG SELATAN,PROV. BANTEN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN EFATA INDONESIA,AN7473,421.2/705/DIS P & K/2006,28-06-2006,421.2/705/DIS P & K/2006,28-06-2006,Silakan Upload SK,,A,"3,360",1. Smartfren,2. Telkom Speedy,PLN,02153152140,02153152139,sdefataserpong@yahoo.co.id,http,-6.267600000000,106.668900000000,16,119,120,9,Sehari Penuh/5 hari,,2022/2023-2,"10,000",17,2,1,0,0,0,16,1,15,0,1,0,4,12,2,12,2,0,0,6,4,3,1,2,3,13,SD 2013,Smartfren,1,1,1,2,2,2,,,
