prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/205232FB-30F5-E011-891F-212B78DB3461,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102526,SD INPRES ALGADANG,60102526,Algadang,ALGADANG,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,18-07-1982,,01-01-1910,Silakan Upload SK,,C,900,,2.,,,,,,-6.366900000000,134.142400000000,4,0,0,0,SD 2013,,,2022/2023-2,,0,0,0,0,3,0,0,1,2,0,2,0,1,3,0,3,1,0,2,2,0,0,0,0,1,3,,,,,,,,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C07F32FB-30F5-E011-8BC6-4F2FA71BD490,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101771,SD INPRES BENJINA,60101771,Jl. Trans Benjina,BENJINA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,.,12-12-1992,,01-01-1910,Silakan Upload SK,,B,"4,959",1. -,2. Telkomsel Flash,Diesel,,,sdinpresbenjina@gmail.com,,-6.052729500000,134.282586000000,10,66,61,7,SD 2013,Pagi/6 hari,,2022/2023-2,"20,000",7,0,1,0,9,0,0,1,1,2,6,1,8,2,0,9,1,0,2,3,0,2,2,1,3,7,1,1,1,1,1,2,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/408E32FB-30F5-E011-9C19-39D315C05446,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101769,SD INPRES FATUJURING,60101769,Fatujuring,MAIJURING,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-05-1983,,01-01-1910,Silakan Upload SK,,C,"8,000",1. -,2. -,Diesel,,,,,-6.024856700000,134.154308300000,9,43,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,2,0,1,0,5,0,0,4,4,1,4,0,3,6,0,6,3,2,0,5,2,0,0,0,1,8,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/603996FB-30F5-E011-A07A-4BD8EF0165FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101873,SD KRISTEN BENJINA,60101873,Benjina,BENJINA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,24/420/SKEP/06/2000,10-06-2000,97/420/SKEP/07/2016,07-07-2000,Lihat SK Operasional,2020-10-30 10,C,"2,752",1. -,2. -,PLN & Diesel,,,sdkbenjina731@gmail.com,,-6.051291800000,134.281652600000,11,37,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,6,0,0,0,6,0,0,5,5,1,4,1,2,9,0,8,3,1,1,3,1,1,3,1,4,7,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E07197FB-30F5-E011-BF7E-D18D34A2B8F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101867,SD KRISTEN FATLABATA,60101867,Fatlabata,FATLABATA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,1959,01-01-1910,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,"1,000",1. -,2. -,Diesel,,,,,-5.738500000000,134.811600000000,4,28,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,"3,000",6,0,0,0,1,0,0,3,3,1,0,0,0,4,0,2,2,1,2,0,1,0,0,0,0,4,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/005597FB-30F5-E011-A259-DF0F4D4743ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101852,SD KRISTEN GARDAKAU,60101852,Desa Gardakau,GARDAKAU,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,150SKEP/09/2021,07-03-1974,420/205/III/2023,07-03-1974,Lihat SK Operasional,2023-03-15 13,B,"2,250",1. -,2. -,Diesel,,,,,-6.150125000000,134.266878000000,6,72,51,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,6,0,1,0,2,0,0,4,4,1,1,0,1,5,0,3,3,0,2,3,0,1,0,0,1,5,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20BC96FB-30F5-E011-9F9B-F16B54E70F0F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101838,SD KRISTEN IRLOY,60101838,Irloy,IRLOY,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,062/YPPK/UIP/03/2023,07-08-1979,420/177/II/2023,01-01-1910,Lihat SK Operasional,2023-03-15 13,Sertifikat Kedaluwarsa,"2,250",1. -,2. -,Diesel,,,,,-6.745700000000,134.337400000000,5,37,39,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,3,0,1,0,3,0,0,2,2,2,1,0,0,5,0,2,3,0,2,0,0,0,0,3,2,3,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60FE96FB-30F5-E011-877B-11FEDA2BE86C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101849,SD KRISTEN KOBASELFARA,60101849,Kobaselfara,KOBASEL FARA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,tidak ada,01-01-1910,TIDAK ADA,01-01-1910,Silakan Upload SK,,B,"2,250",1. -,2. -,Tidak Ada,,,,,-5.738800000000,134.812000000000,4,20,21,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,3,0,0,0,2,0,0,2,2,1,1,0,1,3,0,4,0,0,2,0,1,0,0,1,2,2,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D00C97FB-30F5-E011-850B-2545E09AA744,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101848,SD KRISTEN KOBASELTIMUR,60101848,Kobaseltimur,KOBASEL TIMUR,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK8991,063/YPPK/UIP/03/2023,01-01-1910,,01-01-1910,Lihat SK Operasional,2023-03-17 08,C,78,1. -,2. -,Tidak Ada,,,,,-6.691800000000,134.510100000000,4,22,8,6,SD 2013,Pagi/6 hari,,2022/2023-2,0,6,0,0,0,2,0,0,2,2,0,2,0,1,3,0,4,0,0,2,1,1,0,0,0,0,4,1,1,1,1,1,1,Tidak Ada,,,
Maluku,Kab. Kepulauan Aru,Aru Tengah,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00E196FB-30F5-E011-8338-F328802C3F86,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101845,SD KRISTEN KWARBOLA,60101845,Kwarbola,KWARBOLA,KEC. ARU TENGAH,KAB. KEPULAUAN ARU,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PEMBINAAN PENDIDIKAN KRISTEN DR. J. B. SITANALA,AK8991,01/420/SKEP/01/2020,20-01-2020,01/420/SKEP/01/2020,20-01-2020,Lihat SK Operasional,2021-07-30 11,C,"10,000",1. -,2. -,PLN & Diesel,,,,,-5.534500000000,134.701100000000,4,35,19,6,SD 2013,Pagi/6 hari,,2022/2023-2,"10,000",3,0,1,0,4,0,0,0,0,1,3,0,3,1,0,4,0,0,0,1,0,0,1,2,1,3,1,1,1,1,1,1,Tidak Ada,,,
