prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EE08C4E-3869-427C-98FF-126510D595E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70035646,MI TERPADU AL-ISMAILI,70035646,Jalan KH. Ismail No. 656 RT 003 RW 005,BULUBRANGSI,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,,,845 TAHUN 2022,13-06-2022,Silakan Upload SK (link file tidak valid) => [243044-455089-https,2022-11-28 10,,0,,2.,,,,,,.000000000000,.000000000000,0,0,2,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/65090393-03BE-4F30-B491-41FE9D0D6247,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718588,MIS DARUL ULUM SUKOREJO,60718588,"JLN.KH.HASYIM ASY,ARI NO.91 SUKOREJO BULUTIGO LAREN LAMONGAN",SISER,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lamongan,AX6275,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.003700000000,112.277000000000,0,10,11,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CF5EB247-47B9-4A76-B5E5-837F5A899091,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718601,MIS HIDAYATUL UMMAH DATENG,60718601,JL. MASJID JAMI` BAITURRAHMAN DS. DATENG KEC. LAREN KAB. LAMONGAN,DATENG,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lamongan,AX6275,B-2081013,12-02-1994,Kd.13.24/4/PP.00.4/701.a/2010,01-07-2010,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-6.976800000000,112.230700000000,0,12,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4C5689DE-ADD2-497A-B47F-D1ACBDF40D0B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718577,MIS HIDAYATUL UMMAH GAMPANGSEJATI,60718577,JL MASJID AL MUHAJIRIN DESA GAMPANGSEJATI,GAMPANG SEJATI,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Lamongan,AG9541,MIS/24.0393/2016,28-11-2016,7107 TAHUN 2016,28-11-2016,Lihat SK Operasional,2020-08-25 11,B,0,,2.,,,,,,-6.957900000000,112.298700000000,0,30,37,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB24A48B-C71B-4BBD-8922-7C9B9120CF22,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718579,MIS HIDAYATUT THOLIBIN TEJOASRI,60718579,"JL. TEUKU UMAR NO. 117 RT. 002, RW. 004 TEJOASRI LAREN LAMONGAN",TEJOASRI,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lamongan,AX6275,PW/176/A-6/VIII/2014,26-12-2015,421.1/520/413.101/2021,28-11-2016,Lihat SK Operasional,2022-08-10 12,B,0,,2.,,,,,,-7.001400000000,112.326800000000,0,20,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8E2696D1-C864-43E2-91BD-F641E2F5CC92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718589,MIS ISLAMIYAH,60718589,JL. TAMBANGAN TIMUR NO. 1 DESA MOJOASEM KECAMATAN LAREN KABUPATEN LAMONGAN,MOJO ASEM,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lamongan,AX6275,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-7.012500000000,112.249600000000,0,31,35,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25875670-CE84-4E63-BF5F-764265F3CD88,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718593,MIS ISLAMIYAH GUPPI,60718593,DSN TELOGOREJO DESA GAMPANGSEJATI KECAMATAN LAREN KABUPATEN LAMONGAN,GAMPANG SEJATI,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,MIS/24.0416/2016,28-11-2016,7199  TAHUN 2016,28-11-2016,Lihat SK Operasional,2018-10-11 14,B,"1,935",,2.,,,,,,-6.960800000000,112.302900000000,0,43,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/18B4FB42-383F-4948-837C-BA5B89A03E01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69726229,MIS MAMBAUASSAADAH,69726229,DUSUN.KORYO BULUTIGO LAREN LAMONGAN JAWA TIMUR,BULUTIGO,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lamongan,AX6275,17 JULI 1996,28-11-2016,-7120/2016,26-06-2013,Lihat SK Operasional,2020-08-24 20,B,0,,2.,,,,,,-7.005000000000,112.258500000000,0,27,35,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2FC3AECD-4D2C-4299-B913-914D1937B8B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718598,MIS MANBAUL ULUM BULUBRANGSI,60718598,JL. KH. DAHLAN NO. 1 RT. 01/RW. 01 BULUBRANGSI,BULUBRANGSI,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lamongan,AX6275,Nomor,17-07-1965,Nomor,28-11-2016,Lihat SK Operasional,2020-08-24 20,A,0,,2.,,,,,,-6.959000000000,112.354900000000,0,82,72,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Lamongan,Laren,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E161AE6-BB86-4A8D-B8F1-D95D91AFADB2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60718585,MIS MIFTAHUL HUDA LENGOR,60718585,JL.MASJID AL IHLAS NO 186 LENGOR  PELANGWOT,PELANGWOT,KEC. LAREN,KAB. LAMONGAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lamongan,AX6275,MIS/24.0402/2016,28-11-2016,Nomor,28-11-2016,Lihat SK Operasional,2020-08-25 11,A,0,,2.,,,,,,-6.978941000000,112.283038000000,0,26,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
