prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2092C939-033C-E111-9576-090B55E187DC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306832,SD GMIT LANU,50306832,Lanu,LANU,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPENKRIS TOIS NENO (GMIT),AJ3832,,03-03-1967,,22-08-2003,Silakan Upload SK,,C,625,1. -,2. -,PLN,,,sdgmitlanu709@gmail.com,,-9.843600000000,124.654700000000,7,85,71,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,0,1,1,0,1,6,6,1,0,0,1,6,0,2,5,1,0,3,1,1,0,1,2,5,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60C1A939-033C-E111-A962-0720518B26D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306834,SD GMIT LUNU,50306834,Lunu,KUALEU,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPENKRIS TOIS NENO (GMIT),AJ3832,,01-08-1961,,01-01-1910,Silakan Upload SK (link file tidak valid) => [467926-335363--],2021-06-27 06,,"37,500",1. Telkom Astinet,2. Telkom Astinet,PLN,,,,,-9.882000000000,124.622400000000,5,40,42,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Astinet,"1,300",8,0,1,2,0,0,3,2,5,0,0,0,1,4,1,2,2,1,1,2,0,1,0,0,2,3,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C086C639-033C-E111-B27A-ABAD09B816D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300776,SD GMIT NENU,50300776,NENU,NETUTNANA,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPENKRIS TOIS NENO (GMIT),AJ3832,,05-10-1967,,01-01-1910,Silakan Upload SK,,,"3,584",,2.,,,,sdgnenu@gmail.com,,-9.847300000000,124.627300000000,5,0,0,0,SD 2013,,,2022/2023-2,,,0,0,0,0,1,0,0,4,4,0,1,0,1,4,0,0,5,0,2,2,0,0,0,1,3,2,,,,,,,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0DEC439-033C-E111-9355-AF3821ED25AB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300711,SD GMIT OEBUBUN,50300711,Oebubun,KOKOI,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,AKTA NOTARIS NOMOR 2,01-08-1966,,01-01-1910,Silakan Upload SK,,,"20,000",,2.,,,,sdgmitoebubun@yahoo.com,,-9.859600000000,124.597400000000,7,0,0,0,SD 2013,,,2022/2023-2,,,0,0,0,0,2,0,0,5,5,1,1,0,0,7,0,3,4,0,1,2,1,1,2,0,1,6,,,,,,,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80E4C539-033C-E111-AB54-C70D2BC43DDC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306851,SD GMIT OESUSU,50306851,Oesusu,KUALEU,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YASWARI KEUSKUPAN AGUNG KUPANG,AG0294,107 GS,01-06-1967,107 GS Oesusu,01-06-1967,Silakan Upload SK (link file tidak valid) => [317192-144473--],2020-08-24 17,,500,1. Telkomsel Flash,2. -,Tidak Ada,,,,,-9.865900000000,124.650400000000,11,103,84,8,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,8,0,0,2,2,0,5,5,9,0,2,0,1,10,0,4,7,4,2,3,0,0,0,2,6,5,2,1,2,1,1,1,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60A6C739-033C-E111-8E56-8BAA6933D332,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300689,SD GMIT OETUNE,50300689,Tune,ANIN,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YAPENKRIS TOIS NENO (GMIT),AJ3832,,01-01-1967,,01-01-1910,Silakan Upload SK,,B,420,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-9.838900000000,124.594300000000,8,58,50,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",4,0,1,0,3,0,3,2,6,1,1,0,1,7,1,3,4,0,0,1,2,1,0,4,4,4,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10F6C439-033C-E111-842E-05B04E2CD00C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300692,SD GMIT OINLASI,50300692,Jl.bona Nomleni 25,OINLASI,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Usaha Pendidikan Kristen,AJ3829,,01-07-1953,,01-01-1910,Silakan Upload SK,,Sertifikat Kedaluwarsa,"5,625",1. -,2. Telkomsel Flash,PLN,,,sdgoinlasi@yahoo.com,,-9.849700000000,124.573700000000,9,75,77,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",7,0,1,2,2,0,3,4,7,2,0,0,2,7,0,7,2,1,3,3,0,1,0,1,3,6,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A082C539-033C-E111-8EEF-AD8690C4F6C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50306864,SD GMIT TOI,50306864,Toi,TOI,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Lainnya,AK9601,,14-07-2003,,01-01-1910,Silakan Upload SK,,,"39,600",1. -,2. -,PLN & Diesel,,,sdgtoi@yahoo.com,,-9.811100000000,124.612900000000,5,80,65,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,900,4,0,0,2,1,0,1,3,4,1,0,0,0,5,0,2,3,0,1,2,0,0,1,1,3,2,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2076E638-033C-E111-8822-E3BB30AC10F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300866,SD INPRES FAE,50300866,Kokoi,FENUN,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-08-1982,,01-01-1910,Silakan Upload SK,,,"15,000",1. -,2. -,PLN,,,,,-9.852400000000,124.595200000000,11,42,32,6,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,0,8,0,0,3,4,4,2,1,0,11,3,5,3,1,1,2,1,2,1,3,7,4,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Timor Tengah Selatan,Amanatun Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/708AEF38-033C-E111-8AE1-A3E7217F495A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50300870,SD INPRES FATUKOLO,50300870,Sunu,SUNU,KEC. AMANATUN SELATAN,KAB. TIMOR TENGAH SELATAN,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,BU.422/1522/1983,18-07-2003,,01-01-1910,Silakan Upload SK,,,"11,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdinpres_fatukolo@yahoo.co.id,http,-9.815800000000,124.633900000000,6,26,18,5,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,450,2,0,0,2,5,0,0,1,1,5,0,0,0,6,0,0,6,0,1,1,0,0,1,3,4,2,0,1,1,1,1,1,,,
