prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/98A1A8E0-7CFF-4181-9DC9-66A5F93FC844,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40405977,MTSS DDI AL MUHAJIRIN BASALA,40405977,DESA BASALA,LAMBANDIA,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,Tidak Terakreditasi,0,,2.,,,,,,-4.284552000000,122.022959000000,0,20,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B09504CA-30F5-E011-83A6-6B6240B250D3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402005,SD NEGERI 1 BASALA,40402005,Basala,BASALA,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,800/851/2018,13-04-2018,800/851/2018,13-04-2018,Lihat SK Operasional,2022-06-09 23,B,"25,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn1basala@gmail.com,http,-4.303200000000,122.057500000000,8,94,79,8,Pagi/6 hari,,2022/2023-2,900,7,0,1,0,3,2,0,3,5,2,1,0,3,5,0,5,3,1,1,2,3,0,1,0,0,8,SD 2013,Telkomsel Flash,1,1,2,2,1,1,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A03B05CA-30F5-E011-BBC6-B945B4B8A6BD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40402152,SD NEGERI 2 BASALA,40402152,Lipumasagena,LIPU MASAGENA,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/654/1986,01-07-1986,,01-01-1910,Lihat SK Operasional,2022-08-24 08,B,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnduabasala02@gmail.com,http,-4.293590000000,122.080391000000,9,104,84,9,Pagi/6 hari,,2022/2023-2,"2,200",9,0,1,1,2,3,0,4,9,0,0,0,1,8,0,5,4,3,2,2,0,2,0,0,1,8,SD 2013,Telkomsel Flash,2,1,2,1,1,2,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10D406CA-30F5-E011-84EB-1DB7D026E0FE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401962,SD NEGERI 3 BASALA,40401962,Desa Tombekuku,TOMBEKUKU,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,06/01/1995,01-08-1997,800/851/2018,01-08-1997,Lihat SK Operasional,2022-06-06 08,C,"7,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn3basala22@gmail.com,,-4.298623200000,122.019364600000,5,41,29,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,3,1,0,1,2,0,3,0,3,2,0,5,0,1,1,0,1,2,0,0,3,2,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D06CFEC9-30F5-E011-893C-61FB61318C32,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401828,SD NEGERI 4 BASALA,40401828,Desa Iwoi Mendoro,IWOI MENDORO,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,27-12-1999,,01-01-1910,Silakan Upload SK,,C,"5,000",1. -,2. Telkomsel Flash,PLN,0401,,sdnegri4basala@gmail.com,http,-4.303400000000,122.032600000000,5,40,28,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,2,2,0,1,3,1,0,1,3,2,0,4,1,1,0,1,1,1,0,1,2,3,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F01A04CA-30F5-E011-BB92-89B997A573E7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401838,SD NEGERI 5 BASALA,40401838,DESA EPEESI,EPEESI,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-11-1999,,01-01-1910,Silakan Upload SK,,C,"5,000",1. -,2. Telkomsel Flash,PLN,0401,,sdn5basala@gmail.com,http,-4.279300000000,122.049100000000,6,31,38,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,1,2,0,3,5,0,1,0,3,3,0,5,1,1,2,2,0,1,0,0,2,4,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20F006CA-30F5-E011-A76A-7BC4CD26830D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40403271,SD NEGERI 6 BASALA,40403271,Desa Polo-pololi,POLO-POLOLI,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,Sekolah Dasar Negeri 6 Basala,13-04-2018,Pendirian Sekoah SD Negeri 6 Basala,13-04-2018,Lihat SK Operasional,2021-08-27 11,C,"7,500",1. -,2. Telkomsel Flash,PLN,,,sdn6basala@gmail.com,http,-4.246000000000,122.034400000000,6,27,24,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,2,2,0,2,4,0,2,0,2,4,0,6,0,1,1,2,1,1,0,0,1,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0E206CA-30F5-E011-8B4A-07180DE3CE67,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40401854,SD NEGERI SATAP 17 KONAWE SELATAN,40401854,Jln. Pengairan,LAMBANDIA,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,800/02/SD-028/LBD/1999,01-10-1999,14 TAHUN 1999,01-01-1910,Silakan Upload SK,,B,"6,720",1. Axis,2. Telkomsel Flash,PLN,,,sdnlambandia@gmail.com,http,-4.279375200000,122.029030900000,8,48,49,6,Pagi/6 hari,,2022/2023-2,"1,200",6,1,1,0,3,3,0,2,5,1,2,0,4,4,0,7,1,2,0,1,3,1,1,0,2,6,SD 2013,Axis,1,1,1,1,1,1,,,
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0B2B2CA-30F5-E011-993D-3B3E00C1D06C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40404805,SMP NEGERI 35 KONAWE SELATAN,40404805,Poros Basala,BASALA,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,01/3a/2006,01-01-2006,800/853/2018,13-04-2018,Lihat SK Operasional,2018-05-08 14,B,"9,997",1. 3 (Tri),2. Telkomsel Flash,PLN,0401,,smpn.35konsel@gmail.com,http,-4.304100000000,122.053200000000,14,126,126,10,Pagi/6 hari,,2022/2023-2,"2,200",15,1,1,2,5,6,0,3,11,1,2,0,4,10,0,12,2,0,4,6,1,1,1,1,8,6,SMP 2013,3 (Tri),,,,,,,3,3,4
Sulawesi Tenggara,Kab. Konawe Selatan,Basala,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/201C7C7C-BB0E-E211-B2E4-15320152F159,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40404783,SMP NEGERI SATU ATAP 17 KONAWE SELATAN,40404783,Jalan Pengairan,LAMBANDIA,KEC. BASALA,KAB. KONAWE SELATAN,PROV. SULAWESI TENGGARA,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,893/552/2009,22-06-2009,,01-01-1910,Silakan Upload SK,,C,"50,000",1. Axis,2. Telkomsel Flash,PLN,,,smpsatap17@gmail.com,,-4.333660100000,122.030719800000,7,19,18,3,Pagi/6 hari,,2022/2023-2,"1,200",3,1,2,1,1,1,0,5,6,0,1,0,1,6,1,6,0,4,1,1,0,1,0,0,1,6,SMP 2013,Axis,,,,,,,1,1,1
