prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23BB67D9-CAC1-4CAC-BBB4-9BD38C642376,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723142,MIN 6 Balangan,60723142,JL.MESJID SYUHADA RT.01 NO.40,SUNGAI AWANG,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,515A/1995,25-11-1995,515A/1995,25-11-1995,Lihat SK Operasional,2017-06-02 07,A,0,,2.,,,,,,-2.329286100000,115.386577600000,0,85,89,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/58D3214C-EC96-43BB-846C-4E9720F5D31C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881973,MIS Darul Ulum,69881973,Simpang Tiga Pupuyuan,PUPUYUAN,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,Lainnya,,W.06 PP.03.20271994,05-01-1994,95/2017,25-01-2017,Lihat SK Operasional,2017-06-02 07,B,"2,237",,2.,,,,,,-2.316005400000,115.381059000000,0,33,27,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14337CD4-9EAE-4F51-94A1-16544FD8E9C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723143,MIS DARUSSALAM,60723143,JL.AMUNTAI - PARINGIN RT.2 LAMPIHONG SELATAN,LAMPIHONG SELATAN,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,W.o/6/PP.03.2/027/1994,05-01-1994,1126/2016,05-12-2016,Lihat SK Operasional,2017-06-02 07,B,"16,370",,2.,,,,,,-2.349092600000,115.367641700000,0,65,53,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE2D28B6-7A1A-45C8-AE2B-B74BB964223D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69819694,MIS Nurul Hidayah,69819694,Desa Lajar,LAJAR,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,Lainnya,,W.0/6/PP.03.2/027/1994,05-01-1994,86/2017,25-01-2017,Lihat SK Operasional,2017-05-15 10,B,450,,2.,,,,,,-2.319389000000,115.423697000000,0,19,10,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/256C60FA-86C7-4DB4-A8BA-445C6CC573F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60723144,MIS NURUL IRSYAD,60723144,JL. MATANG LURUS,MATANG LURUS,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,SWASTA,MI,Kementerian Agama,,,L.O/3/290/Ixa/78,03-01-1978,1130,05-12-2016,Lihat SK Operasional,2017-05-15 11,B,0,,2.,,,,,,-2.397117500000,115.320030700000,0,35,40,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9C308A9-8FDA-495C-A706-B81EFD1F3A0E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728615,MTSN 4 Balangan,60728615,JL. MESJID SUHADA KEC. LAMPIHONG,SUNGAI AWANG,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,W.0/6/100/IX-6-P/86,05-07-1984,515A/1995,25-11-1995,Lihat SK Operasional,2017-05-31 08,B,"3,616",,2.,,,,,,-2.329608400000,115.386853800000,0,198,212,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0C14653-30F5-E011-AB0C-93C604698CBB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30304043,SD NEGERI BATU MERAH 1,30304043,Jalan Sutera Ali Adul Km.02,BATU MERAH,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/001/SD.BT-011/1975,01-04-1975,420/092/SD.BT-011/2019,01-04-1975,Silakan Upload SK (link file tidak valid) => [637608-24442--],2022-06-20 00,B,0,1. -,2. -,PLN,,,Sdnbatumerah1@gmail.com,,-2.383100000000,115.374100000000,10,55,43,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,6,6,2,0,2,4,3,2,1,6,4,0,6,4,1,1,3,3,0,1,1,3,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0474753-30F5-E011-8EE1-497486FEDA60,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30304044,SD NEGERI BATU MERAH 3,30304044,Jl.Lampihong-Batu Mandi Rt.01 Km.5,BATU MERAH,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,DPK-II-1 / 282 / 1 / 1983,01-05-1983,421/175/DISDIK/2018,01-05-1983,Lihat SK Operasional,2023-02-14 10,B,"1,649",1. -,2. Telkomsel Flash,PLN,,,sdn.batumerah3@yahoo.com,,-2.365100000000,115.403400000000,7,40,34,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,3,5,0,0,2,2,1,4,0,5,2,0,6,1,1,0,3,1,0,0,2,2,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40A74653-30F5-E011-A3E1-07D8B0A3189E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30304008,SD NEGERI HILIR PASAR,30304008,Desa Hilir Pasar,HILIR PASAR,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421/B.001/B.SD/Disdik/1910,01-01-1910,421/B05/B.SD/Disdik/2019,01-01-1910,Lihat SK Operasional,2022-08-25 00,B,"1,500",1. Telkomsel Flash,2. Telkom Speedy,PLN,0,,sdnhilirpasar14@gmail.com,,-2.334100000000,115.376800000000,9,44,40,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,4,5,3,0,1,5,1,1,2,7,2,0,6,3,2,1,2,1,1,1,1,4,5,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Kalimantan Selatan,Kab. Balangan,Lampihong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0894653-30F5-E011-8594-F598594C0649,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30304002,SD NEGERI JIMAMUN,30304002,Desa Jimamun,JIMAMUN,KEC. LAMPIHONG,KAB. BALANGAN,PROV. KALIMANTAN SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,01-01-1950,01-01-1910,421/1321/Disdik/2017,01-01-1910,Lihat SK Operasional,2023-02-14 09,B,"1,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnjimamun@gmail.com,,-2.381600000000,115.326100000000,7,36,24,6,Pagi/6 hari,,2022/2023-2,900,0,0,1,2,6,0,0,1,2,1,3,1,7,0,0,5,2,1,0,1,4,0,1,0,2,5,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
