prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E38C3966-A6A5-406B-A0E3-C1FC9A1EB415,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69994851,MI ATTA`AWUN TUGUREJO,69994851,JLN. KALIMANTAN INDAH NO. 25,TUGUREJO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Lainnya,,AHU-0041404.AH.01.04.Tahun 2016,27-10-2016,3701 Tahun 2018,19-04-2018,Lihat SK Operasional,2021-01-23 14,,0,,2.,,,,,,.000000000000,.000000000000,0,50,56,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B7AF09E8-DB4E-4EA1-84D2-A08AAD983625,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977693,MI AZ-ZAHRO,69977693,SOBO - NAMBAAN,DOKO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,6117 TAHUN 2016,11-10-2016,6117 TAHUN 2016,11-10-2016,Silakan Upload SK (link file tidak valid) => [-],2018-06-03 10,C,0,,2.,,,,,,.000000000000,.000000000000,0,5,3,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E91C4C97-9987-46A0-BC78-E6C35994178A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60714883,MIN 2 KEDIRI,60714883,JL. KILISUCI,DOKO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,244,25-10-1993,Kd.13.6/05/PP.00.4/180/2010,01-07-2010,Lihat SK Operasional,2016-01-19 13,A,0,,2.,,,,,,-7.817500000000,112.047300000000,0,439,512,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E54D1752-09B8-4D3B-BD92-2AF5A27F82B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983001,MIS ATTA`AWUN TUGUREJO,69983001,JL. KALIMANTAN INDAH NO. 25 Jeruk RT/RW 2/3 Tugurejo,TUGUREJO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,3701 TAHUN 2018,19-04-2018,3701 TAHUN 2018,19-04-2018,Lihat SK Operasional,2020-08-26 14,B,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/05B44872-8452-4262-ADB8-F231BA1A96C6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60714886,MIS HIDAYATUS SHIBYAN,60714886,JL.MASJID NO.01 DSN.JOHO DS.SUMBEREJO KEC.NGASEM KAB.KEDIRI,NGASEM,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,C-120-HT.03.01.Th1966,06-06-1966,4974 Tahun 2016,19-08-2016,Lihat SK Operasional,2020-08-25 10,A,0,,2.,,,,,,-7.982700000000,112.050900000000,0,182,188,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/55EA7564-0404-4983-A69D-43DB04D2CC85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69978960,MTsN 9 KEDIRI,69978960,Jl. Kilisuci,DOKO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,NEGERI,MTs,Kementerian Agama,Pemerintah Pusat,,906 TAHUN 2017,25-10-2017,NOMOR 60 TAHUN 2014,02-06-2014,Lihat SK Operasional,2022-02-04 12,B,"5,957",,2.,,,,,,.000000000000,.000000000000,0,468,424,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E09FAA77-5C18-4D55-9BC9-68BF268F4691,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581159,MTSS AL-ISHLAH,20581159,DLOPO KARANGREJO NGASEM KEDIRI,KARANGREJO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,MTs/89/2011,29-12-2011,Kd.13.6./05/PP.00.5/197/2011,29-12-2011,Lihat SK Operasional,2016-01-20 09,B,0,,2.,,,,,,-7.802200000000,112.032400000000,0,138,103,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4044D001-A114-4650-8E8B-539BC64216DA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581156,MTSS AMDADIYAH,20581156,JL.MASJID KWEDEN RT.38 RW.05 DUSUN KWEDEN DESA KARANGREJO KEC.NGASEM KAB.KEDIRI,NGASEM,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Lm/60/B/1978,08-06-1978,5136,19-08-2016,Lihat SK Operasional,2020-08-26 14,B,0,,2.,,,,,,-7.794100000000,112.031600000000,0,56,53,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8AE60684-9889-42F2-8132-4FE9E42C1082,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20581157,MTSS BAITURRAHMAN,20581157,JL. JOYOBOYO III/56 DUSUN TEPUS DESA SUKOREJO KEC. NGASEM KAB. KEDIRI KODE POS,SUKOREJO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,MTs,Kementerian Agama,,,Wm.06.03/PP.03.2/4835/1993,09-11-1993,Kd.13.6/05/PP.00.5/149/2010,01-07-2010,Lihat SK Operasional,2016-01-21 06,B,0,,2.,,,,,,-7.805300000000,112.089000000000,0,58,42,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Kediri,Ngasem,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00090CF3-8B18-E111-A036-0B433A99DB26,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20512706,SD ISLAM TERPADU BINA INSANI,20512706,Komplek Masjid Ar Rahmah Kweden,KARANGREJO,KEC. NGASEM,KAB. KEDIRI,PROV. JAWA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN BINA INSANI KEDIRI,AI7466,,01-01-1910,421-2/5581/418.20/2020,18-10-2010,Lihat SK Operasional,2022-06-27 09,A,864,1. -,2. Telkom Speedy,PLN,,03547418547,sdit.bi.cerdasberkarakter@gmail.com,http,-7.796400000000,112.040200000000,16,171,120,12,Sehari Penuh/5 hari,,2022/2023-2,"23,000",12,0,1,5,0,0,14,4,16,0,0,0,3,13,0,11,5,2,5,4,3,1,0,1,1,15,SD 2013,Tidak Ada,2,2,2,2,2,2,,,
