prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A8E0FCFB-F5A8-413F-9183-EEF7707C422D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60726944,MIS PAGELARAN,60726944,Jl. Veteran Gg. Kemuning No. 8 RT. 48/05,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,INDONESIA,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.572296000000,107.449511000000,0,195,152,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BA919856-84D9-4C40-A989-E8E3E4FA0FEC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279179,MTsN 1 Purwakarta,20279179,Jl. Taman Pahlawan,PURWAMEKAR,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,,,Keputusan Menteri Agama No 212 Tahun 2015,27-07-2015,Lihat SK Operasional,2019-01-23 09,A,0,,2.,,,,,,-6.536700000000,107.437000000000,0,496,613,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B6B86B4C-99E1-4B2E-9EE7-92BACDB2F175,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279183,MTSS AL HIKMAH,20279183,Jl. Rawasari 3 Rt26/07,MUNJULJAYA,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.528600000000,107.452800000000,0,60,47,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2DA5A29-DE6B-4A1E-8E31-CBACB59C3B36,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279181,MTSS AL MANAR,20279181,Jl. Purnawarman Barat No. 71,PURWAMEKAR,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.562200000000,107.443200000000,0,64,71,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B276C4AB-45A0-40A1-9F82-95A5821F6D54,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279180,MTSS AL MUHAJIRIN,20279180,Jl. Veteran No. 155,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,INDONESIA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.527400000000,107.449300000000,0,117,150,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/840C6393-4FC3-44F0-ADC8-4451941D37B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70004166,MTSS INSAN KAMIL PAYATIMAN,70004166,GG SUKARATA RT. 015/005,CIPAISAN,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,0200/IPM/2019,15-07-2019,952 Tahun 2019,15-07-2019,Lihat SK Operasional,2021-06-18 13,B,"1,457",,2.,,,,,,-6.547900000000,107.438400000000,0,53,40,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F69686E4-EF93-49C4-9DF4-6FA715485445,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983233,MTSS JAILUL QUR`AN WAL-LUGHAH AL-ASY`ARY,69983233,JL. KAPTEN HALIM NO. 61 SIMPANG,NAGRIKIDUL,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,1134 TAHUN 2018,02-07-2018,1134 TAHUN 2018,02-07-2018,Lihat SK Operasional,2020-01-14 14,B,0,,2.,,,,,,.000000000000,.000000000000,0,39,26,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A5B3244-973A-4853-B66E-73F294FE6AFE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279182,MTSS MAI,20279182,Jl. Kapten Halim Gg. Banteng Iv No. 59,NAGRIKIDUL,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,Nomor 167 Tahun 2017,03-02-2017,Nomor 167 Tahun 2017,03-02-2017,Lihat SK Operasional,2019-12-12 11,A,0,,2.,,,,,,-6.563100000000,107.447400000000,0,365,466,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BFA5682-16E7-4BBB-BD4A-049F5AA5148F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928020,MTsSPagelaran,69928020,Jl. Veteran Gg Kemuning No.8,TEGALMUNJUL,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.675531000000,107.436500000000,0,33,31,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Purwakarta,Purwakarta,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9BEB673E-7C8D-4BE7-8391-729BE8800DA4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69928021,MTsSUswatun Hasanah,69928021,Jl. Jend. A.yani Gg Sukarata Rt.14/06,SINDANGKASIH,KEC. PURWAKARTA,KAB. PURWAKARTA,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,Lainnya,,0279/018/IO.MTs.0062/2015,22-01-2015,,20-02-2015,Lihat SK Operasional,2019-12-12 11,B,0,,2.,,,,,,-6.548700000000,107.435900000000,0,38,61,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
