prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50CB3F7E-30F5-E011-B302-4F7BA5703392,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402652,SD NEGERI 001 SEMBAKUNG,30402652,Jl. Lapangan Rt. 09,ATAP,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-02-1974,,01-01-1910,Silakan Upload SK (link file tidak valid) => [699666-825887--],2022-09-02 08,B,"4,000",1. -,2. Telkomsel Flash,PLN,0,,sembakungsdn001@yahoo.com,,3.773100000000,117.213100000000,9,62,40,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,7,0,2,0,7,1,0,1,2,1,6,0,5,4,0,8,1,0,2,1,4,2,0,0,3,6,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C00C407E-30F5-E011-9B9B-DB7ED7664648,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402684,SD NEGERI 002 SEMBAKUNG,30402684,Jl.Lapangan RT.08,ATAP,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1980,01-07-1980,054/Disdik-IV/421/I/2022,20-01-2022,Lihat SK Operasional,2022-07-13 11,B,"2,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sd006sembakung@gmail.com,,3.823100000000,117.676300000000,10,78,75,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,1,1,9,1,0,0,2,3,3,2,5,5,0,6,4,0,0,2,2,3,2,1,2,8,1,1,1,2,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B05B407E-30F5-E011-9DDE-49B1E946043F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402719,SD NEGERI 003 SEMBAKUNG,30402719,Jl. Aji Bhakti,ATAP,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,15-07-1982,,01-01-1910,Lihat SK Operasional,2022-07-13 11,B,"1,260",1. -,2. Telkomsel Flash,PLN,0,,,http,3.793700000000,117.485200000000,8,30,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,0,0,0,0,7,0,0,1,1,1,6,0,3,5,0,4,4,0,0,1,4,0,2,1,3,5,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D06D407E-30F5-E011-8BC0-976BFAB1459A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402725,SD NEGERI 004 SEMBAKUNG,30402725,Jl. Manunggal Tembelunu,ATAP,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,01-05-1982,01-05-1982,,02-02-1983,Lihat SK Operasional,2022-07-13 11,C,"3,600",1. -,2. -,PLN,0,,sdnegeri013sembakung@gmail.com,,3.748100000000,117.454300000000,11,22,18,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"1,320",6,0,0,0,7,0,0,4,4,1,6,0,6,5,0,9,2,0,0,2,3,1,5,0,6,5,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0F23F7E-30F5-E011-9FFA-A5C65A2B7CBF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402671,SD NEGERI 005 SEMBAKUNG,30402671,Jl. Kampung Bulungan,LUBAKAN,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,04-06-1977,04-06-1977,188.45/322/71/2021,15-06-2021,Lihat SK Operasional,2022-07-13 11,B,"8,600",1.,2.,PLN,,,,,3.797600000000,117.389300000000,8,30,22,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,0,0,0,0,7,0,0,1,1,0,6,1,5,3,0,8,0,1,0,2,1,2,1,1,5,3,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0FF3F7E-30F5-E011-B0BD-4F780D80F175,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402677,SD NEGERI 006 SEMBAKUNG,30402677,Jalan Pemukiman Desa Manuk Bungkul,MANUK BUNGKUL,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,1981/1982,01-01-1910,053/Disdik-IV/421/I/2022,01-01-1910,Lihat SK Operasional,2022-07-13 11,C,"7,000",1. -,2. -,PLN,,,sdn005sembakung@gmail.com,,3.771000000000,117.194000000000,12,17,22,6,SD 2013,Double Shift/6 hari,,2022/2023-2,Tidak Ada,440,1,0,2,0,8,0,0,4,4,0,8,0,4,8,0,11,1,0,0,2,4,3,3,0,10,2,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60D83F7E-30F5-E011-8F9B-51848BD7434D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402658,SD NEGERI 007 SEMBAKUNG,30402658,Jl. Masjid An - Nur Rt. 2,TAGUL,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-01-1910,,01-01-1910,Lihat SK Operasional,2022-07-13 11,C,0,1. -,2. -,Tidak Ada,0,0,m_aqsar@yahoo.com,,3.735200000000,117.308700000000,9,32,37,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,3,7,0,0,2,4,1,3,1,4,5,0,9,0,2,0,1,2,3,1,0,3,6,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/807C407E-30F5-E011-AD83-195F856AA3B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402731,SD NEGERI 008 SEMBAKUNG,30402731,Desa Tepian,TEPIAN,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,20-03-1996,,01-01-1910,Lihat SK Operasional,2022-07-13 11,C,"2,000",1. Telkomsel Flash,2. Telkomsel Flash,Diesel,0,,dapodik.sdn014sembakung@gmail.com,,3.837400000000,117.033200000000,8,39,49,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",2,1,1,2,6,0,0,2,2,2,4,0,4,4,0,6,2,0,3,1,0,1,3,0,4,4,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30B3407E-30F5-E011-AB74-536699AA9102,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402755,SD NEGERI 009 SEMBAKUNG,30402755,Jl. Haidir Dusun Lebion RT.04,TEPIAN,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,20-07-2006,,01-01-1910,Lihat SK Operasional,2022-07-14 08,C,"11,600",1. -,2. -,Tidak Ada,,,sdn018sembakung@gmail.com,,3.830400000000,117.573400000000,8,20,21,6,SD 2013,Double Shift/6 hari,,2022/2023-2,Tidak Ada,0,4,0,1,1,7,0,0,1,3,2,3,0,1,7,1,7,0,0,1,2,3,2,0,0,3,5,1,1,1,1,1,1,,,
Kalimantan Utara,Kab. Nunukan,Sembakung,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/908A407E-30F5-E011-9450-EDFF58F16A90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30402737,SD NEGERI 010 SEMBAKUNG,30402737,Jl. Pelaju,PLAJU,KEC. SEMBAKUNG,KAB. NUNUKAN,PROV. KALIMANTAN UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,sk,01-01-2000,,01-01-1910,Lihat SK Operasional,2022-07-13 11,B,720,1. -,2. -,Tenaga Surya,,,sriwijayasp.d@gmail.com,,3.800254700000,117.402262800000,7,41,24,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,80,5,0,0,0,5,0,0,2,2,2,3,0,4,3,1,4,2,0,2,2,1,2,0,0,1,6,1,1,1,1,1,1,,,
