prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/031866AE-E99B-4653-A827-6DCDB4C87646,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60722723,MIS AL-HIKMAH PATAS,60722723,JL. PATAS,PATAS I,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,SWASTA,MI,Kementerian Agama,,,kd.15.05/4/PP.03.2/1014/2011,23-06-2011,Kd.15.05/4/PP.03.2/0458/2012,01-01-2012,Lihat SK Operasional,2017-01-13 07,C,0,,2.,,,,,,-1.537100000000,115.160400000000,0,72,73,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0469E1BB-0782-45CE-907E-4418713E7761,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60722724,MIS PALO REJO,60722724,JL. PALO REJO,PALO REJO,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-1.623700000000,115.180800000000,0,45,76,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5CEEBFC3-5BC3-4A63-9B31-4A38E63D5E52,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30200845,MTSS AL- HIKMAH PATAS,30200845,JLN. NEGARA AMPAH-MUARA TEWEH RT. 01 NO. 59,MUARA SINGAN,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,SWASTA,MTs,Kementerian Agama,,,1,,,,Silakan Upload SK,,C,0,,2.,,,,,,-1.538900000000,115.161600000000,0,78,59,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/45C000F5-81C7-428A-8409-FB1BD40C44FD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881742,MTSS Palu Rejo,69881742,"Poros Palu Rejo,RT.12",PALO REJO,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,SWASTA,MTs,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-1.541531000000,115.156962000000,0,44,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/907DFA34-30F5-E011-86EC-39CE38A0585B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30200867,SD NEGERI 1 BINTANG ARA,30200867,Bintang Ara,BINTANG ARA,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,N0 01 Tahun 1986,01-01-1986,188.45/265/2022,20-05-2022,Lihat SK Operasional,2022-07-16 05,C,"10,000",1. -,2. -,PLN,,,sdnbintangara80@gmail.com,,-1.462800000000,115.191400000000,8,23,16,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,4,1,0,3,6,0,2,0,2,6,0,6,2,3,2,0,0,2,0,1,3,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A019FA34-30F5-E011-9E53-897A5298866B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30200818,SD NEGERI 1 GAGUTUR,30200818,Jl. Ampah - Muara Teweh,GAGUTUR,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1982,,01-01-1910,Silakan Upload SK,,C,"4,440",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdn1gagutur@yahoo.com,,-1.609900000000,115.143800000000,8,31,16,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,1,5,0,0,3,4,1,3,0,2,6,0,8,0,2,0,5,1,0,0,0,1,7,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/002BFB34-30F5-E011-8A84-D72A3C505CB6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30200716,SD NEGERI 1 PALU REJO,30200716,"Desa Palu Rejo, RT.03/RW.01",PALO REJO,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,NO 01 TAHUN 1987,07-08-1987,188.45/265/2022,20-05-2022,Lihat SK Operasional,2022-07-16 05,B,"9,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdnugangsayudesa1@gmail.com,,-1.623200000000,115.175500000000,10,70,65,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,3,8,1,0,1,3,0,4,3,6,4,0,9,1,1,1,3,2,0,1,2,4,6,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0FBF934-30F5-E011-ADED-CDFDDB5666B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30200822,SD NEGERI 1 PATAS I,30200822,Jl. Hohoreh No. 06 Rt. 5,PATAS I,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,12345678,01-01-1948,420/393/III/DISDIK/II/2022,01-01-1910,Lihat SK Operasional,2023-03-09 04,B,"4,030",1. -,2. Telkom Speedy,PLN,,,Sdn1patas1@gmail.com,,-1.530100000000,115.159400000000,10,58,60,6,Pagi/6 hari,,2022/2023-2,900,7,0,1,1,5,0,0,5,6,0,3,1,5,5,0,7,3,4,0,1,2,1,1,1,4,6,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60C3F934-30F5-E011-91B0-097D83A9FFAB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30200820,SD NEGERI 1 TABAK KANILAN,30200820,Tabak Kanilan,TABAK KANILAN,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/1/DISDIK-III/1961,10-10-1961,420/339/DISDIK-III.2/III/2023,26-12-2019,Lihat SK Operasional,2023-03-18 14,C,"11,316",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sdn1tabakkanilan@gmail.com,,-1.553200000000,115.051300000000,11,34,56,6,Pagi/6 hari,,2022/2023-2,900,9,0,1,0,5,3,0,3,6,0,2,3,4,7,0,10,1,1,0,2,3,1,0,4,1,10,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Kalimantan Tengah,Kab. Barito Selatan,Gunung Bintang Awai,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E01DFB34-30F5-E011-8100-51E214826820,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30200807,SD NEGERI 1 UGANG SAYU,30200807,Jl. Negara - Ampah Muara Teweh,UGANG SAYU,KEC. GUNUNG BINTANG AWAI,KAB. BARITO SELATAN,PROV. KALIMANTAN TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,No,10-01-1968,10/US/1968,15-10-1968,Silakan Upload SK,,B,"5,000",1. -,2. Telkomsel Flash,PLN,,,Sdn1ugangsayu@gmail.com,,-1.632100000000,115.146500000000,7,33,40,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,6,0,0,1,1,1,4,1,4,3,0,6,1,1,0,0,2,0,2,2,0,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
