prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6E168D15-5F9E-4F4F-9235-71579C82E435,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706077,MIS DARUL ULUM,60706077,JL. PRAMUKA NO. 04,RANAI,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,SWASTA,MI,Kementerian Agama,,,D/Kd.32.03/MI/515/2012,09-07-2012,D/Kd.32.03/MI/515/2012,09-07-2012,Lihat SK Operasional,2017-10-20 07,B,0,,2.,,,,,,3.929000000000,108.379100000000,0,275,267,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE95E799-5B88-40AD-86F6-FCCAFC7715DB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40503190,MTSN 2 NATUNA,40503190,JL. ALI MURTOPO,RANAI,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,48 Tahun 2009,06-03-2009,48 Tahun 2009,06-03-2009,Lihat SK Operasional,2017-10-23 07,B,0,,2.,,,,,,3.934100000000,108.370900000000,0,154,185,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/48AAB6C2-1C97-420D-8B32-2A406846C59C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69980322,SD ISLAM TERPADU ANAK SHOLEH RANAI,69980322,jl. Hang Nadim Air Raya Kelurahan Bandarsyah Kecamatan Bunguran Timur,BANDARSYAH,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.8/DISDIKPORA-DIKDAS/X/2017/1922,08-11-2017,421.2/DISDIKPORA/2018/IX/726,18-09-2018,Silakan Upload SK (link file tidak valid) => [533598-750361--],2021-10-24 20,Tidak Terakreditasi,"10,450",1. -,2. -,PLN,,,sditanshor_natuna@yahoo.com,http,3.944207000000,108.386577000000,10,85,73,7,Sehari Penuh/5 hari,,2022/2023-2,"2,200",2,0,0,2,0,0,10,1,10,0,0,0,0,10,0,1,9,9,0,1,0,0,0,0,3,7,SD 2013,Tidak Ada,1,2,1,1,1,1,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3D73C467-15E1-46F8-A70A-E66497847E43,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70001237,SD ISLAM TERPADU NIQ BUNGURAN TIMUR,70001237,JL.Pering Kelurahan Bandarsyah,BANDARSYAH,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,421.9/279/DISDIK-DIKDAS/III/2020,18-03-2020,422/296/DISDIK-DIKDAS/III/2020,24-03-2020,Lihat SK Operasional,2020-03-27 08,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sditniq.bt2019@gmail.com,http,3.875817900000,108.370798800000,4,67,56,4,Sehari Penuh/5 hari,,2022/2023-2,"1,600",3,0,0,1,0,0,7,0,4,0,0,0,0,4,0,2,2,2,1,1,0,0,0,0,0,4,SD 2013,Telkomsel Flash,1,1,1,1,0,0,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/601447BD-31F5-E011-A228-EFD402DAF28D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11001160,SD NEGERI 001 RANAI,11001160,Jl. Soekarno-hatta,RANAI,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1953,,01-01-1953,Silakan Upload SK (link file tidak valid) => [767650-784982--],2023-02-01 12,B,"2,115",1. -,2. Telkomsel Flash,PLN,,077331065,sdn001ranai99@gmail.com,,4.003500000000,108.195600000000,29,211,195,17,Double Shift/6 hari,,2022/2023-2,"4,400",9,0,2,2,14,6,0,9,15,4,9,1,8,21,3,25,1,2,0,13,3,6,4,1,8,21,SD 2013,Tidak Ada,3,3,2,3,3,3,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C07282BD-31F5-E011-932A-9354B8FF441C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11001172,SD NEGERI 002 RANAI,11001172,Jl. Hasanuddin No. 023,RANAI,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,"No,420/DISDIKPORA-DIKDAS/IX/2017/992",01-01-1968,"No,420/DISDIKPORA-DIKDAS/IX/2017/992",12-09-2017,Lihat SK Operasional,2022-07-29 10,B,"2,471",1. Telkom Speedy,2. Telkom Speedy,PLN,077331338,077331338,sdn002ranai@gmail.com,,3.931900000000,108.380200000000,23,183,201,15,Double Shift/6 hari,,2022/2023-2,"3,200",9,1,1,4,11,4,0,8,12,0,10,1,8,15,1,20,2,0,4,9,3,4,3,0,9,14,SD 2013,Telkom Speedy,3,3,2,2,2,3,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/708232BD-31F5-E011-B149-1B218ED4C6AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11001190,SD NEGERI 003 SUNGAI ULU,11001190,Sungai Ulu,SUNGAI ULU,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1945,,01-01-1945,Silakan Upload SK,,B,"37,665",1. -,2. -,PLN,0,,sdn003desasungaiulu@gmail.com,,3.947500000000,108.282800000000,9,61,68,6,Pagi/6 hari,,2022/2023-2,"1,300",3,0,1,1,8,0,0,1,3,1,5,0,5,4,0,8,1,0,1,1,2,2,2,1,4,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20A982BD-31F5-E011-84F4-9F67EC10BCC4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11001308,SD NEGERI 004 RANAI,11001308,Ranai,RANAI,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1975,,01-01-1910,Lihat SK Operasional,2020-02-14 10,B,"1,456",1. -,2. Telkomsel Flash,PLN,,,sdn004ranaiismail@gmail.com,,3.928363000000,108.369432000000,20,149,147,13,Double Shift/6 hari,,2022/2023-2,"1,200",9,0,1,4,15,1,0,4,5,2,9,4,14,6,0,19,1,0,0,3,8,2,3,4,3,17,SD 2013,Tidak Ada,2,2,2,2,2,3,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B08D82BD-31F5-E011-A811-7F856902A916,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11001326,SD NEGERI 005 SEPEMPANG,11001326,Jl. Air Hijau,SEPEMPANG,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,01/01/1977,01-01-1977,01/01/1977,01-01-1977,Silakan Upload SK (link file tidak valid) => [590716-733981--],2022-02-15 07,A,"3,200",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdnsepempang@gmail.com,,3.985400000000,108.372400000000,11,120,106,9,Pagi/6 hari,,2022/2023-2,"1,200",10,0,0,5,7,1,0,3,6,0,5,0,5,6,0,10,1,0,2,2,4,1,1,1,4,7,SD 2013,Telkomsel Flash,2,2,2,1,1,1,,,
Kepulauan Riau,Kab. Natuna,Bunguran Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B09B82BD-31F5-E011-9D1F-4FE395117E70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/11001350,SD NEGERI 006 BANDARSYAH,11001350,Jl. H. Adam Malik Bandarsyah,BANDARSYAH,KEC. BUNGURAN TIMUR,KAB. NATUNA,PROV. KEPULAUAN RIAU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,149/SK/TAHUN 2017,01-01-1982,149/SK/TAHUN 2017,15-09-2017,Lihat SK Operasional,2021-11-11 09,B,"2,070",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,,,sdn006bandarsyah@gmail.com,http,3.917300000000,108.364100000000,18,143,116,12,Sehari Penuh/6 hari,,2022/2023-2,"3,200",8,0,1,2,6,8,0,4,12,0,6,0,6,12,0,18,0,0,1,7,8,1,1,0,3,15,SD 2013,Telkomsel Flash,2,2,2,2,2,2,,,
