prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0052DC5-0D26-E111-97B5-9BAABF7662EB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307449,SD ADVENT,40307449,Jl. H. I. A. Saleh No.1,LOSARI,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PERGURUAN ADVENT DURIAN,AO3860,36/001/YY,21-08-1952,421.2/5855/DPK/IX/2016,23-09-2016,Lihat SK Operasional,2016-12-22 09,A,"1,600",1. -,2. Telkom Speedy,PLN,,,makassarsdadvent@gmail.com,,-5.147500000000,119.412200000000,7,83,48,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"8,000",6,0,1,0,0,0,7,2,4,1,2,0,5,2,0,6,1,0,1,0,0,1,4,1,1,6,1,1,1,1,1,1,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0FC21C5-0D26-E111-8796-572427C44B90,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307460,SD FRATER THAMRIN,40307460,JL.THAMRIN NO.3 MAKASSAR,BARU,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Taman Tunas,AC5863,075/Kep/I06/H/94,01-01-1910,421.2/5063/DP/VIII/2014,01-01-1910,Lihat SK Operasional,2021-09-01 20,A,"2,665",1. -,2. Telkom Speedy,PLN,04113629142,04113629142,sdfrater.thamrin@yahoo.com,,-5.136500000000,119.408900000000,15,106,104,7,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,600",8,0,1,2,1,0,11,5,14,0,0,1,5,10,0,11,4,6,0,2,3,2,1,1,3,12,1,2,1,1,1,1,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C02321C5-0D26-E111-8B88-B569702B1655,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310179,SD ISLAM ATHIRAH,40310179,Jln. Kajoalalido No. 22,BARU,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Kalla,AC5859,NOMOR,22-05-1991,NOMOR,25-10-2019,Lihat SK Operasional,2023-04-11 09,A,"2,750",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,04113633245,04113633245,sdathirah@gmail.com,http,-5.135100000000,119.407300000000,61,333,305,23,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkomsel Flash,122,30,2,0,4,1,0,58,3,38,0,23,0,27,34,0,50,11,13,10,12,9,6,9,2,18,43,4,3,4,4,4,4,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00A519C5-0D26-E111-A272-3573F4033CEB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307553,SD KATHOLIK ST. JOSEPH RAJAWALI,40307553,Jl. Lamadukelleng No. 7 Makassar,LOSARI,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN JOSEPH YEEMYE PERWAKILAN MAKASSAR,AO3867,421.2/5938/DPK/IX/2016,28-09-2016,421.2/5938/DPK/IX/2016,28-09-2016,Lihat SK Operasional,2021-09-17 10,A,264,1. Telkom Speedy,2. Telkom Speedy,PLN,,04113691470,rajawalisd@gmail.com,http,-5.145700000000,119.411300000000,25,156,202,17,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"66,000",18,1,1,2,0,0,18,10,18,0,7,0,9,16,1,21,3,8,5,2,3,2,3,2,3,22,3,2,3,3,3,3,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/607A20C5-0D26-E111-A9E3-77D958F35B7E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307563,SD KATOLIK BERINGIN,40307563,Jl.gunung Latimojong No.120,PISANG SELATAN,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PAULUS MAKASSAR,AK8652,26/D/YPKUP/II/1994,01-02-1994,503/061/DIKDAS/DPM-PTSP/VIII/2022,11-08-2022,Lihat SK Operasional,2022-09-22 11,B,"451,584",1. Telkom Speedy,2. Telkom Speedy,PLN,04113617955,04113617955,sdkatberingin@yahoo.co.id,,-5.142600000000,119.420800000000,10,94,91,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"3,000",12,1,1,2,1,0,10,1,6,0,4,0,4,6,0,10,0,1,0,2,3,0,2,2,2,8,1,1,1,1,1,2,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60BD1FC5-0D26-E111-82AA-75DDC22B728D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307565,SD KRISTEN 1,40307565,Jln. Sungai Saddang No. 2,MANGKURA,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan GPIB Cab Makassar,AC5858,256/Kep/106/HK/1996,17-09-1996,421.2/1247/DP/II/2014,25-02-2014,Lihat SK Operasional,2020-08-28 07,C,300,1. 3 (Tri),2. 3 (Tri),PLN,,041185698,sdkristen1.yapendik@gmail.com,,-5.145900000000,119.416400000000,5,15,17,6,SD 2013,Pagi/6 hari,,2022/2023-2,3 (Tri),"3,200",6,1,1,2,1,0,4,1,4,0,0,1,2,3,0,2,3,0,0,0,0,0,3,2,2,3,1,1,1,1,1,1,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/405AEEC4-0D26-E111-85BC-7D6E30ED615D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307254,SD KRISTEN BALA KESELAMATAN,40307254,Jl. Dr. Sutomo 14,SAWERIGADING,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan SEKOLAH BALA KESELAMATAN,AO3853,204/KEP/106/H/1995,06-01-1985,421.2/124/DPK/V/2016,27-05-2016,Silakan Upload SK (link file tidak valid) => [730563-459298--],2022-11-02 07,B,504,1. Lainnya,2. Lainnya,PLN,04113612919,04113650281,sdbalakeselamatan.mks@gmail.com,,-5.141700000000,119.413100000000,7,36,31,6,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Lainnya,"23,000",6,1,1,2,1,0,7,0,6,1,0,0,2,5,1,6,0,1,1,0,1,1,1,2,2,5,1,1,1,1,1,1,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/003B2DC5-0D26-E111-8A43-D7F26ABF2E09,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40310177,SD KRISTEN GAMALIEL,40310177,Jl. Samiun No 17,BARU,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Gamaliel GKI Samiun Makassar,AC5852,05 17  7 08,08-04-1968,503/047/DIKDAS/DPM-PTSP/IV/2022,27-04-2022,Lihat SK Operasional,2022-08-29 15,A,"1,892",1. Telkom Speedy,2. Telkom Speedy,PLN,04113617894,04113618532,tu_sdgama@yahoo.com,http,-5.159300000000,119.410700000000,15,124,117,12,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Telkom Speedy,"50,000",12,1,1,12,0,0,22,0,15,0,0,0,5,10,2,10,3,0,0,3,3,2,3,4,3,12,2,2,2,2,2,2,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/769AF970-3134-4D75-811D-83742E7912EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788536,SD MAKASSAR INDEPENDENT SCHOOL,69788536,JL. BOTOLEMPANGAN NO 19,SAWERIGADING,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SPK SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Sekolah Internasional Makassar,AO3873,072/0/1991,21-02-1991,280/C/LN/2014,26-11-2014,Lihat SK Operasional,2015-01-19 13,C,559,1. -,2. Telkom Astinet,PLN,,04113615889,info@mi-school.com,http,-5.140100000000,119.411400000000,12,4,7,4,SD 2013,Sehari Penuh/5 hari,,2022/2023-2,Tidak Ada,"25,000",6,1,1,1,0,0,14,0,12,0,0,0,0,12,0,7,5,3,3,2,1,1,0,2,2,10,0,1,0,1,1,1,,,
Sulawesi Selatan,Kota Makassar,Ujung Pandang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C820C5-0D26-E111-964C-C5C0205DB530,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40307560,SD MUHAMMADIYAH 5,40307560,Jln. Gunung Merapi No. 146,PISANG UTARA,KEC. UJUNG PANDANG,KOTA MAKASSAR,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kota Makassar,AO3869,378/I-005/Sw.5-61/1977,20-07-1977,503/066/DIKDAS/DPM-PTSP/VIII/2022,17-08-2022,Lihat SK Operasional,2022-08-24 08,C,426,1. 3 (Tri),2. 3 (Tri),PLN,0411000000,04113650831,sdmuh5_mks@yahoo.com,,-5.141000000000,119.417200000000,6,16,11,6,SD 2013,Pagi/6 hari,,2022/2023-2,3 (Tri),"1,300",6,0,0,0,0,0,7,0,6,0,0,0,2,4,0,1,5,0,0,1,1,1,1,2,2,4,1,1,1,1,1,1,,,
