prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B086D6A-F505-459B-BED6-64B251676A0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60724421,MIS MUHAMMADIYAH MELATI,60724421,DUSUN MELATI,BUANO SELATAN,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,MI,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Seram Bagian Barat,AF8126,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-3.292900000000,127.516500000000,0,71,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4A549CB8-2EC1-4141-BBD6-D29457D9F128,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70033076,MTs INSAN BERKAH RAHAI,70033076,DUSUN RAHAI,SOLE,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,MTs,Kementerian Agama,,,,,1564 TAHUN 2022,15-08-2022,Silakan Upload SK (link file tidak valid) => [233228-786630-https,2022-09-06 11,,0,,2.,,,,,,.000000000000,.000000000000,0,9,12,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/017CC514-8CE4-4DEC-8334-8AD0B2D05913,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69977201,MTS MUHAMMADIYAH NUSA PUAN,69977201,JL. ANE HATU BUANO,BUANO UTARA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,MTs,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Seram Bagian Barat,AF8126,158 TAHUN 2017,30-03-2017,158 TAHUN 2017,30-03-2017,Lihat SK Operasional,2020-01-17 08,B,0,,2.,,,,,,-3.002400000000,127.956400000000,0,63,64,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0580B2D3-9C66-4C23-B378-BDDD67555FB6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60105565,MTSS LKMD TAHALUPU,60105565,"DUSUN TAHALUPU, DESA WAESALA",TUNIWARA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,MTs,Kementerian Agama,,,Kd.25.06/1/PP.00/578/2013,31-12-2013,Kd.25.06/1/129/2013,31-12-2013,Lihat SK Operasional,2020-01-27 11,B,0,,2.,,,,,,-3.214500000000,127.669400000000,0,26,22,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C76126AB-35FF-4DFF-8186-74EB1213D34B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983262,MTSS MITRA CENDEKIA TELAGA INDAH,69983262,TELAGA INDAH,WAESALA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,MTs,Kementerian Agama,,,143 TAHUN 2018,22-03-2018,143 TAHUN 2018,22-03-2018,Lihat SK Operasional,2020-01-23 08,C,0,,2.,,,,,,-3.177700000000,127.865900000000,0,27,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FEF499AE-57EF-4B31-AFD4-FACF5D772E3E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69983292,MTSS NURUL HUDA SANAHUNI,69983292,DUSUN SANAHUNI RT 03,SOLE,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,MTs,Kementerian Agama,,,165 TAHUN 2018,12-04-2018,165 TAHUN 2018,12-04-2018,Lihat SK Operasional,2020-01-09 12,C,0,,2.,,,,,,.000000000000,.000000000000,0,13,11,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/101891FB-30F5-E011-BD76-E9DB66B034F3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60102667,SD BINA KARYA TELAGA INDAH,60102667,Telaga Indah,WAESALA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Bina Karya,AM4816,420/399/2006,01-01-1910,420/399/2006,03-06-2006,Lihat SK Operasional,2022-03-18 05,,"1,500",,2.,,0,181247247758,telagaindahdbinakarya@gmail.com,http,-3.176432400000,127.866032200000,11,102,95,6,,,2022/2023-2,,7,0,1,1,9,0,0,2,4,6,1,0,4,7,1,9,1,0,1,3,3,3,1,0,5,6,SD 2013,1,1,1,1,1,1,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8090499F-2FBC-E111-9913-570B999A2FDF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60103711,SD BPD UHUA,60103711,Desa Uhua,BUANO UTARA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,420/920/2008,11-06-2008,,01-01-1910,Silakan Upload SK,,C,"20,000",,2.,,,,sdbpduhua0@gmail.com,,-3.181000000000,128.497900000000,4,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,4,0,2,2,0,0,0,0,3,1,SD 2013,,,,,,,,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A03925FB-30F5-E011-80B3-9B3FDFCBA63B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60101497,SD INPRES 1 BUANO UTARA,60101497,Buano Utara,BUANO UTARA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/26-SKPS/1983,16-06-1983,420/495/2009,13-10-2009,Silakan Upload SK,,A,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,082214878799,,Suardisombalatu@gmail.com,,-3.004930200000,127.957174700000,14,163,146,13,Pagi/6 hari,,2022/2023-2,450,14,0,1,0,3,0,0,11,12,2,0,0,1,13,2,7,5,1,3,5,4,0,1,0,7,7,SD 2013,2,2,2,2,3,2,Telkomsel Flash,,,
Maluku,Kab. Seram Bagian Barat,Huamual Belakang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2034DD5F-2FBC-E111-8E6D-174CE17E92D8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60103712,SD INPRES 2 BUANO UTARA,60103712,Desa Buano Utara Kec. Huamual Belakang Kab. Seram Bagian Barat,BUANO UTARA,KEC. HUAMUAL BELAKANG,KAB. SERAM BAGIAN BARAT,PROV. MALUKU,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,23/BPD/SK/VII/2009,01-01-1910,420/45/2010,01-01-1910,Lihat SK Operasional,2021-06-17 14,B,"6,175",1. -,2. -,PLN,,,sdinpres2buanoutara@gmail.com,,-3.005222100000,127.956268100000,7,112,100,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,3,0,0,4,5,0,2,0,1,6,0,5,2,1,1,1,3,0,1,0,4,3,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
