prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C190291D-0FB8-4271-B5F7-C3D4F9991749,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975756,MI MIS NURUL HUDA ALMASYKURI,69975756,JL. RAYA TRANS DESA MARGA MULYA,TANDING MARGA,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,MI,Kementerian Agama,,,273 TAHUN 2018,05-03-2018,273 TAHUN 2018,05-03-2018,Silakan Upload SK (link file tidak valid) => [-],2018-05-02 11,C,0,,2.,,,,,,.000000000000,.000000000000,0,32,13,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2FECD021-5FEE-4D93-A29B-8210F3800C2B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69756055,MIS DARUL MUCHLISIN,69756055,DESA TEMPIRAI,TEMPIRAI SELATAN,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-3.057735000000,104.045114000000,0,105,103,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E74D7A9C-816C-4BA4-B6E9-239FE2E2AF4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69881625,MTSS Nurul Huda Al-Masykuri,69881625,Jln. Raya Trans Km 4,TANDING MARGA,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,MTs,Kementerian Agama,Lainnya,,kpts/kw.06.4/5/pp`03.2/883/2014,21-10-2014,kw.06.4/5/PP.03.2/206/2014,21-10-2014,Lihat SK Operasional,2020-01-17 09,C,0,,2.,,,,,,-3.450340000000,105.570340000000,0,34,25,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A096FD3E-1526-E111-B5DA-79B008726E23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645407,SD MUHAMMADIYAH TEMPIRAI,10645407,Tempirai,TEMPIRAI,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Penukal Abab Lematang Ilir,AO5576,338/III.3/F4e/1987,04-02-1987,759/I-050/SM.S-65/78,31-03-1978,Silakan Upload SK,,B,"2,500",,2.,,,,Tommy.deo91@gmail.com,http,-3.081900000000,103.995500000000,17,0,0,0,,,2022/2023-2,,0,0,0,0,2,0,16,1,15,0,2,0,2,15,0,4,13,4,5,4,2,1,0,1,7,10,SD 2013,,,,,,,,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50DDD93E-1526-E111-914B-3D53352F74BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645364,SD N 9 PENUKAL UTARA,10645364,Jalan Raya Desa Sukarami,SUKARAMI,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,616/SRT/1987,17-07-1987,420/873/DISDIK-II/2021,29-11-2021,Lihat SK Operasional,2021-11-30 09,B,"4,900",1. -,2. Telkomsel Flash,PLN,,,sdn.sembilanpu@gmail.com,,-3.174400000000,103.930800000000,11,93,54,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,5,1,0,5,9,2,0,0,0,11,2,8,1,4,2,3,0,2,0,0,3,8,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70CA18E3-5801-E211-B183-3B20D9F38FEC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10648025,SD NEGERI 11 PENUKAL UTARA,10648025,Jl. Belimbing-Sekayu Dusun 3 Desa Muara Ikan,MUARA IKAN,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,No.15 Tahun 2011,30-03-2011,NO. 15 TAHUN 2011,30-03-2011,Lihat SK Operasional,2021-11-30 09,B,"4,800",1. -,2. Telkomsel Flash,PLN,,,sdn11penukalutara@gmail.com,,-3.147700000000,103.891600000000,11,43,40,6,Pagi/6 hari,,2022/2023-2,900,3,0,1,2,2,2,0,7,9,0,2,0,1,10,0,9,2,1,2,6,0,1,0,1,5,6,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0E82495-2BF5-E011-8FCC-EFE39D26C80B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645365,SD Negeri 8 Penukal Utara,10645365,Desa  Prabumenang,PRABU MENANG,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/898/DISDIK-II/2021,16-06-1983,420/898/DISDIK-II/2021,01-12-2021,Lihat SK Operasional,2021-12-02 14,C,"6,570",1. -,2. -,PLN,,,sdndelapan.pu@yahoo.com,,-3.114700000000,103.944000000000,10,65,55,6,Pagi/6 hari,,2022/2023-2,"1,300",5,0,1,4,4,0,0,6,8,1,1,0,1,9,0,7,3,5,1,1,2,1,0,0,1,9,SD 2013,1,1,1,1,1,1,Tidak Ada,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70F3843E-1526-E111-BEAB-E34CD910A26A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645366,SDN 05 Penukal Utara,10645366,Desa Karang Tanding,KARANG TANDING,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1980,01-01-1980,420/919/DISDIK-II/2021,06-12-2021,Lihat SK Operasional,2021-12-09 01,C,"8,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn5penukalutara@gmail.com,http,-3.153300000000,103.914000000000,10,73,52,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,3,1,0,6,8,0,1,1,3,7,0,5,5,3,3,1,1,0,1,1,4,6,SD 2013,1,1,1,1,1,1,Telkomsel Flash,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0FD223F-1526-E111-82BD-934E257EC638,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645367,SDN 1 PENUKAL UTARA,10645367,Desa Tanding Marga,TANDING MARGA,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,935,01-04-1975,420/935/DISDIK-II/2021,09-12-2021,Lihat SK Operasional,2021-12-10 01,B,"24,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-3.093200000000,103.904100000000,13,173,124,12,Pagi/6 hari,,2022/2023-2,"1,200",11,0,1,1,6,2,0,5,9,0,4,0,4,9,0,7,6,3,4,3,1,0,1,1,3,10,SD 2013,2,2,2,2,2,2,Telkomsel Flash,,,
Sumatera Selatan,Kab. Penukal Abab Lematang Ilir,PENUKAL UTARA,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F01B643E-1526-E111-9133-D7EF779592CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10645363,SDN 10 PENUKAL UTARA,10645363,JL.KABUPATEN DESA TANJUNG BARU - PENDOPO,TANJUNG BARU,KEC. PENUKAL UTARA,KAB. PENUKAL ABAB LEMATANG ILIR,PROV. SUMATERA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1960,01-11-1963,420/874/DISDIK-II/2021,29-11-2021,Lihat SK Operasional,2021-11-30 09,C,"3,465",1. Telkomsel Flash,2. -,PLN,,,sdn10penukalutara@gmail.com,,-3.168900000000,103.934400000000,15,83,67,8,Pagi/6 hari,,2022/2023-2,900,8,0,1,2,4,3,0,8,12,0,3,0,2,13,0,11,4,2,5,4,2,2,0,0,4,11,SD 2013,1,1,1,1,2,2,Telkomsel Flash,,,
