prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49C4D908-C7B6-4765-965B-2E92EFD891F0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60704692,MIS IFTAHUL JANNAH,60704692,DESA MUARA SEKETUK,MUARO SEKETUK,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,SWASTA,MI,Kementerian Agama,,,Kd.05.02/4/PP.03.2/330.a/2009,11-05-2009,Kd.05.02/4/PP.03.2/330.a/2009,11-05-2009,Lihat SK Operasional,2015-06-04 11,C,0,,2.,,,,,,-1.940000000000,102.193000000000,0,19,41,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8BECF7AC-B8A0-4412-AE99-2C99CA1FA62D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60704691,MIS NURUL ISLAM,60704691,DS. MUARA JERNIH KECAMATAN TABIR ULU,MUARA JERNIH,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,SWASTA,MI,Kementerian Agama,,,AHu.01768.50.10.2014,22-05-2014,-kd.05.02/4-b/PP.04/1018/2008,28-07-2008,Lihat SK Operasional,2021-09-06 01,C,0,,2.,,,,,,-1.951800000000,102.169700000000,0,49,48,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F38714C-0ED0-4F8D-82D9-980B205635F7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10508252,MTSS AL-MUNAWAROH,10508252,DESA MUARA LANGEH KECAMATAN TABIR BARAT,MEDAN BARU,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-1.942200000000,102.108100000000,0,72,93,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A0DDDE8-EC3C-4A05-9847-9F840DA4FE98,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10508258,MTSS DARUL HIKMAH,10508258,DESA KAPUK,MEDAN BARU,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,SWASTA,MTs,Kementerian Agama,,,W.e/6-c/PP.03.2/2159/1999,29-09-1999,W.e/6-c/PP.03.2/2159/1999,29-09-1999,Lihat SK Operasional,2015-03-26 08,B,0,,2.,,,,,,-1.922700000000,102.214700000000,0,30,13,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5094E95C-0C26-E111-9194-EDD1ACAE5C70,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10501177,SD NEGERI 105/VI KAPUK II,10501177,Jln. Tabir Ulu Km.13,MEDAN BARU,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,SD/10.5/INPRES/1974,01-01-1974,SD/10.5/INPRES/1980,01-01-1981,Lihat SK Operasional,2015-01-02 11,B,"3,066",1. -,2. -,PLN,,,sdsatunollima@gmail.com,,-1.925800000000,102.220700000000,7,23,17,6,Siang/6 hari,,2022/2023-2,900,6,0,0,1,3,0,0,4,5,0,0,2,3,4,1,5,1,1,0,3,1,0,0,2,2,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/202BED5C-0C26-E111-903C-03244FE4EB49,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10501084,SD NEGERI 125/VI PULAU ARO II,10501084,Jln.Tabir Ulu Km 14,PULAU ARO,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,19/16.0/PDK/1977,01-01-1977,19/16.0/PDK/1977,01-01-1977,Lihat SK Operasional,2019-10-22 11,B,"7,700",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn125plaho@gmail.com,,-1.928400000000,102.210800000000,7,40,29,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,2,2,0,0,5,5,2,0,0,1,6,1,5,1,3,0,2,1,0,1,0,1,6,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/905BED5C-0C26-E111-8004-55CBDFC9AE72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10501085,SD NEGERI 126/VI MUARA JERNIH II,10501085,Jln. Tabir Ulu Km.19,MUARA JERNIH,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,76.1/0/PDK/1978,01-01-1978,76.1/0/PDK/1978,01-01-1978,Lihat SK Operasional,2016-04-25 12,C,"2,240",1. Telkom Speedy,2. Telkomsel Flash,PLN,0,,sd126merangin@gmail.com,,-1.951500000000,102.174300000000,10,79,77,6,Pagi/6 hari,,2022/2023-2,"1,300",3,0,0,0,5,0,0,5,7,2,1,0,3,7,0,6,4,2,2,3,0,1,2,0,4,6,SD 2013,Telkom Speedy,1,1,1,1,1,1,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7048015D-0C26-E111-8A28-65530CA2EFB4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10501427,SD NEGERI 224/VI KAPUK III,10501427,Jln. Tabir Ulu Km. 12,KAPUK,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,SD/22.4/INPRES/1982,01-01-1982,SD/224/INPRES/1982,01-01-1982,Silakan Upload SK,,C,"2,040",1. Lainnya,2. Lainnya,Tenaga Surya,,,sd224ganduktbu@gmail.com,,-1.892452000000,102.241725000000,6,9,20,6,Pagi/6 hari,,2022/2023-2,900,4,0,0,0,1,0,0,5,6,0,0,0,0,6,0,5,1,1,2,3,0,0,0,0,1,5,SD 2013,Lainnya,1,1,1,1,1,1,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C0D95C-0C26-E111-9123-FDD44125475B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10501648,SD NEGERI 24/VI MUARA JERNIH I,10501648,Jln. Tabir Ulu Km.19,MUARA JERNIH,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,23/0.1/PDK/1928,01-01-1928,23/10.1/PDK/1928,01-02-1928,Lihat SK Operasional,2015-01-06 20,C,"2,500",1. -,2. Telkomsel Flash,PLN,0,0,sd24majer@ymail.com,http,-1.916900000000,102.233500000000,8,53,27,6,Pagi/6 hari,,2022/2023-2,"1,300",5,0,0,1,6,0,0,2,4,1,1,2,4,4,0,5,3,1,2,1,0,0,1,3,1,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Jambi,Kab. Merangin,Tabir Ulu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C031DA5C-0C26-E111-B6E7-83A02459ACDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10501634,SD NEGERI 26/VI KAPUK I,10501634,Jln.Tabir Ulu Km. 11,KAPUK,KEC. TABIR ULU,KAB. MERANGIN,PROV. JAMBI,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,SD/26.1/INPRES/1937,06-08-1937,57/26.1/PDK/1937,06-08-1937,Lihat SK Operasional,2016-04-25 12,C,"2,340",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0000000,,Sd26kapuk1yes@gmail.com,,-1.923900000000,102.225800000000,9,53,59,6,Siang/6 hari,,2022/2023-2,"1,300",5,0,1,2,2,0,0,7,7,0,1,1,2,7,0,7,2,4,1,1,0,1,2,0,2,7,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
