prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0420BBFB-1243-41D3-BDB8-E5392BD5E4B0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60724541,MIS AL-KHAIRAAT BALBAR,60724541,BALBAR RT 002. RW. O4,BALBAR,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.592500000000,127.553400000000,0,200,138,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9C8A6F97-E837-4AFD-960B-2B7F743643D5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60205732,MTSS ALKHAIRAAT GURAPING,60205732,JL. SISWA NO 10  KEL GURAPING,GURAPING,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,SWASTA,MTs,Kementerian Agama,,,187 TAHUN 2017,09-11-2017,187 TAHUN 2017,09-11-2017,Lihat SK Operasional,2021-05-19 00,B,0,,2.,,,,,,.754900000000,127.594000000000,0,64,29,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/95E3D958-10EA-4D23-86F2-ADA3AA63D775,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60205735,MTSS S DURIAN,60205735,DESA BUKIT DURIAN,SOMAHODE,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,.698800000000,127.575900000000,0,89,87,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AAF3AB1E-A177-4C4C-9909-A86A5B10C85B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70034910,SD IT NURUL HASAN,70034910,Jl.Sultan Nuku Desa Balbar,BALBAR,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN NURUL HASAN MALUKU UTARA,AJ4429,782/G.2/22/568.08/2022,03-08-2022,651/G.3/22/54.06/2022,23-06-2022,Lihat SK Operasional,2022-10-26 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D06DD940-2AF5-E011-9391-01126EE77DDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201104,SD NEGERI 1 BUKIT DURIAN,60201104,Bukit Durian,BUKIT DURIAN,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,183/G.3/22/171.02/2023,09-02-2023,183/G.3/22/171.02/2023,03-10-1972,Lihat SK Operasional,2023-04-06 10,A,"3,256",1. Telkom Speedy,2. Telkom Speedy,PLN,082188009120,,sdn1bukitduria20@yahoo.com,,.725200000000,127.578800000000,11,100,101,7,Pagi/6 hari,,2022/2023-2,900,10,0,1,1,7,0,0,4,5,1,5,0,4,7,1,8,2,1,1,4,2,1,2,0,3,8,2,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0AED840-2AF5-E011-9192-4F2F88195FE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201026,SD NEGERI 1 GURAPING,60201026,Jalan Lintas Halmahera Kelurahan Guraping,GURAPING,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.7/002/1968,06-06-1968,421/087.139/DPPO-SEK/IV/2016,29-04-2016,Lihat SK Operasional,2021-03-24 07,B,"1,551",1. Telkom Speedy,2. Telkom Speedy,PLN,0,0,,,.756200000000,127.593800000000,7,42,39,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,2,6,0,0,1,1,0,6,0,2,5,0,7,0,0,0,3,2,1,1,0,1,6,1,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80FBD940-2AF5-E011-A3BB-BDF2374CECDD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201084,SD NEGERI 2 BUKIT DURIAN,60201084,Dusun Bukulasa,BUKIT DURIAN,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,662/G.3/22/148.09/2021,24-09-2021,662/G.3/22/148.09/2021,24-09-2021,Lihat SK Operasional,2021-09-30 09,B,"2,650",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdnduabukitdurian@gmail.com,,.733255000000,127.577645000000,10,74,67,6,Pagi/6 hari,,2022/2023-2,900,11,0,1,2,6,0,2,2,6,1,3,0,2,8,0,5,5,1,2,0,4,3,0,0,2,8,1,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2021D940-2AF5-E011-AA7D-077C01B51097,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201095,SD NEGERI 2 GURAPING,60201095,Guraping,GURAPING,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,679/G,27-09-2021,421/087.140/DPPO-SEK/IV/2016,26-04-2016,Lihat SK Operasional,2021-09-30 08,A,"4,375",1. Telkom Speedy,2. Telkom Speedy,PLN,,,Sdn2guraping@yahoo.co.id,,.755100000000,127.594900000000,8,89,70,6,Pagi/6 hari,,2022/2023-2,"1,300",7,0,1,3,8,0,0,0,0,1,7,0,5,3,0,6,2,0,0,1,3,1,1,2,3,5,1,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0A0D940-2AF5-E011-BAC4-9BE2AAF74130,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201101,SD NEGERI 3 GURAPING,60201101,Guraping,GURAPING,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,170.1 Tahun 2019,21-11-2019,1596/A.3/22/24.01/2020,06-01-2020,Lihat SK Operasional,2020-01-06 13,A,"3,536",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdnguraping3@gmail.com,,.753373300000,127.582585000000,9,76,59,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,1,7,1,0,1,6,0,3,0,2,7,0,7,2,1,2,1,2,2,1,0,2,7,1,1,1,1,1,1,SD 2013,Telkom Speedy,,,
Maluku Utara,Kota Tidore Kepulauan,Oba Utara,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80BBD840-2AF5-E011-B532-6D3D7861ADBB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60201070,SD NEGERI AKEKOLANO,60201070,Akekolano,AKEKOLANO,KEC. OBA UTARA,KOTA TIDORE KEPULAUAN,PROV. MALUKU UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,04/H/GK/67,02-01-1967,721/G.3/22/510.07/2022,05-07-2022,Lihat SK Operasional,2023-03-10 16,B,"4,852",1. Lainnya (Serat Optik),2. Telkom Speedy,PLN,,,sekolahdasarakekolano@gmail.com,,.709490000000,127.565961700000,10,80,66,7,Pagi/6 hari,,2022/2023-2,"1,300",12,0,1,2,9,0,0,1,2,2,6,0,3,7,2,8,0,0,0,2,5,3,0,0,0,10,1,1,1,1,1,2,SD 2013,Lainnya (Serat Optik),,,
