prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50D90212-2A0B-41BB-A337-483EB4B9AD72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60704157,MIN 3 AGAM,60704157,KAYU AMPEK PAKAN SINAYAN,PAKAN SINAYAN,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.196380000000,100.421162000000,0,141,106,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/79862C9E-1B61-46D9-A433-E4A03A378751,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60704155,MIN 4 AGAM,60704155,JALAN RAYA BUKITTINGGI PADANG JORONG SUNGAI LANDAI KANAGARIAN CINGKARIANG KECAM,CINGKARIANG,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,MI,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-.372065000000,100.391717000000,0,110,90,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E05CA7C9-4725-4BBC-B48F-8FA3DBE0A7C4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311208,MTsN 6 AGAM,10311208,KAMPUNG NAN V KUBANG PUTIH,KUBANG PUTIAH,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-.333139000000,100.401918000000,0,360,508,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5C4339B-E279-4889-9F3A-AA3156A58EF6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311207,MTsS BAABUSSALAAM,10311207,PAKAN AMBEK LADANG LAWEH,PAKAN SINAYAN,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,Tidak Terakreditasi,0,,2.,,,,,,-.338399000000,100.379524000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B59B560C-205D-44C2-A82C-8859E669E723,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311224,MTsS MUALIMIN MUHAMMADIYAH PAKAN SINAYAN,10311224,PAKAN SINAYAN KAMANG MAGEK,PAKAN SINAYAN,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,SWASTA,MTs,Kementerian Agama,Yayasan Pimpinan Daerah Muhammadiyah (PDM) Kab. Agam,AO5524,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-.231130000000,100.427125000000,0,149,153,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8D7052CB-5485-4721-B62E-9F3671ABC7B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311210,MTsS SUMATERA THAWALIB PARABEK,10311210,PARABEK LADANG LAWEH II,PADANG LUA,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-.340011000000,100.389952000000,0,612,526,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/033556FA-8B58-4574-8CF3-5ABACA90E15E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10311209,MTsS TI BULAAN KAMBA,10311209,BULAAN KAMBA,KUBANG PUTIAH,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,SWASTA,MTs,Kementerian Agama,,,27.-,11-05-2011,078 Tahun 2013,26-04-2013,Lihat SK Operasional,2020-01-13 09,B,0,,2.,,,,,,-.344284000000,100.404603000000,0,95,131,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6739468E-E013-4A2F-A8E6-99A35396B51D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037913,SD IT IBADURRAHMAN,70037913,"JL. Masjid Jami Padang Luar No. 301, Nagari Padang Luar",PADANG LUA,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,01/Perizinan/Mendirikan-SD/Agam/2023,23-02-2023,01/Perizinan/Operasional-SD/Agam/2023,23-02-2023,Lihat SK Operasional,2023-03-03 21,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D05A4578-2FF5-E011-872F-3F0D9BC399E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300425,SD NEGERI 01 LADANG LAWEH,10300425,Ladang Laweh,LADANG LAWEH,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,31-12-1915,,01-01-1910,Silakan Upload SK,,B,960,1. Smartfren,2. Telkom Speedy,PLN,,07527835366,,,-.335400000000,100.380800000000,8,35,42,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,0,2,3,1,0,4,5,1,0,2,3,5,0,3,5,3,0,0,2,0,1,2,2,6,1,1,1,1,1,1,SD 2013,Smartfren,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60694578-2FF5-E011-AD65-D1E838F66B79,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300486,SD NEGERI 02 SUNGAI TANANG,10300486,Sungai Tanang,SUNGAI TANANG,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,31-12-1916,,01-01-1910,Silakan Upload SK,,B,"1,260",1. -,2. Telkom Speedy,PLN,,,sd02.sungaitanang@gmail.com,,-.346600000000,100.372800000000,8,63,53,6,Double Shift/6 hari,,2022/2023-2,"1,300",6,0,1,2,5,0,0,3,3,0,3,2,4,4,0,7,1,1,2,2,0,0,1,2,3,5,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20784578-2FF5-E011-85D3-67BF84583F29,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300490,SD NEGERI 03 CINGKARIANG,10300490,Jalan Raya Sungai Buluah,CINGKARIANG,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1917,,01-01-1910,Silakan Upload SK,,B,625,1. -,2. Telkom Speedy,PLN,,07527839227,sdn03ckr@ymail.com,,-.359200000000,100.386500000000,8,63,72,6,Double Shift/6 hari,,2022/2023-2,"1,300",5,0,0,3,5,1,0,2,3,1,3,1,5,3,0,8,0,0,2,2,0,0,2,2,0,8,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20874578-2FF5-E011-AF6D-BDB0A2F2D992,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300470,SD NEGERI 04 KUBANG PUTIAH,10300470,Jl. Raya kubang putiah,KUBANG PUTIAH,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1930,,01-01-1910,Silakan Upload SK,,A,"1,998",1. Smartfren,2. Telkom Speedy,PLN,00,07527835304,sdnkosongempat_kubangputiah@yahoo.com,http,-.332400000000,100.399300000000,8,74,66,6,Pagi/6 hari,,2022/2023-2,"1,300",10,0,0,6,4,0,0,4,4,0,1,3,5,3,0,3,5,2,1,1,1,0,1,2,1,7,1,1,1,1,1,1,SD 2013,Smartfren,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90954578-2FF5-E011-870C-5974B712D9E3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307698,SD NEGERI 05 KUBANG PUTIAH,10307698,Jorong Kampuang Nan Limo,KUBANG PUTIAH,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1931,,01-01-1910,Silakan Upload SK,,A,0,1. -,2. Lainnya (Serat Optik),PLN,,07527385241,sdn_05_kubangputiah@ymail.com,,-.332500000000,100.400100000000,8,69,84,6,Pagi/6 hari,,2022/2023-2,"1,300",6,0,1,3,6,0,0,2,2,2,3,1,6,2,0,5,3,1,0,3,1,0,1,2,2,6,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0A34578-2FF5-E011-81D5-BF535734618F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300663,SD NEGERI 06 TALUAK IV SUKU,10300663,Jln. Raya Taluak IV Suku,TALUAK AMPEK SUKU,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1932,,01-01-1910,Silakan Upload SK,,B,900,1. -,2. Telkom Speedy,PLN,,,sdn06taluakivsuku@gmail.com,,-.325800000000,100.382000000000,7,75,68,6,Double Shift/6 hari,,2022/2023-2,"1,300",7,0,0,3,4,1,0,2,3,0,3,1,6,1,0,6,1,2,0,1,1,0,2,1,3,4,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50B24578-2FF5-E011-8398-57F5AB42409A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300668,SD NEGERI 07 KUBANG PUTIAH,10300668,Jorong kuruak Pakan Akaik,KUBANG PUTIAH,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1933,,01-01-1910,Silakan Upload SK,,B,0,1. -,2. Telkom Speedy,PLN,,07527835015,sdn07kubangputiah@yahoo.com,,-.341900000000,100.407900000000,7,58,59,6,Double Shift/6 hari,,2022/2023-2,"2,200",5,0,1,2,5,1,0,1,2,1,2,2,6,1,0,5,2,1,0,1,0,1,4,0,2,5,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70C04578-2FF5-E011-9F3B-4F8FA2B5CDB7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10307699,SD NEGERI 08 PAKAN SINAYAN,10307699,Jl.Raya Bukittinggi Lubuk Basung KM.7,PAKAN SINAYAN,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,800/115/Disdik/1948,31-12-1948,425/2151/Disdikbud/2022,22-08-2022,Lihat SK Operasional,2023-02-05 21,B,"2,000",1. Smartfren,2. Telkom Speedy,PLN,,,psdn0875@yahoo.com,,-.339500000000,100.358900000000,10,67,56,7,Pagi/6 hari,,2022/2023-2,900,7,0,1,4,5,1,0,4,5,0,2,3,6,4,1,8,1,1,3,1,1,1,1,2,1,9,1,1,2,1,1,1,SD 2013,Smartfren,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0CE4578-2FF5-E011-9BE6-F9B4FF155942,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300732,SD NEGERI 09 PAKAN SINAYAN,10300732,JORONG TOBO LADANG,PAKAN SINAYAN,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,31-12-1964,,01-01-1910,Silakan Upload SK,,B,0,1. Telkom Astinet,2. Telkom Astinet,PLN,,07527444027,sdsembilanpakansinayan@yahoo.co.id,,-.341700000000,100.362500000000,8,89,59,6,Pagi/6 hari,,2022/2023-2,"2,200",6,0,0,2,6,0,0,2,2,1,4,1,6,2,0,6,2,1,0,1,0,0,1,5,1,7,1,1,1,1,1,1,SD 2013,Telkom Astinet,,,
Sumatera Barat,Kab. Agam,Banuhampu,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0DC4578-2FF5-E011-92C4-93DF0CBF6AC9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10300712,SD NEGERI 10 PADANG LUA,10300712,Jln. Mesjid Jami No 231 Padanglua,PADANG LUA,KEC. BANUHAMPU,KAB. AGAM,PROV. SUMATERA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,31-12-1950,,01-01-1910,Silakan Upload SK,,B,0,1. Smartfren,2. Telkom Speedy,PLN,,075235947,sd10padanglua@yahoo.com,,-.341800000000,100.381500000000,11,99,83,8,Pagi/6 hari,,2022/2023-2,"2,200",9,0,0,2,6,1,0,4,5,0,2,4,7,4,0,11,0,4,0,1,0,0,2,4,2,9,1,2,1,2,1,1,SD 2013,Smartfren,,,
