prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25610313-DC88-40E9-9892-C74DAEB3E12B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60705704,MIS ISLAMIYAH,60705704,Keramat,SUMBER REJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MI,Kementerian Agama,,,494/MI/LT/1985,11-11-1985,494/MI/LT/1985,11-11-1985,Lihat SK Operasional,2015-09-30 15,B,0,,2.,,,,,,-5.154379000000,105.386358000000,0,56,37,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8B5320AB-EE8D-4D41-B5FD-623A9F4410B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60705705,MIS MUHAMMADIYAH,60705705,Jalan Melati  Dusun Boyolali,BANARJOYO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MI,Kementerian Agama,,,L.b/3/1644/188/LT/78,18-12-1978,L.b/3/1644/188/LT/78,18-12-1978,Lihat SK Operasional,2017-12-14 07,B,0,,2.,,,,,,-5.139500000000,105.383200000000,0,114,88,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E49BDB10-0C15-49EF-9E0C-7B3372B9F1EE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60705706,MIS TARBIYATUL ATHFAL,60705706,Jalan KBH 13 Dusun Sendang Agung,BALAI KENCONO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MI,Kementerian Agama,,,L.h/3/1644/191/LT/78,18-12-1978,L.h/3/1644/191/LT/78,18-12-1978,Lihat SK Operasional,2015-09-30 15,B,0,,2.,,,,,,-5.154500000000,105.404300000000,0,129,133,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8817B37A-31F0-4382-81F4-6A0DDF5C5744,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816758,MTSN 1 LAMPUNG TIMUR,10816758,Jalan Ki Hajar Dewantara 38B,BANJAR REJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,NEGERI,MTs,Kementerian Agama,Pemerintah Daerah,,244 Tahun 1993,25-10-1993,244 Tahun 1993,25-10-1993,Lihat SK Operasional,2017-12-12 15,A,0,,2.,,,,,,-5.115300000000,105.338700000000,0,362,503,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BE22E9F7-DB4F-4D2E-BF83-6047E5DF59D6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728756,MTSS AL HIKMAH,60728756,Jalan Kbh 13 RT 9 RW 3,BALAI KENCONO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MTs,Kementerian Agama,,,273/MTS/LT/1991,21-05-1991,273/MTS/LT/1991,21-05-1991,Lihat SK Operasional,2017-12-12 10,B,"2,100",,2.,,,,,,-5.154400000000,105.404300000000,0,103,86,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B02638BD-0095-4DEF-8022-7ECA16840D72,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60728757,MTSS MAARIF NU 21,60728757,Purwodadi Mekar RT 005 RW 03,PURWODADI MEKAR,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MTs,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Lampung Timur,AX6505,KW.08.2/HK.00.8/325/2016,26-10-2016,KW.08.2/HK.00.8/325/2016,26-10-2016,Lihat SK Operasional,2018-01-10 12,B,0,,2.,,,,,,-5.180334000000,105.358780000000,0,45,50,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/47A0D316-3D45-4210-A000-55D05D37FBAE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69955869,MTSS NURUL HUDA,69955869,Jalan Tan Malaka RT 005 RW 002,ADIWARNO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MTs,Kementerian Agama,Lainnya,,KW.08.2/HK.00.8/206/2016,28-06-2016,KW.08.2/HK.00.8/206/2016,28-06-2016,Lihat SK Operasional,2017-11-25 07,C,"1,440",,2.,,,,,,.000000000000,.000000000000,0,42,12,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0ABF828-5A1F-4AA5-80A0-F6E658D9337B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975793,MTSS RIYADLATUL ULUM,69975793,Jalan  Pon-Pes Bumiharjo,BUMI HARJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MTs,Kementerian Agama,,,40 TAHUN 2018,31-01-2018,038 TAHUN 2018,31-01-2018,Lihat SK Operasional,2020-01-10 14,B,0,,2.,,,,,,-5.131500000000,105.338700000000,0,222,170,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/06DDF430-CE89-47C4-B227-509603B6EE18,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69975792,MTSS TAKHASUS AL-QUR`AN AL-FALAHIYAH,69975792,Madukoro 41 B,BATANG HARJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,MTs,Kementerian Agama,,,39 TAHUN 2018,31-01-2018,39 TAHUN 2018,31-01-2018,Silakan Upload SK (link file tidak valid) => [-],2018-05-02 11,B,0,,2.,,,,,,-5.088100000000,105.519300000000,0,85,92,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Lampung Timur,Batanghari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/37B3A9C0-A93E-4320-8563-DDF3FEF6439B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/70037065,SMP ISLAM QURANI,70037065,Jl. Ki Hajar Dewantara 38 B,BANJAR REJO,KEC. BATANGHARI,KAB. LAMPUNG TIMUR,PROV. LAMPUNG,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN HIDAYATUL QURAN AL-JALAL (YHQA),AX7745,420/012/P.FORMAL/11-SK/2022,05-12-2022,420/63/03.SK-03/2023,09-01-2023,Lihat SK Operasional,2023-01-31 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
