prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2006CB08-30F5-E011-9CFA-03558A207725,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100412,SDN 01 KUAYAN,30100412,Dsn. Kuayan,MEKAR JAYA,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1962,,01-01-1910,Silakan Upload SK,,B,"4,860",1. -,2. -,PLN,,,sdn01kuayan@gmail.com,,1.407611700000,109.414780000000,11,145,142,10,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,003",7,0,1,0,4,1,0,6,8,0,3,0,2,9,0,8,3,5,2,2,0,2,0,0,3,8,1,2,2,2,2,1,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C05A7DD1-31F5-E011-B0DF-47CE794513F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100395,SDN 02 MENSEMAT,30100395,Dsn. Kadai,MEKAR JAYA,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-11-1975,,01-01-1910,Silakan Upload SK,,B,"5,400",1. Indosat IM3,2. -,PLN,,,sdn2mensemat@gmail.com,,1.403000000000,109.393400000000,8,77,63,6,SD 2013,Pagi/6 hari,,2022/2023-2,Indosat IM3,"1,300",6,0,1,0,5,0,0,3,4,1,3,0,2,6,0,6,2,2,1,0,2,0,2,1,1,7,1,1,1,1,1,1,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8020CB08-30F5-E011-8C70-B7E2288041B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100427,SDN 03 JIRAK,30100427,Desa Jirak,JIRAK,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,4/212/1975,01-06-1975,,01-01-1910,Silakan Upload SK,,C,"5,400",1. -,2. Telkom Speedy,PLN,0562391235,,sdn3_jirak@yahoo.co.id,,1.401291700000,109.359103300000,13,157,147,12,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",13,0,1,5,5,3,0,5,8,0,4,1,6,7,0,7,6,3,1,2,2,0,2,3,1,12,2,2,2,2,2,2,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0747DD1-31F5-E011-9F36-478B7857A320,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100438,SDN 04 TENGGULI,30100438,Dsn. Sawang,TENGGULI,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1977,,01-01-1910,Silakan Upload SK,,B,"3,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn4tengguli@gmail.com,,1.402026700000,109.372328300000,15,220,205,12,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,500",11,0,1,2,7,2,0,6,9,0,5,1,6,9,0,10,5,3,3,1,1,5,0,2,5,10,2,2,2,2,2,2,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D03ACB08-30F5-E011-BFD5-E507D6CC284E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100626,SDN 05 SEGERUNDING,30100626,Dsn. Segerunding,BERINGIN,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,05-03-1977,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,"2,200",1. -,2. Lainnya (Satelit),PLN,,,sdn5segerunding@yahoo.co.id,,1.407718300000,109.436070000000,7,34,31,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,2,4,0,0,3,4,0,3,0,2,5,0,3,4,1,1,2,1,1,0,1,3,4,1,1,1,1,1,1,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E08E7DD1-31F5-E011-9317-2501BA60E378,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100634,SDN 06 JAMBU,30100634,Dsn. Jambu,BERINGIN,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,4.212/1975,15-12-1975,4.212/SDN6/1975,09-06-1975,Silakan Upload SK,,B,"9,280",1. -,2. -,PLN,,0,sdn06jambu2020@gmail.com,,1.395900000000,109.443300000000,7,57,67,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,1,5,2,1,0,4,5,1,1,0,2,5,0,7,0,2,1,2,0,1,1,0,4,3,1,1,1,1,1,1,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6055CB08-30F5-E011-A883-D906EE922F15,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100621,SDN 07 SARANG BURUNG,30100621,Jl. Sungai Sambas Kecil,BERINGIN,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,07/06/2005,08-11-2004,421.2/1390/PEND DINAS PDN,11-03-1985,Silakan Upload SK,,C,"1,520",1. Telkomsel Flash,2. Lainnya (Satelit),PLN,0562391562,,sdn07sarangburung@gmail.com,,1.363941700000,109.446343300000,4,37,34,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,1,1,1,3,0,0,3,0,1,0,1,3,0,4,0,1,0,1,1,1,0,0,2,2,1,1,1,1,1,1,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A062CB08-30F5-E011-9B0F-73D270E182D1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30100646,SDN 08 TENGGULI,30100646,Dsn. Pemidingan,TENGGULI,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0000,20-04-1984,,30-06-1984,Silakan Upload SK,,B,"5,148",1. Telkomsel Flash,2. Telkom Speedy,PLN,0562391562,,agusfitri270@yahoo.co.id,http,1.402813300000,109.366396700000,7,116,120,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,100",2,0,0,4,4,1,0,2,3,1,2,1,2,5,0,5,2,2,0,1,1,0,1,2,2,5,1,1,2,1,1,1,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0B91BE64-513E-47F0-ABF6-741DBA59F28A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69963026,SDN 09 JIRAK,69963026,"DUSUN GELAM, DESA JIRAK",JIRAK,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,304/DISDIKBUD/2017,05-05-2017,304/DISDIKBUD/2017,05-05-2017,Lihat SK Operasional,2017-06-02 08,Tidak Terakreditasi,"3,200",1. Lainnya (Wavelan),2. Lainnya (Wavelan),PLN,,,sdn09jirak@gmail.com,http,1.400940000000,109.362340000000,3,47,44,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Wavelan),900,6,0,1,0,2,0,0,1,1,0,2,0,2,1,0,2,1,0,1,1,0,1,0,0,0,3,1,1,1,1,1,1,,,
Kalimantan Barat,Kab. Sambas,Sajad,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20DDA709-30F5-E011-8B83-29A2B09A47B3,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/30106168,SMP NEGERI 1 SAJAD,30106168,Desa Tengguli,TENGGULI,KEC. SAJAD,KAB. SAMBAS,PROV. KALIMANTAN BARAT,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,054 tahun 2005,28-06-2005,326 tahun 2006,30-10-2006,Lihat SK Operasional,2020-03-17 14,A,"9,169",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sekolahsmpn.1sajad@gmail.com,,1.403700000000,109.372200000000,14,141,136,10,SMP 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"6,600",10,1,1,17,10,1,0,3,5,0,7,2,9,5,0,13,1,2,2,0,4,1,3,2,5,9,,,,,,,4,3,3
