prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/552220E1-52E3-425B-B781-1D842F0FDFA7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972213,SD AL KHODIJAH,69972213,Jl. LB Moerdani RT.01 RW.01,YASA MULYA,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN ROHMATUL UMMAH AL KHODIJAH,AX0417,421/690/TAHUN 2016,14-12-2016,421/418/2022,03-10-2017,Lihat SK Operasional,2022-07-04 12,C,"10,000",1. Telkomsel Flash,2. -,PLN,,,rohmatulummaha99@gmail.com,,-8.147805900000,140.565595100000,7,61,77,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,500",7,0,0,0,0,0,10,0,7,0,0,0,0,7,0,5,2,4,1,2,0,0,0,0,1,6,1,1,1,1,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0C09140-31F5-E011-9CA3-516A7C7C3B37,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300664,SD INPRES JAGEBOB 3,60300664,Jagebob 3,BERSEHATI,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"7,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdinpresjagebob3@gmail.com,,-8.250021700000,140.769795000000,7,67,35,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,0,1,0,0,6,6,0,0,1,2,5,2,3,2,3,1,0,0,2,1,0,1,6,1,1,1,1,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00B49140-31F5-E011-ADF5-09B1C59C4A07,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300769,SD INPRES SENAYU,60300769,Senayu,SOA,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [573683-852425--],2022-01-24 00,C,"20,000",1. -,2. -,PLN,,,sdinpressenayu@yahoo.com,,-8.285200000000,140.731200000000,8,72,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,300",3,0,0,0,3,0,0,5,7,1,0,0,2,6,1,3,4,1,2,1,2,0,2,0,3,5,1,1,1,1,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B08C9140-31F5-E011-872B-4921BB34C241,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300768,SD INPRES SERMAYAM 1,60300768,Sermayam 1,SARMAYAM INDAH,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,,"10,000",1. -,2. Telkomsel Flash,PLN,,,,,-8.292016700000,140.640823300000,13,77,79,8,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,200",6,0,1,2,9,0,0,4,8,2,3,0,3,10,3,6,4,4,6,1,0,0,0,2,4,9,1,1,2,1,2,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0999140-31F5-E011-94E9-E3B27673B2D9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300767,SD INPRES SERMAYAM 2,60300767,jl.Pattimura,NGGUTI BOB,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK,,,"8,000",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,sdinpressermayam2ngb@gmail.com,,-8.293534500000,140.694248900000,4,57,41,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,900,7,0,0,2,2,0,0,2,3,1,0,0,2,2,0,4,0,0,2,1,1,0,0,0,2,2,1,1,1,1,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/507F9140-31F5-E011-AAC4-25DC43FE0086,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300732,SD INPRES TAMBAT,60300732,Tambat,TAMBAT,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,,"5,000",1. -,2. -,PLN,,,opssdinprestambat@gmail.com,,-8.327661700000,140.594125000000,9,31,26,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,0,5,0,0,4,6,3,0,0,1,8,1,6,2,1,3,2,1,0,2,0,2,7,1,1,1,1,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90089140-31F5-E011-A8AF-A3E81038E811,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300731,SD INPRES TANAH MIRING 1,60300731,Tanah Miring 1,YASA MULYA,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,01-01-1910,421/281/2022,13-05-2022,Silakan Upload SK (link file tidak valid) => [773667-415526--],2023-02-09 15,B,"10,000",1. Lainnya (Serat Optik),2. Lainnya (Serat Optik),PLN,,0,sdinptanahmiring1@gmail.com,,-8.377200000000,140.506100000000,9,94,93,6,SD 2013,Pagi/6 hari,,2022/2023-2,Lainnya (Serat Optik),"2,300",13,0,1,5,5,0,0,4,4,3,1,1,3,6,0,6,3,1,2,1,2,1,0,2,3,6,1,1,1,1,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B0159140-31F5-E011-9048-C16E9E762557,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300730,SD INPRES TANAH MIRING 2,60300730,Tanah Miring 2,SUMBER HARAPAN,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,02-06-2022,01-01-1910,-421/1334/2022,01-01-1910,Lihat SK Operasional,2023-03-28 12,B,"20,000",1. -,2. Telkomsel Flash,PLN,,,sdinprestanahmiring2@gmail.com,http,-8.362408300000,140.484890500000,9,109,96,7,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,"1,200",20,0,2,8,6,0,0,3,3,1,3,2,6,3,0,8,1,2,0,2,0,0,2,3,4,5,2,1,1,1,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40239140-31F5-E011-B78F-85512B00D2B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300729,SD INPRES TANAH MIRING 3,60300729,Tanah Miring 3 SP 7,HIDUP BARU,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,58 tahun 1988,01-01-1910,-NO,01-01-1910,Lihat SK Operasional,2023-03-28 08,A,"10,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdinprestanahmiring3@gmail.com,,-8.344200000000,140.521400000000,8,86,79,7,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",3,0,0,0,3,0,0,5,5,1,1,1,1,7,1,6,1,1,3,2,1,0,1,0,2,6,1,1,1,2,1,1,,,
Papua Selatan,Kab. Merauke,Tanah Miring,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40309140-31F5-E011-BC8F-17DBF7741920,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60300728,SD INPRES TANAH MIRING 4,60300728,Tanah Miring 4,AMUN KAY,KEC. TANAH MIRING,KAB. MERAUKE,PROV. PAPUA SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,1910-01-01,01-01-1910,421/097/2023,02-03-2023,Silakan Upload SK (link file tidak valid) => [814328-814845--],2023-04-12 08,B,"7,500",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdtanahmiringempat@gmail.com,,-8.324049300000,140.504456300000,9,111,91,8,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",10,0,2,2,5,0,0,4,4,2,1,2,6,3,0,7,2,3,0,1,0,0,2,3,2,7,2,1,1,2,1,1,,,
