prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2AE967F4-A53C-427C-A72A-EE3F3567A6EF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60727153,MIS AINUS SYAMSI,60727153,JL. MASEMBO NO.80,BAJU BODOA,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,MI,Kementerian Agama,,,Mt2/5/PP.004/SK.44/1994,13-10-1994,Mt2/5/PP.02.3/SK.24/1998,02-11-1998,Lihat SK Operasional,2016-06-17 13,B,0,,2.,,,,,,-5.008100000000,119.548300000000,0,133,93,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F13CCDDD-B0F1-4520-9540-F0CCE320931D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320106,MTSS AINUS SYAMSI,40320106,JL.MASEMBO NO.80,BAJU BODOA,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,,,80 tahun 2012,18-06-2012,80 TAHUN 2012,18-06-2012,Lihat SK Operasional,2019-09-28 05,B,"1,500",,2.,,,,,,-5.008055900000,119.548311500000,0,102,73,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/92631B7C-03FB-4AE1-8550-FED15AD9BB4F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40320107,MTSS MIFTAHUL MUIN,40320107,DUSUN TEKOLABBUA,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,INDONESIA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-4.999904000000,119.549291000000,0,108,51,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EA4BFE5E-9B3F-456F-94D3-8BBFD4875A23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69788480,MTsS ULUMUL QUR`AN DARUD DA`WAH WAL IRSYAD AMBO DALLE,69788480,MANRIMISI LOMPO,MATTIRO TASI,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,MTs,Kementerian Agama,Lainnya,,112 TAHUN 2009,06-08-2009,80 TAHUN 2012,18-06-2012,Lihat SK Operasional,2017-09-22 13,C,"5,000",,2.,,,,,,-4.987748000000,119.544045000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0FD371A0-8E22-4767-999B-000FF21E37F2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972687,SDIT PERMATA ILMU,69972687,Jl. Pallantikang Butta Toa,PALLANTIKANG,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Islam Permata Ilmu,AC5953,09,09-06-2008,800/120/KPTS/DP/2017,04-12-2017,Lihat SK Operasional,2018-02-06 15,Tidak Terakreditasi,"1,560",,2.,,,,,http,-5.016851700000,119.567585000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00A043C6-0D26-E111-BEAF-A31CFA40B9E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40300204,SMP S PGRI 2 MAROS,40300204,Jl.taqwa No. 96  Maros,BAJU BODOA,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pembina Lembaga Pendidikan Dikdasmen Kab. Maros,AN5453,Nomor,10-11-1983,,01-01-1910,Silakan Upload SK,,C,750,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,,,-5.003905000000,119.566863300000,8,30,11,3,Sehari Penuh/5 hari,,2022/2023-2,"1,300",6,1,1,0,5,0,3,1,3,0,3,2,7,1,0,8,0,0,1,1,0,0,3,3,2,6,,,,,,,SMP 2013,Telkom Speedy,1,1,1
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/869D5C63-9EBB-4322-A9DA-F997AD9CE2F4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69972872,SMPIT PERMATA ILMU MAROS,69972872,Jl. Pallantikang Butta Toa,PALLANTIKANG,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Islam Permata Ilmu,AC5953,09,09-06-2008,1921/KPTS/420/XI/2017,27-11-2017,Lihat SK Operasional,2018-02-12 11,C,"1,500",1. Lainnya,2. Lainnya,PLN,,,,http,-5.016855000000,119.567578300000,1,10,0,3,Siang/6 hari,,2022/2023-2,"1,200",3,1,1,2,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,,,,,,SMP 2013,Lainnya,1,1,1
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E09C2FCE-78B2-4D90-8FA5-EC7C9221D8A8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69918209,SMPIT PLUS SWASTA ALMUBARAK BORIKAMASE,69918209,Dusun Lekoala,BORI KAMASE,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,SWASTA,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Fikrilhasan Al-Mubarak Borikamase,AW9988,004/YAFHAMU/MB/V/2015,04-07-2015,420.3/53/KPTS/DP/2015,08-09-2015,Lihat SK Operasional,2015-11-09 13,C,"4,000",1. Smartfren,2. Telkomsel Flash,PLN,,,smpitborikamase@gmail.com,,-5.002806700000,119.535368300000,6,63,5,3,Pagi/6 hari,,2022/2023-2,900,6,0,1,3,1,0,3,4,5,0,0,1,1,5,1,4,1,0,1,3,1,0,0,1,1,5,,,,,,,SMP 2013,Smartfren,1,1,1
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30C17CBB-0D26-E111-B204-8F434D27A821,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40300162,UPTD SDN 109 INPRES LEKOALA,40300162,Dusun Lekoala,BORI KAMASE,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,31-12-1975,131./II/DPMPTSP/IOS/2019,27-02-2019,Lihat SK Operasional,2019-03-09 12,B,"3,000",1. Telkomsel Flash,2. Lainnya (Kabel),PLN,,,sdn109lekoala@gmail.com,http,-5.005953700000,119.537037800000,11,139,117,10,Pagi/6 hari,,2022/2023-2,"1,300",9,0,1,2,7,1,0,3,6,2,3,0,7,4,0,11,0,1,3,1,1,3,1,1,1,10,2,2,2,1,2,1,SD 2013,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80B77DBB-0D26-E111-8E6D-8FF8CE957733,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40300100,UPTD SDN 158 INPRES ALLU,40300100,Lingkungan Allu,BAJI PAMAI,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Lihat SK Operasional,2020-07-08 11,C,"40,000",1. Telkomsel Flash,2. Telkom Speedy,PLN,,,sdn158inpresallu@yahoo.com,,-4.995546700000,119.549971700000,15,175,161,12,Pagi/6 hari,,2022/2023-2,900,11,0,1,2,8,3,0,4,9,2,3,1,6,9,0,9,6,3,1,5,2,2,0,2,4,11,2,2,2,2,2,2,SD 2013,Telkomsel Flash,,,
Sulawesi Selatan,Kab. Maros,Maros Baru,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0667EBB-0D26-E111-8556-174308D47654,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/40300112,UPTD SDN 159 INPRES TEKOLABBUA,40300112,Dusun Tekolabbua,BORIMASUNGGU,KEC. MAROS BARU,KAB. MAROS,PROV. SULAWESI SELATAN,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,20.05.04.06.4.00004,01-01-1980,20/I/DPMPTSP/IOS/2019,11-01-2019,Lihat SK Operasional,2020-07-08 11,B,"7,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,tekolabbua54@gmail.com,http,-5.004651700000,119.511618300000,11,110,98,9,Pagi/6 hari,,2022/2023-2,900,12,0,1,0,3,4,0,4,9,0,2,0,2,9,0,10,1,0,6,3,2,0,0,0,4,7,2,2,1,1,2,1,SD 2013,Telkomsel Flash,,,
