prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/638240A2-CD88-4536-B805-08830B81413F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708976,MIS AL JIHAD,60708976,Kp. Wanasuka Rt. 10/03,PALASARI,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,C,0,,2.,,,,,,-6.711900000000,107.716700000000,0,52,32,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FAA50421-7259-4583-826E-16A32DCAF203,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708975,MIS AL MU AWANAH,60708975,Kp Cicalung Rt.09/03,CIATER,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.728700000000,107.690300000000,0,18,23,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/254A3148-75D4-4705-9627-AD2CAAEEDA92,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60708977,MIS DARUL ULUM,60708977,Kp. Pangkalan Desa Sanca,SANCA,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,MI,Kementerian Agama,,,,,,,Silakan Upload SK,,B,0,,2.,,,,,,-6.687000000000,107.737600000000,0,28,42,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C934E5CD-1456-4F7A-8768-F10CA79335B7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279096,MTSS AL HIDAYAH,20279096,Jl. Sanca No. 40 Rt. 06 Rw. 02,CIATER,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,MTs,Kementerian Agama,,,,01-01-1900,2/10/07/12/12,01-01-1900,Silakan Upload SK (link file tidak valid) => [397546-400213--],2020-11-16 07,A,0,,2.,,,,,,-6.711000000000,107.708000000000,0,93,70,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FFF957B7-A026-4065-90EE-1FF696BC49C8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20279095,MTSS AL IKHLAS,20279095,Jln. Lapang Neglasari No. 6,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,INDONESIA,SWASTA,MTs,Kementerian Agama,,,,,,,Silakan Upload SK,,A,0,,2.,,,,,,-6.735300000000,107.678600000000,0,61,66,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70DF0812-2CF5-E011-9E5E-350CCA5FA8FF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20232653,SD NEGERI CIATER,20232653,Ciater,CIATER,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,17-08-1951,,01-01-1910,Silakan Upload SK,,B,"11,322",1. -,2. Telkom Speedy,PLN,,,sdnciatercentre@yahoo.com,,-6.735500000000,107.646000000000,9,93,99,6,Pagi/6 hari,,2022/2023-2,450,8,0,0,2,2,1,0,6,8,0,1,0,2,7,1,7,1,2,2,1,1,1,0,2,3,6,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20190912-2CF5-E011-93B7-1989E9469336,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20232658,SD NEGERI CIBITUNG I,20232658,Dusun Cibitung,CIBITUNG,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,15-06-1950,,01-01-1910,Silakan Upload SK,,B,"3,392",1. -,2. Telkom Speedy,PLN,,,sekolahdasarcibitung1@gmail.com,,-6.730200000000,107.685600000000,8,68,54,6,Pagi/6 hari,,2022/2023-2,"1,200",6,0,1,1,2,3,0,3,6,2,0,0,4,4,0,6,2,2,1,1,1,1,2,0,5,3,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0270912-2CF5-E011-B6E9-0F8AAAFAAD45,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20232659,SD NEGERI CIBITUNG II,20232659,Sukanagara,CIBITUNG,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,02102163181 1982,01-06-1983,205/082/1984,01-06-1984,Silakan Upload SK,,B,"3,726",1. -,2. Telkomsel Flash,PLN,,,sdncibitung2ciater@gmail.com,,-6.740800000000,107.696000000000,8,40,29,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,2,1,0,5,7,1,0,0,5,3,0,4,4,1,0,1,2,3,1,0,3,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0A50812-2CF5-E011-B798-CD9164D68008,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20232699,SD NEGERI CINTA BAGJA,20232699,Cilimus,CISAAT,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,108/PSD/1977,01-01-1977,,01-01-1910,Silakan Upload SK,,B,"2,625",1. Axis,2. Telkom Speedy,PLN,,,Sdn_cintabagja@yahoo.co.id,,-6.706800000000,107.659100000000,10,51,64,6,Pagi/6 hari,,2022/2023-2,450,6,0,1,0,4,1,0,5,6,0,2,2,6,4,1,9,0,1,2,1,0,1,1,4,5,5,SD 2013,Axis,1,1,1,1,1,1,,,
Jawa Barat,Kab. Subang,Ciater,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70ACEF11-2CF5-E011-B8C7-3D522A49E218,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20232712,SD NEGERI CISAAT,20232712,Jl. Raya Cisaat,CISAAT,KEC. CIATER,KAB. SUBANG,PROV. JAWA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,26-06-1927,593.3/011/001-2003,01-01-1910,Silakan Upload SK,,B,"6,536",1. -,2. Telkom Speedy,PLN,,,elsalestari1993@gmail.com,,-6.705300000000,107.666600000000,7,66,75,6,Pagi/6 hari,,2022/2023-2,"1,200",6,0,1,3,3,1,0,3,4,3,0,0,3,4,0,6,1,2,0,0,2,2,0,1,2,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
