prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/607EE339-033C-E111-BBB3-8BE37F35B730,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305375,SD GMIT 061 TARAMANA,50305375,Taramana,TARAMANA,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KRISTEN TOMINUKU ALOR,AF9704,43/SKEP/YAPTOM-GMIT.II/SD/2017,01-05-1952,43/SKEP/YAPTOM-GMIT.II/SD/2017,01-08-2017,Silakan Upload SK (link file tidak valid) => [429636-775984--],2021-03-15 15,B,"8,000",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdgmit061taramana@gmail.com,,-8.167123300000,124.850673300000,10,39,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,0,1,0,6,3,9,1,0,0,1,9,1,7,2,1,1,3,3,0,2,0,3,7,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60DBE339-033C-E111-8242-C3EE5B8103E6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305371,SD GMIT KILAKAWA,50305371,Kilakawa,KAMOT,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KRISTEN TOMINUKU ALOR,AF9704,MENKEH NO,03-09-1963,43/SKEP/YAPTOM-GMIT.II/SD/2017,06-04-1993,Lihat SK Operasional,2020-08-28 15,,"25,568",1. Telkom Speedy,2. Telkom Speedy,PLN,,,sdgmitkilakawa@gmail.com,,-8.166400000000,124.771500000000,14,60,33,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,950,6,0,1,0,4,0,1,9,10,3,1,0,0,14,1,7,6,0,3,3,4,0,1,3,3,11,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0F2E339-033C-E111-9ABA-EF4E58B768DE,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301763,SD GMIT MOLIMPUI,50301763,TIPITING,AIR MANCUR,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KRISTEN TOMINUKU ALOR,AF9704,,24-08-1962,43/SKEP/YAPTOM-GMIT-II/2017,01-08-2017,Silakan Upload SK (link file tidak valid) => [518036-916787--],2021-09-17 02,,"75,000",1. -,2. Telkom Astinet,PLN & Diesel,,,sdgmolimpui@yahoo.com,,-8.163500000000,124.793700000000,10,51,53,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,2,0,2,0,0,8,8,1,1,0,2,8,0,6,4,2,3,2,1,2,0,0,2,8,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50C4E339-033C-E111-BCC5-ABCF9F6EBEBD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301759,SD GMIT PIDO,50301759,"Pido, Rt.01 Rw.01",LIPPANG,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,AF9704,43/SKEP/YAPTOM-GMIT.II/SD/2017,01-08-2017,43/SKEP/YAPTOM-GMIT.II/SD/2017,01-08-2017,Lihat SK Operasional,2023-03-27 03,B,"11,400",1. Telkomsel Flash,2. Telkomsel Flash,PLN & Diesel,,,sdgmitpido44@gmail.com,,-8.264400000000,124.816900000000,5,36,38,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,000",6,0,1,0,1,0,0,4,4,0,1,0,0,5,0,3,2,2,0,2,0,0,1,0,0,5,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40D3C8E3-023C-E111-A851-65E6FB804BAD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301737,SD GMIT WAISIKA 02,50301737,Bukapiting,WAISIKA,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KRISTEN TOMINUKU ALOR,AF9704,43/SKEP/YAPTOM-GMIT.II/SD/2017,02-02-1952,43/SKEP/YAPTOM-GMIT.II/SD/2017,01-08-2017,Silakan Upload SK (link file tidak valid) => [429638-369832--],2021-03-15 15,B,"19,590",1.,2.,PLN,,,,,-8.179500000000,124.762100000000,11,77,72,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",11,0,2,0,2,0,7,3,9,1,1,0,2,9,1,6,4,2,2,1,3,1,2,0,2,9,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6094E339-033C-E111-A1FE-612B2B960BF8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301736,SD GMIT WAISIKA I,50301736,Pumai,NAILANG,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN KRISTEN TOMINUKU ALOR,AF9704,43/SKEP/YAPTOM-GMIT.II/SD/2017,01-08-1938,43/SKEP/YAPTOM-GMIT.II/SD/2017,01-08-2017,Silakan Upload SK (link file tidak valid) => [423594-526863--],2021-02-24 10,,"20,000",1. Telkom Speedy,2. Telkomsel Flash,PLN,,,gmitwaisika1@yahoo.com,,-8.187083300000,124.777095000000,12,67,52,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,4,3,0,4,5,9,2,1,0,0,12,0,8,4,3,4,1,1,0,2,1,3,9,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/600AE439-033C-E111-BCC4-DD947587649B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305884,SD KATHOLIK ST PAULUS SIDONGKOMANG,50305884,Sidongkomang,NAILANG,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan swasti sari,AF9708,93.-,01-02-1962,93.-,01-02-1962,Silakan Upload SK (link file tidak valid) => [425421-324290--],2021-03-01 15,B,"14,505",1. Telkom Speedy,2. Telkom Speedy,PLN,,,dyonisiussurya@yahoo.co.id,,-8.174200000000,124.765200000000,9,31,35,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkom Speedy,"1,300",6,0,1,0,5,0,3,1,4,3,2,0,2,7,1,6,2,0,3,1,1,1,2,1,4,5,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/28AA2889-C4D3-4C76-B9AD-CC80FA1D879F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69861196,SMP TEOLOGI KRISTEN PARAMA CITA PUMAI,69861196,Jl.Kompleks Pendidikan No.03 Pumai Desa Nailang,NAILANG,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,SWASTA,SMPTK,Kementerian Agama,YAYASAN TRIBUANA,AF9711,DJ.III/KEP/HK.00.5/615/2013,20-12-2013,DJ.III/KEP/HK.00.5/615/2013,20-12-2013,Lihat SK Operasional,2023-02-17 09,C,"10,000",1. -,2. -,PLN,,,pumaismptk@gmail.com,,-8.188400000000,124.776900000000,7,26,22,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,0,0,0,0,0,7,7,0,0,0,1,6,1,6,0,0,1,5,1,0,0,0,1,6,,,,,,,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80051039-033C-E111-A58B-EB53B7D34F3F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50305871,UPTD SD INPRES 2 PIDO,50305871,Peimang,PIDO,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,1982-08-01,01-08-1982,52/Pend. 12/Pend.420/SK/VII/2020,06-07-2020,Lihat SK Operasional,2020-09-09 12,C,"5,896",1. -,2. -,Lainnya,,,sdinprespido282@gmail.com,http,-8.261500000000,124.844800000000,3,10,13,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,200,3,0,1,0,1,1,0,1,2,1,0,0,1,2,0,1,2,0,0,1,0,1,1,0,2,1,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Alor,Alor Timur Laut,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/602F1039-033C-E111-BE20-DD390502EF68,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50301650,UPTD SD INPRES LABAPU,50301650,Labapu,KENARIMBALA,KEC. ALOR TIMUR LAUT,KAB. ALOR,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,52/Pend.420/Pend/VII/2020,06-07-2020,52/Pend.420/Pend/VII/2020,06-07-2020,Lihat SK Operasional,2020-12-08 13,C,"3,063",1. -,2. -,PLN & Diesel,,,sdnlabapu@yahoo.com,,-8.195600000000,124.860700000000,8,28,29,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,3,0,2,2,0,4,7,0,1,0,2,6,0,6,2,2,3,2,0,0,1,0,4,4,1,1,1,1,1,1,,,
