prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A01649D2-31F5-E011-BDD8-774F9F8DC49F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401559,SD INPRES BOFUWER,60401559,Jl. Jamansan,WARUA,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [570388-347625--],2022-01-17 01,C,"10,000",1. -,2. XL (GSM),PLN,,,sdinpresbofuwer@gmail.com,,-3.117000000000,133.628600000000,8,55,44,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",3,0,0,3,6,0,0,2,5,1,1,1,3,5,1,6,1,1,1,2,1,1,1,1,1,7,1,1,1,1,1,1,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/808949D2-31F5-E011-B28C-EB5E88627D38,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401564,SD INPRES FUDIMA,60401564,Kampung Fudima,FUDIMA,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Bupati,08-12-2002,,01-01-1910,Silakan Upload SK,,C,"10,000",1. XL (GSM),2. XL (GSM),Diesel,,,sd_fudima@gmail.com,,-3.361200000000,133.959400000000,10,37,19,6,SD 2013,Pagi/6 hari,,2022/2023-2,XL (GSM),"5,000",6,0,0,1,6,0,0,4,7,0,3,0,1,9,2,2,6,3,3,1,1,0,1,1,4,6,1,1,1,1,1,1,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/703349D2-31F5-E011-A43D-2789E60276F9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401566,SD INPRES KENSI,60401566,Kampung Kensi,KASIRA/KENSI,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,06-05-1987,,01-01-1910,Silakan Upload SK,,C,625,1. -,2. XL (GSM),PLN & Diesel,,,sdIkensi@gmail.com,,-3.168346200000,134.162931600000,3,22,20,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,000",6,0,0,2,2,0,0,1,2,0,1,0,1,2,0,2,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/207B49D2-31F5-E011-A27B-75A4523D87CC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401573,SD INPRES ROFADA,60401573,Kampung Furnusu,FURNUSU,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,02-10-2002,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,"8,000",1. -,2. Telkomsel Flash,Diesel,,,,,-3.066100000000,134.131200000000,2,20,6,5,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",5,0,0,0,2,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C09749D2-31F5-E011-8CAD-7982F650E08A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401576,SD INPRES SKARIWARA,60401576,Kampung Tugumawa,TUGUWARA,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,800/DP/2004,01-01-1910,,01-01-1910,Silakan Upload SK,,Tidak Terakreditasi,450,1. -,2. -,Tidak Ada,,,sdskariwara@gmail.com,,-3.068602000000,133.982838000000,2,8,6,5,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,2,1,1,1,0,1,1,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/102549D2-31F5-E011-8681-091C3B1A3CA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401579,SD INPRES TUGARNI,60401579,Kampung Tugarni,BOROGERBA,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,08-01-1979,,01-01-1910,Silakan Upload SK (link file tidak valid) => [589821-964952--],2022-02-11 11,C,"10,000",1. -,2. XL (GSM),Diesel,,,sdtugarni@gmail.com,,-3.161000000000,134.042200000000,8,85,84,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",0,0,0,0,7,0,0,1,3,4,1,0,2,6,2,5,1,0,1,2,2,1,1,1,2,6,1,1,1,1,1,1,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/605E49D2-31F5-E011-9D31-659AFA5E5D69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401581,SD INPRES WAINAGA,60401581,Kampung Wainaga,WAINAGA,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,840,1. -,2. -,Diesel,,,sdwainaga269@gmail.com,,-3.269900000000,134.112800000000,1,40,32,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"2,500",6,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C06C49D2-31F5-E011-94B6-47300E1CE2E1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60401582,SD INPRES WETUF,60401582,Kampung Wetuf,WANGGITA,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,098/512.1/2000,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"10,000",1. -,2. -,Diesel,,,,,-2.929500000000,134.025900000000,5,33,32,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,"2,500",5,0,0,1,2,1,0,2,5,0,0,0,1,4,0,1,4,2,2,0,0,0,1,0,4,1,1,1,1,1,1,1,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1396CBEC-59B9-44F7-8B9F-0AFD56DF48EC,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69984512,SD NEGERI AFUAFU,69984512,JALAN KAMPUNG AFUAFU,AFUAFU,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,425.11/160/IX/TAHUN 2018,06-09-2018,422/3590/DPPO/2018,16-10-2018,Lihat SK Operasional,2019-01-14 17,Tidak Terakreditasi,"10,000",1. -,2. -,Diesel,,,sdnafuafu@gmail.com,,-3.002377000000,133.985126000000,1,22,17,5,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"3,000",3,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,,,
Papua Barat,Kab. Kaimana,Teluk Arguni Atas,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/117F1DD0-D265-4C9C-82CD-21EDFEE8E975,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69985430,SD NEGERI EFARA,69985430,JALAN RANDUFAT DUSUN EFARA,EFARA,KEC. TELUK ARGUNI ATAS,KAB. KAIMANA,PROV. PAPUA BARAT,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,425.11/160/IX/TAHUN 2018,06-10-2018,422/3591/DPPO/2018,16-10-2018,Lihat SK Operasional,2019-02-13 20,C,"10,000",1. -,2. -,Diesel,,,,,-3.660020000000,133.765643000000,1,22,19,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,"2,500",3,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,,,
