prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/907AC690-2EF5-E011-8BCC-851B8EEB71B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104516,SD NEGERI 1 PINING,10104516,Jl. Ladia Galaska Pining-Lokop Serbajadi Km. 42,PINING,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"8,000",1. -,2. -,PLN,,,sdn01pining@gmail.com,,4.107400000000,97.589200000000,10,81,73,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",6,0,0,2,5,0,0,5,7,2,1,0,1,9,1,7,2,4,1,2,2,0,1,0,3,7,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F088C690-2EF5-E011-9521-91E6111B4507,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104509,SD NEGERI 2 PINING,10104509,Jl. Ladiagalaska Pining - Lokop,PINTU RIME,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"4,958",1. -,2. Telkomsel Flash,PLN,,,sdnegeri2pining@gmail.com,,4.093058000000,97.585115000000,9,55,66,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,3,0,1,2,2,0,0,7,8,1,0,0,1,8,0,6,3,4,2,2,0,1,0,0,4,5,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8097C690-2EF5-E011-A588-A9361815498A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104613,SD NEGERI 3 PINING,10104613,Desa Ekan Kec. Pining,EKAN,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK (link file tidak valid) => [390260-307696--],2020-10-17 06,C,"3,375",1. -,2. -,PLN,,,sdn3png@gmail.com,,4.072800000000,97.624000000000,11,34,27,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,2,0,4,0,0,7,8,0,3,0,0,11,2,7,2,1,4,5,1,0,0,0,6,5,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0A5C690-2EF5-E011-8C7E-39C898030956,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104602,SD NEGERI 4 PINING,10104602,Jl.Pining-serba Jadi,PASIR PUTIH,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,B,"8,400",1. -,2. -,PLN,,,sdnempatpining@gmail.com,http,3.917300000000,97.782400000000,7,35,30,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,0,5,0,0,2,4,2,1,0,1,6,1,6,0,1,1,3,2,0,0,0,0,7,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/70B4C690-2EF5-E011-A5B0-C38764C5F96A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104538,SD NEGERI 5 PINING,10104538,Jl.pepelah,PEPALAH,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"10,000",1. -,2. -,PLN,,,sdn5pining@gmail.com,,4.084400000000,97.573000000000,8,22,19,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,6,0,1,1,2,2,0,4,6,0,2,0,2,6,0,6,2,4,2,1,1,0,0,0,4,4,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C2C690-2EF5-E011-95EA-7509B458C6AD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104498,SD NEGERI 6 PINING,10104498,Jl.blangkejeren-pining,URING,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"7,500",1. -,2. -,PLN,,,sdn6pining@gmail.com,,4.060900000000,97.460400000000,8,39,35,6,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,900,6,0,1,0,1,2,0,5,7,0,1,0,1,7,0,8,0,3,3,2,0,0,0,0,1,7,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30D1C690-2EF5-E011-933F-BB69F7587BCB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104604,SD NEGERI 7 PINING,10104604,"Jl.Ladia Galaska, Pining - Blangkejeren",GAJAH,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"7,200",1. -,2. -,PLN & Diesel,,,sdn7pining@gmail.com,,4.060693000000,97.434536900000,8,19,14,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,0,6,0,1,1,3,0,0,5,5,1,2,0,2,6,2,5,1,2,2,3,1,0,0,0,3,5,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0DFC690-2EF5-E011-B735-D315A7697C5D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104536,SD NEGERI 8 PINING,10104536,Jl. Pining Aceh Tamiang Km. 18 Desa Lesten,LESTEN,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,27-09-2010,,27-09-2010,Silakan Upload SK,,C,"10,000",1. -,2. -,PLN,,,sdnegerilesten@gmail.com,,4.173100000000,97.673800000000,8,12,12,6,SD 2013,Sehari Penuh/6 hari,,2022/2023-2,Tidak Ada,600,1,0,0,0,4,1,0,3,6,0,2,0,3,5,1,6,1,3,2,3,0,0,0,0,6,2,1,1,1,1,1,1,,,
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0473191-2EF5-E011-BA15-CD6B7437C76E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10104523,SMP NEGERI 1 PINING,10104523,"Jln. Ladia Galaska Pining-Lokop Serbejadi, Km 42",PINING,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,001a/0/1999,01-01-1910,,01-01-1910,Silakan Upload SK,,C,"22,500",1. -,2. Telkomsel Flash,PLN,,,luesgayo742@gmail.com,,4.107600000000,97.588100000000,14,59,64,6,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,800",9,1,2,2,3,2,0,9,12,0,1,1,2,12,0,7,7,7,2,3,0,1,1,0,6,8,,,,,,,2,2,2
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C00DD371-3CFE-E111-93BB-E3FD6A2ED717,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10113483,SMP NEGERI 2 PINING,10113483,Kp. Uring,URING,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/451/III.2/2010,04-01-2010,,01-01-1910,Silakan Upload SK,,C,"10,000",1. -,2. -,PLN,,,smpn2png@gmail.com,,4.076700000000,97.526700000000,13,14,14,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,320",3,2,0,0,1,1,0,11,12,0,1,0,0,13,0,6,7,3,5,4,0,0,1,0,4,9,,,,,,,1,1,1
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC0034D7-7CC2-49B8-9393-5B7064468479,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69948481,SMPN SATU ATAP LESTEN,69948481,Jl. Pining - Aceh Tamiang KM 18,LESTEN,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/347/IV.1/2016,30-05-2016,421.2/347/IV.1/2016,30-05-2016,Lihat SK Operasional,2016-09-01 08,C,"2,500",1. -,2. -,PLN,,,lestensmpnsatuataplesten@gmail.com,,4.098041000000,97.585445000000,7,22,3,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,450,3,0,1,1,1,1,0,5,7,0,0,0,0,7,0,7,0,2,2,3,0,0,0,0,6,1,,,,,,,1,1,1
Aceh,Kab. Gayo Lues,Pining,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0653EFC8-9FFE-4417-8AA9-38A68A859897,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947881,SMPN SATU ATAP PASIR PUTIH,69947881,Jl. Pining - Lokop Serbajadi,PASIR PUTIH,KEC. PINING,KAB. GAYO LUES,PROV. ACEH,NEGERI,SMP,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/348/IV.1/2016,30-05-2016,421.2/348/IV.1/2016,30-05-2016,Lihat SK Operasional,2016-08-31 20,C,"2,550",1. -,2. -,PLN,,,smpnsatuatappasirputih@gmail.com,http,4.106075000000,97.589222000000,14,15,17,3,SMP 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,220,3,0,0,2,1,2,0,11,14,0,0,0,1,13,0,11,3,7,4,3,0,0,0,0,5,9,,,,,,,1,1,1
