prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7B13F9AE-98C6-4F0C-AD57-242E9BC40E81,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60705595,MIS NURUL IMAN,60705595,Jalan Syech Aminulloh  No. 01,RATA AGUNG,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,SWASTA,MI,Kementerian Agama,,,kd.08.04/4/PP.01.1/695/2011,30-11-2011,D/Kd/MIS/LB/0041/2011,30-11-2011,Silakan Upload SK,,B,"3,377",,2.,,,,,,-4.945350000000,103.839830000000,0,49,25,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5E380A04-E13E-4535-88AF-32EFC77748C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10816653,MTSS HUBBUL WATHON,10816653,Jalan Syech Aminulloh  No. 03,RATA AGUNG,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,SWASTA,MTs,Kementerian Agama,,,D/Kw/MTs/LB/016/2006,07-08-2006,Kw.08.4/4/PP.00.1/1149/2006,07-08-2006,Silakan Upload SK,,C,"2,545",,2.,,,,,,-4.928729000000,103.806035000000,0,18,20,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0A15D70-8B18-E111-9909-8B8CC3051642,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10810024,SD NEGERI 105 KRUI,10810024,PUGUNG PENENGAHAN,PUGUNG PENENGAHAN,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/1329/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 09,B,"4,740",1. Telkom Astinet,2. -,PLN,,,sdnkrui105@gmail.com,,-5.009000000000,103.749800000000,9,53,63,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,0,9,0,0,0,0,1,5,3,6,3,0,6,3,0,1,0,1,0,2,5,4,5,SD 2013,Telkom Astinet,1,1,1,1,1,1,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20575D70-8B18-E111-B9EF-7B322C14066C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803841,SD NEGERI 106 KRUI,10803841,Jl.sahung Jabung.no.212,LEMONG,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/1330/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 09,C,"2,820",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnlemong503@gmail.com,http,-4.887300000000,103.743200000000,8,65,64,6,Pagi/6 hari,,2022/2023-2,900,6,0,1,2,6,0,0,2,3,2,1,2,3,5,0,8,0,0,3,0,0,0,2,3,2,6,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/60833C70-8B18-E111-B4F8-CB81C4C45AF0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803418,SD NEGERI 107 KRUI,10803418,JL. LINTAS BARAT SUMATERA KRUI - BENGKULU,BAMBANG,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/1331/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 09,C,"8,000",1. -,2. Telkomsel Flash,PLN,,,sdnegerikrui107@gmail.com,,-4.985000000000,103.743300000000,9,37,37,6,Siang/6 hari,,2022/2023-2,450,6,0,0,2,7,1,0,1,3,1,4,1,3,6,1,6,2,0,1,1,0,0,3,4,2,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/601D5E70-8B18-E111-883C-BB1BED5B15E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803838,SD NEGERI 108 KRUI,10803838,PUGUNG MALAYA,PUGUNG MALAYA,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/10/10803838/1983,01-02-1983,420/1332/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 09,C,"2,500",1.,2.,PLN,,,,,-4.941427000000,103.743708000000,7,48,45,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,6,0,0,1,1,1,1,4,6,1,0,6,1,0,0,1,0,0,1,5,1,6,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0D35D70-8B18-E111-B489-BBCD47338C69,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10810511,SD NEGERI 109 KRUI,10810511,Cahaya Negeri,CAHAYA NEGERI,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,"1.1982.1.1992.111,1982",01-01-1910,420/1333/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 09,C,"1,692",1. -,2. -,PLN,,,sdn109krui@gmail.com,,-4.903300000000,103.727400000000,11,28,20,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,0,7,1,0,3,4,0,3,4,4,7,0,10,1,0,3,2,0,0,1,5,5,6,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/905B5E70-8B18-E111-9250-571378E11293,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10810026,SD NEGERI 110 KRUI,10810026,Binjai,PAGAR DALAM,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,810/376/056/PDK/1982,13-06-1982,420/1334/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 09,C,"3,600",1. -,2. Telkomsel Flash,Menumpang,,,sdnpagardalam@gmail.com,,-4.947500000000,103.809000000000,10,59,55,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,1,3,1,0,6,7,1,2,0,1,9,1,6,3,1,1,2,2,0,2,2,3,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0724370-8B18-E111-BAD7-C1717B82DB6A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803779,SD NEGERI 111 KRUI,10803779,Malaya,PUGUNG MALAYA,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1910,420/1335/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 09,C,"3,600",1. Axis,2. Telkomsel Flash,Diesel,,,sdn2pugungmalaya@gmail.com,,-4.902200000000,103.770000000000,8,28,35,6,Pagi/6 hari,,2022/2023-2,"1,500",3,0,0,1,4,1,0,3,6,2,0,0,2,6,0,7,1,1,1,4,1,0,0,1,3,5,SD 2013,Axis,1,1,1,1,1,1,,,
Lampung,Kab. Pesisir Barat,Lemong,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D0705D70-8B18-E111-8935-59D75B4F8452,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10803605,SD NEGERI 112 KRUI,10803605,Way Batang,WAY BATANG,KEC. LEMONG,KAB. PESISIR BARAT,PROV. LAMPUNG,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/255/IV.01/1989,05-01-1989,420/1336/IV.01/2019,09-09-2019,Lihat SK Operasional,2019-09-24 10,C,"1,600",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,0,sdnwaybatang5@gmail.com,http,-4.955300000000,103.665300000000,8,48,41,6,Pagi/6 hari,,2022/2023-2,900,6,0,0,1,4,1,0,3,4,0,2,2,4,4,0,5,3,1,2,0,0,0,2,3,2,6,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
