prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/237040DB-1C7E-4584-81D3-A38E84E7DDA2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69947914,SD NEGERI  078587 ULUNEKHOLO,69947914,DESA SISARAHILI EKHOLO,SISARAHILI EKHOLO,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,07_167 TAHUN 2016,27-06-2016,07_167 TAHUN 2016,27-06-2016,Lihat SK Operasional,2016-08-25 11,C,"10,000",,2.,,,,sdn.ulunekholo@gmail.com,,.868667000000,97.590944000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00BF15D9-2EF5-E011-B251-ADA5426803DF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258110,SD NEGERI 071185 LOLOWAU,10258110,Lolowau,LOLOWAU,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,Dd015489,26-06-1910,,26-06-1910,Silakan Upload SK,,A,"7,081",1. -,2. -,PLN,00000,,yuriliahalawa@yahoo.com,,.902300000000,97.582100000000,10,107,107,8,Pagi/6 hari,,2022/2023-2,450,6,0,1,5,8,1,0,1,2,0,8,0,1,9,0,9,1,0,0,2,1,2,5,0,1,9,2,2,1,1,1,1,SD 2013,Tidak Ada,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/601516D9-2EF5-E011-B2F6-27252C28E4FA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258113,SD NEGERI 071187 AMURI LOLOWAU,10258113,Desa Sisarahili Ekholo,SISARAHILI EKHOLO,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1948,,01-01-1910,Silakan Upload SK,,Sertifikat Kedaluwarsa,"2,093",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,faarododolaia79@gmail.com,,.858583000000,97.583056000000,10,61,48,8,Pagi/6 hari,,2022/2023-2,"5,496",6,0,1,2,4,1,0,5,6,0,3,1,1,9,1,6,3,0,0,3,3,0,3,1,2,8,1,1,1,2,2,1,SD 2013,Telkomsel Flash,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D01710DD-2EF5-E011-83C9-ED1B9D094784,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258127,SD NEGERI 071201 LOLOWAU,10258127,Desa Lolowau,LOLOWAU,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1973,,01-01-1910,Silakan Upload SK,,A,"2,960",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnlolowau@gmail.com,,.902750000000,97.581806000000,7,67,54,6,Pagi/6 hari,,2022/2023-2,900,8,0,1,5,4,1,0,2,3,0,4,0,2,5,0,5,2,0,0,0,5,1,1,0,1,6,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/407916D9-2EF5-E011-A00B-196F5FDB0FB5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258128,SD NEGERI 074075 LOLOFAOSO SIWALAWA,10258128,Desa Lolofaoso,LOLOFAOSO,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,13-09-1975,,01-01-1910,Silakan Upload SK,,B,"4,021",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn.074075lolofaoso@gmail.com,,.914500000000,97.575300000000,15,71,70,7,Pagi/6 hari,,2022/2023-2,450,6,0,1,2,5,3,0,7,10,1,4,0,3,12,0,8,7,1,3,2,3,1,4,1,8,7,1,1,1,1,2,1,SD 2013,Telkomsel Flash,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C116D9-2EF5-E011-8859-69D284DEBB82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258138,SD NEGERI 076719 SEHE,10258138,Sehe,HILIMBOWO SIWALAWA,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-04-1979,,01-01-1910,Silakan Upload SK (link file tidak valid) => [436795-874235--],2021-04-14 07,C,"3,235",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnsehe20@gmail.com,,.878100000000,97.559100000000,9,24,37,6,Pagi/6 hari,,2022/2023-2,450,7,0,0,2,2,0,0,7,7,2,0,0,0,9,2,1,6,4,0,1,0,2,2,0,4,5,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/40EE16D9-2EF5-E011-89A3-732A25D32098,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10258141,SD NEGERI 076722 LOLOMOYO SAMIRI,10258141,Lolomoyo Samiri,SAMIRI,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1981,,01-01-1910,Silakan Upload SK,,B,"4,200",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdn_076722lolomoyosamiri@yahoo.com,,.917278000000,97.595944000000,11,43,34,6,Pagi/6 hari,,2022/2023-2,450,6,0,0,2,5,3,0,3,6,3,2,0,0,11,2,5,4,1,1,2,1,1,2,3,6,5,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20487532-5CFE-E111-9DC9-63B52D9B7C04,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260672,SD NEGERI 078549 BOTOHILI,10260672,Desa Hilimbowo Siwalawa,HILIMBOWO SIWALAWA,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/01-SD/2009,12-05-2009,420/3919-DS/2009,26-06-2009,Lihat SK Operasional,2021-11-05 07,Sertifikat Kedaluwarsa,"3,750",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdnbotohili@gmail.com,,.883500000000,97.582300000000,9,96,78,7,Pagi/6 hari,,2022/2023-2,900,5,0,2,1,4,0,0,5,5,0,4,0,3,6,0,7,2,0,2,2,2,0,2,1,2,7,1,1,1,1,2,1,SD 2013,Telkomsel Flash,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00E630DD-2EF5-E011-B86A-43FA3C1E4930,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10260433,SD NEGERI 078550 HILIKARA,10260433,Hilikara,HILIKARA,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,0,30-12-2008,NOMOR,30-12-2008,Lihat SK Operasional,2017-02-27 09,B,"2,500",1. Telkomsel Flash,2. Telkomsel Flash,Tidak Ada,,,sdnhilikara063@gmail.com,,.928583000000,97.590111000000,11,49,47,6,Pagi/6 hari,,2022/2023-2,400,7,0,0,0,0,4,0,7,11,0,0,0,1,10,0,8,3,3,2,3,2,1,0,0,4,7,1,1,1,1,1,1,SD 2013,Telkomsel Flash,,,
Sumatera Utara,Kab. Nias Selatan,Lolowau,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/50757532-5CFE-E111-A52C-2F30AB7D532A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/10261261,SD NEGERI 078559 HILIMBOWO,10261261,Desa Hilimbowo,HILIMBOWO SIWALAWA,KEC. LOLOWAU,KAB. NIAS SELATAN,PROV. SUMATERA UTARA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,420/3474/DS/2010,03-06-2010,420/3474/DS/2010,03-06-2010,Silakan Upload SK,,C,"2,500",1. -,2. Telkomsel Flash,PLN,00000,,sdn078559@gmail.com,,.895583000000,97.563417000000,8,31,12,6,Pagi/6 hari,,2022/2023-2,"1,200",6,0,1,0,4,0,0,4,4,0,3,1,1,7,1,3,4,2,1,1,0,1,1,2,4,4,1,1,1,1,1,1,SD 2013,Tidak Ada,,,
