prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,akses_internet_sekolah_kita,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/88F6115E-DB72-4702-93A7-96175FF87F0C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719326,MIS AL ISLAMIYAH,60719326,BAMASAR DURJAN KOKOP,DURJAN,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,008/MI/SK/VII/2005,10-03-2005,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Silakan Upload SK,,B,0,,2.,,,,,,-7.023200000000,113.131500000000,0,48,36,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8C76ACCA-9D00-4EF9-9169-B6FD70DD3A31,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719337,MIS AL MUBAROK,60719337,KP TAMAN SOLEH BANDANG LAOK,BANDANG LAOK,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.26/4/PP.00/673/SK/2009,14-04-2009,Kd.13.26/4/PP.00/673/SK/2011,21-06-2011,Silakan Upload SK,,B,0,,2.,,,,,,-6.972000000000,113.058500000000,0,67,61,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2B11BC09-EA91-4E05-8903-86C052E460B8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719335,MIS AL MUNAWAROH,60719335,BUNG PRAOH DESA TLOKOH,LEMBUNG GUNUNG,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.26/4/PP.00/883/SK/2000,13-06-2000,Kd.13.26/4/PP.00/883/SK/2011,31-05-2011,Silakan Upload SK,,B,0,,2.,,,,,,-6.950198000000,113.074587000000,0,42,47,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6559580A-98B7-4813-974C-5CEC89F88250,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719328,MIS ASSA`IDIYAH,60719328,KP. TIMUR JALAN DURJAN KOKOP BANGKALAN,DURJAN,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,MI/YPI/003/VII/SK/1979,09-08-1979,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Silakan Upload SK,,C,0,,2.,,,,,,-7.006135000000,113.110220000000,0,83,55,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D2279051-8249-4FC7-BD55-A1B63D4DA115,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719333,MIS AT TOYYIBIYAH,60719333,AMPARA`AN KOKOP,AMPARAAN,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,001/YP-AT/MI-AT/001/SK/32/VI/2005,01-06-2005,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Lihat SK Operasional,2016-02-16 07,C,0,,2.,,,,,,-6.958278000000,113.058427000000,0,47,38,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D8D37C7A-29A4-401F-B3B4-16A38E107055,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719331,MIS DARUL ULUM,60719331,KP. TIMUR JALAN DS DURJAN,DURJAN,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,MI/YPI/VII/01/SK/2003,12-03-2003,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Silakan Upload SK,,B,0,,2.,,,,,,-7.033800000000,113.126300000000,0,47,35,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/BAA09832-1789-4A85-9E95-A76AB75CD588,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719325,MIS DARUSSALAM,60719325,JL. RAYA PASAR DURJAN KOKOP BANGKALAN,DURJAN,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan Darussalam Tepa'nah Kokop,AK2984,001/YPDT/SK.01/VII/1960,01-07-1960,Kd.13.26/4/PP.00/822/SK/2010,30-06-2010,Lihat SK Operasional,2016-02-18 07,B,0,,2.,,,,,,-7.034100000000,113.128800000000,0,63,63,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7BAA887F-8B99-4406-A718-D1B1DEA4E116,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719340,MIS MIFTAHUL HUDA,60719340,DESA DURJAN,DURJAN,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,001/YPAS/SK.01/VII/2010,01-07-2010,Kd.13.26/4/PP.00/1057/SK/2012,26-06-2012,Lihat SK Operasional,2020-01-14 15,B,0,,2.,,,,,,-7.173528000000,112.976931000000,0,55,60,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DBFEF247-2BDA-45C2-AFA0-E757667B3783,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719338,MIS MIFTAHUL JANNAH,60719338,DS KOKOP LAOK SONGAI KOKOP,TLOKOH,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,,,Kd.13.26/4/PP.00/1050/SK/2007,13-03-2007,Kd.13.26/4/PP.00/1050/SK/2011,05-07-2011,Silakan Upload SK,,B,0,,2.,,,,,,-6.953306000000,113.048483000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Timur,Kab. Bangkalan,Kokop,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1AC20EF5-58EE-4267-822E-6C279975B1F5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60719336,MIS MIFTAHUL ULUM AL WASILAH,60719336,MANDEPAH TEMOR KATOL TEMOR KOKOP,KATOL TIMUR,KEC. KOKOP,KAB. BANGKALAN,PROV. JAWA TIMUR,SWASTA,MI,Kementerian Agama,Yayasan AL-WASILAH PENJALINAN,AK2955,MI/YPI/SK/VII/001/2008,08-07-2008,Kd.13.26/4/PP.00/885/SK/2011,31-05-2011,Silakan Upload SK,,C,0,,2.,,,,,,-6.988300000000,113.020200000000,0,73,61,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
