prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/09ECEE52-167E-4A8D-9561-068BCCAC5AD2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706495,MIS AL MUSYAWARAH,60706495,Madu No.14,MANGGA BESAR,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,MI,Kementerian Agama,,,126/1.755.00,01-05-1963,111 Tahun 2016,08-01-2016,Lihat SK Operasional,2016-03-29 13,B,0,,2.,,,,,,-6.144200000000,106.819100000000,0,40,49,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D10F62DB-F46A-482D-90AF-9CFB62D1437F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60706497,MIS AT TAQWA,60706497,Tangki GG. Langgar I,TANGKI,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,MI,Kementerian Agama,,,Kd.09.04/PP.00.4/0611/2010,11-01-2010,364 Tahun 2016,21-01-2016,Lihat SK Operasional,2016-09-27 08,C,0,,2.,,,,,,-6.143500000000,106.820000000000,0,60,64,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80EA9C95-2BF5-E011-8BF2-1F1A117BA6E4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20105609,SD AL MUTTAQIEN,20105609,Jl. Kerajinan Keb. Sayur  III/ 26A,KEAGUNGAN,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan AL Muttaqien,AI0053,Kep.1872/101.AI/1/91,01-05-1991,6141/-1.851.48,18-06-2012,Lihat SK Operasional,2023-03-14 09,B,300,1. -,2. Telkom Speedy,PLN,,,almuttaqien51@gmail.com,,-6.153700000000,106.812000000000,8,86,96,6,Sehari Penuh/5 hari,,2022/2023-2,"3,500",7,0,0,1,0,0,10,0,8,0,0,0,2,6,1,6,1,1,0,4,1,1,1,0,1,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20399D95-2BF5-E011-BB4E-D9765452CA82,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20105705,SD KEMURNIAN,20105705,Jl. Kemurnian V No. 209,GLODOK,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan Pendidikan Kemurnian,AI0036,SP.307/101.1A/184,03-01-1978,6141/1.851.48,31-07-2012,Silakan Upload SK,,A,"1,500",1. -,2. Lainnya (Serat Optik),PLN,,0216335236,kemurniantamsar@yahoo.co.id,,-6.146500000000,106.813300000000,10,66,64,6,Sehari Penuh/5 hari,,2022/2023-2,"33,000",6,1,1,2,0,0,9,3,10,0,0,0,6,4,0,10,0,0,2,0,1,3,2,2,3,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0049D95-2BF5-E011-AF2F-39BDE2374149,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20109576,SD KRISTEN EMANUIL,20109576,Jl. Kemenangan Dalam 8 No. 1a,GLODOK,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",,,39,01-03-1967,1104/1.851.48,30-06-2012,Silakan Upload SK,,B,330,1. -,2. Telkom Speedy,PLN,,0216494953,emanuilsch@ymail.com,http,-6.145100000000,106.812500000000,5,25,27,6,Sehari Penuh/5 hari,,2022/2023-2,"7,700",6,0,1,2,0,0,5,1,5,0,0,0,1,4,0,3,2,0,2,1,0,0,0,2,0,5,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80469D95-2BF5-E011-A372-F5EF3BE4A80C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20105691,SD KRISTEN KALAM KUDUS I,20105691,Jl. Tangkilio Timur No. 48-49,TANGKI,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN KRISTEN KALAM KUDUS INDONESIA CABANG JAKARTA,AL1668,2080.101.A1/I/1992,01-12-1992,3333/1.851.202.7,30-06-2008,Lihat SK Operasional,2019-02-22 20,A,"2,000",1. -,2. Biznet (Kabel),PLN,,0216281244,sdkkk1@yahoo.com,http,-6.143100000000,106.821100000000,11,54,60,6,Pagi/6 hari,,2022/2023-2,"3,300",6,1,1,2,0,0,7,7,11,0,0,0,2,9,0,5,6,5,2,1,1,1,1,0,3,8,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/30CB9D95-2BF5-E011-9C7D-27E9112B716A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20105745,SD KRISTEN RAHMANI,20105745,Jl. Mangga Besar XI NO. 8-10,TANGKI,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan YPKR,AI0058,2916/902/I/HGB/B/1/1981,12-10-1993,540/1.851.48,01-01-1910,Silakan Upload SK,,A,400,1. -,2. Biznet (Serat Optik),PLN,0216254126,6254126,rahmanitamansari@yahoo.co.id,,-6.146400000000,106.821400000000,8,101,86,6,Sehari Penuh/5 hari,,2022/2023-2,"41,500",6,0,0,2,0,0,9,0,8,0,0,0,5,3,0,5,3,1,1,1,1,1,2,1,1,7,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A0539D95-2BF5-E011-A68F-290687282C58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20108958,SD MELANIA I,20108958,Jl. Mangga Besar VI Selatan No. 84,TAMAN SARI,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Yayasan MELANIA JAKARTA,AG3445,60,17-05-1958,1547/1.851.48,11-06-2007,Silakan Upload SK,,B,"3,060",1. Lainnya,2. Telkom Speedy,PLN,,0216498146,sd_melania1@yahoo.com,,-6.150500000000,106.824400000000,7,50,54,6,Pagi/6 hari,,2022/2023-2,3,6,2,1,2,0,0,8,3,7,0,0,0,3,4,0,4,3,2,1,1,0,0,1,2,1,6,SD 2013,Lainnya,1,1,1,1,1,1,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/80D8CA94-2BF5-E011-B067-D3C0F5CA46AA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102004,SD NEGERI KEAGUNGAN 01,20102004,Jl. Kerajinan No. 44,KEAGUNGAN,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,03/887,01-01-1980,54 Tahun 2021,25-01-2021,Lihat SK Operasional,2022-02-08 15,B,"1,875",1. -,2. Telkom Astinet,PLN,6316333,6316333,sdnkeagungan01@yahoo.com,http,-6.154000000000,106.814000000000,16,195,161,12,Sehari Penuh/5 hari,,2022/2023-2,"7,200",9,0,1,1,4,6,0,6,12,0,3,1,8,8,0,13,3,3,3,2,1,2,3,2,7,9,SD 2013,Tidak Ada,2,2,2,2,2,2,,,
D.K.I. Jakarta,Kota Jakarta Barat,Taman Sari,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0F2CA94-2BF5-E011-AA40-9B158CD3A9E0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20102002,SD NEGERI KEAGUNGAN 03,20102002,Jl. Kerajinan No. 44,KEAGUNGAN,KEC. TAMAN SARI,KOTA JAKARTA BARAT,PROV. D.K.I. JAKARTA,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,54 Tahun 2021,05-01-2021,54 Tahun 2021,05-01-2021,Lihat SK Operasional,2022-02-03 19,A,"1,875",1. Telkom Astinet,2. Telkom Speedy,PLN,0,6327607,sdn.keagungan03pagi@gmail.com,http,-6.151100000000,106.804300000000,15,196,179,12,Sehari Penuh/5 hari,,2022/2023-2,"7,000",6,0,1,1,8,5,0,2,10,0,5,0,9,6,0,14,1,3,3,2,2,0,5,0,4,11,SD 2013,Telkom Astinet,2,2,2,2,2,2,,,
