prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20C26A39-033C-E111-B88D-6F34CEC9762C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304426,SD INPRES ATALOJO,50304426,Atalojo,NUBA ATALOJO,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,20-07-1987,,20-07-1990,Silakan Upload SK,,A,900,1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,martinlamak@yahoo.com,,-8.468900000000,123.525800000000,4,15,17,4,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",7,0,0,2,2,1,0,1,2,1,0,1,2,2,0,3,1,0,1,0,1,1,0,1,1,3,1,1,1,0,1,0,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/00AF6A39-033C-E111-AD57-D35BF3C96310,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304419,SD INPRES DULIR,50304419,Dulir,DULIR,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,12/PDK/2001,25-01-1990,,01-01-1910,Silakan Upload SK,,Sertifikat Kedaluwarsa,"4,200",1. Telkomsel Flash,2. XL (GSM),Diesel,,,,,-8.545400000000,123.555000000000,3,15,14,3,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"3,000",6,0,1,0,1,0,0,2,3,0,0,0,2,1,0,1,2,0,3,0,0,0,0,0,0,3,1,0,1,0,1,0,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E0156A39-033C-E111-A0CD-238EBE99C89F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304438,SD INPRES ILE KIMOK,50304438,Jln.Trans Atadei Karangora,ILE KIMOK,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,022/1976,14-07-1976,119/2004,16-09-2004,Lihat SK Operasional,2022-09-02 08,B,"31,250",1. Telkomsel Flash,2. Telkomsel Flash,PLN,0,,sekolahilekimok@gmail.com,,-8.447300000000,123.506300000000,9,40,37,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,200",6,0,1,2,4,1,0,4,5,0,3,1,2,7,0,6,3,2,1,3,0,0,1,2,3,6,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/502A6A39-033C-E111-9888-197324B52909,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304506,SD INPRES LEWAJI,50304506,Lewaji - Dori Pewut,DORI PEWUT,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,01-07-1982,,01-01-1910,Silakan Upload SK,,B,"25,600",1. -,2. Telkomsel Flash,PLN,,,wawinrin123456@gmail.com,,-8.478300000000,123.489400000000,6,24,22,6,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,0,0,1,0,2,0,0,4,5,0,1,0,1,5,0,3,3,3,1,1,0,0,1,0,1,5,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20636A39-033C-E111-805B-39DDD4D97AE7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304522,SD INPRES MUDALEREK,50304522,Mudalerek,NOGO DONI,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,,15-07-1984,,01-01-1910,Silakan Upload SK,,C,0,1. -,2. -,PLN,,,mudalerekinpres@gmail.com,,-8.481900000000,123.470300000000,6,15,9,3,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,900,0,0,0,0,3,1,0,2,3,0,2,1,3,3,0,6,0,1,1,2,0,0,1,1,2,4,1,0,1,0,1,0,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/109C6A39-033C-E111-AAD6-31BBDDCCB7B1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304519,SD INPRES NAPOR,50304519,Kalikasa,KATAKEJA,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,13,25-01-1989,,25-01-1989,Silakan Upload SK,,B,"5,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,sdinapor@yahoo.com,,-8.437000000000,123.470700000000,8,32,36,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,"1,300",6,0,1,1,5,0,0,3,3,0,3,2,5,3,0,7,1,0,2,1,0,1,2,2,2,6,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/10896A39-033C-E111-B2EA-81D3BA517B71,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304500,SD INPRES PAULOLO,50304500,Paulolo,LEBAATA,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,119,09-04-2005,,01-01-1910,Silakan Upload SK (link file tidak valid) => [743041-337163--],2022-12-09 05,C,"20,000",1. -,2. -,PLN & Diesel,,,,,-8.490400000000,123.497300000000,2,8,6,3,SD 2013,Siang/6 hari,,2022/2023-2,Tidak Ada,900,6,0,0,2,0,0,0,2,2,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,0,1,0,0,1,1,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/20766A39-033C-E111-9AF2-D1CDA2E6A810,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304497,SD INPRES WAIMUDA,50304497,Waimuda,NUBABOLI,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,,01-01-1984,,01-01-1910,Silakan Upload SK,,C,"6,379",1. -,2. -,PLN,,,sdiwaimuda@gmail.com,,-8.484300000000,123.499400000000,7,11,19,5,SD 2013,Pagi/6 hari,,2022/2023-2,Tidak Ada,"1,300",5,0,1,1,5,0,0,2,3,1,3,0,5,2,0,7,0,0,1,3,0,0,3,0,4,3,1,1,1,1,0,1,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/403D6A39-033C-E111-AE42-2F602834B472,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304495,SD INPRES WAIWEJAK,50304495,Watuwawer,ATAKORE,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,199 Tahun 2004,18-07-1983,,01-01-1910,Silakan Upload SK,,C,"15,000",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-8.508300000000,123.543700000000,5,15,19,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,1,0,3,0,0,2,3,1,1,0,2,3,0,4,1,1,0,4,0,0,0,0,1,4,1,1,1,1,1,1,,,
Nusa Tenggara Timur,Kab. Lembata,Atadei,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D072233A-033C-E111-8031-CF6B39C846C9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/50304362,SD KATHOLIK BAKAN,50304362,Bakan,ILE KERBAU,KEC. ATADEI,KAB. LEMBATA,PROV. NUSA TENGGARA TIMUR,SWASTA,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",YAYASAN PENDIDIKAN UMAT KATOLIK LEMBATA,AC8425,370,28-11-1988,120,20-09-2006,Lihat SK Operasional,2020-11-13 11,B,"5,016",1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-8.467000000000,123.471700000000,5,13,25,6,SD 2013,Pagi/6 hari,,2022/2023-2,Telkomsel Flash,900,6,1,1,2,2,0,1,2,3,0,2,0,2,3,0,4,1,0,0,2,0,1,2,0,0,5,1,1,1,1,1,1,,,
