prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,kurikulum,akses_internet_sekolah_kita,rombel_tingkat_1,rombel_tingkat_2,rombel_tingkat_3,rombel_tingkat_4,rombel_tingkat_5,rombel_tingkat_6,rombel_tingkat_7,rombel_tingkat_8,rombel_tingkat_9
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E2D9C696-CA64-4693-ACB7-0F995F3F073D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713343,MIS KRANDEGAN,60713343,JL.RAYA DESA KRANDEGAN,KRANDEGAN,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pekalongan,AX6487,Lk/3c/3844/Pgm/MI/1980,01-12-1980,Lk/3c/3844/Pgm/MI/1980,01-12-1980,Lihat SK Operasional,2016-04-25 15,B,0,,2.,,,,,,-7.165800000000,109.569700000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/164519C7-FCE9-4DF6-9AAA-E0B3D8C2331C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713347,MIS LUMENENG,60713347,DUKUH SUMINGKIR DESA LUMENENG,LOMENENG,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pekalongan,AX6487,068/068/B/IX/91,01-02-1962,Lk/3C/3845/Pgm/MI/1980,01-12-1980,Lihat SK Operasional,2016-04-25 12,B,0,,2.,,,,,,-7.180800000000,109.584400000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FBB21A22-E9C8-4CBE-BCDC-6A2843A9259E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713344,MIS PANINGGARAN,60713344,JL. RAYA PANINGGARAN 330,PANINGGARAN,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pekalongan,AX6487,lk/3c/2555/Pgm/MI/1980,01-01-1952,lk/3c/2555/Pgm/MI/1980,01-12-1980,Lihat SK Operasional,2016-04-25 12,A,0,,2.,,,,,,-7.169500000000,109.584500000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/751A524C-C901-47F9-B701-2F9BA82B005E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713345,MIS PEJARAKAN,60713345,DUKUH PEJARAKAN,DOMIYANG,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pekalongan,AX6487,sk/3c/2550/Pgm.MI/1979,01-02-1978,sk/3c/2550/Pgm.MI/1979,01-02-1978,Lihat SK Operasional,2016-04-26 07,B,0,,2.,,,,,,-7.152500000000,109.559700000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CCAB4A1D-87E9-4F69-B38E-CBCF976E9711,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60713346,MIS SAWANGAN,60713346,JL. DESA SAWANGAN,SAWANGAN,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pekalongan,AX6487,Lk/3.c/3842/Pgm/MI/1980,01-01-1964,Lk/3.c/3842/Pgm/MI/1980,01-12-1980,Lihat SK Operasional,2016-05-09 07,B,0,,2.,,,,,,-7.175500000000,109.597200000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/2D0E2B78-8A67-4965-B790-87943D349E58,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/60726971,MIS WINDUAJI,60726971,JL. RAYA WINDUAJI,WINDUAJI,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MI,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pekalongan,AX6487,LK/30/3846/Pgm./MI/1980,01-01-1981,99/I/1969,01-01-1969,Lihat SK Operasional,2016-04-22 10,B,0,,2.,,,,,,-7.161800000000,109.562100000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9127AC16-0111-49D1-B55B-91787B098114,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20364593,MTs SALAFIYAH PANINGGARAN,20364593,JL. RAYA PANINGGARAN,PANINGGARAN,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,SWASTA,MTs,Kementerian Agama,Yayasan BPPPMNU Cabang Kab. Pekalongan,AX6487,179/PW.11/LPM/IV/2001,09-04-2001,Wk/5.c/PP.03.2/2848/1992,20-04-1992,Lihat SK Operasional,2016-04-19 15,B,0,,2.,,,,,,-7.166300000000,109.577800000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90233A58-2DF5-E011-8EBE-4D5F099C091C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20323748,SD NEGERI 01 BOTOSARI,20323748,Botosari,BOTOSARI,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Pusat,,24/2/3/1981,01-01-1968,,01-01-1968,Silakan Upload SK,,B,"1,125",1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,sdnbotosari01@gmail.com,,-7.176400000000,109.614400000000,8,0,0,6,Pagi/6 hari,,2022/2023-2,900,5,0,0,1,5,2,0,1,5,1,2,0,4,4,1,7,0,3,0,2,2,0,1,0,2,6,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C0C43958-2DF5-E011-A646-DFD33A3CB926,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20323627,SD NEGERI 01 DOMIYANG,20323627,Dukuh Madendo,DOMIYANG,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/005586/96,12-09-1996,421.2/005586/96,12-09-1996,Lihat SK Operasional,2016-04-19 10,B,885,1. -,2. Telkomsel Flash,PLN,,,sdndomiyang01@gmail.com,,-7.159000000000,109.574600000000,7,0,0,6,Pagi/6 hari,,2022/2023-2,900,5,0,1,0,4,3,0,0,6,0,0,1,6,1,0,7,0,0,1,5,0,0,0,1,4,3,SD 2013,Tidak Ada,1,1,1,1,1,1,,,
Jawa Tengah,Kab. Pekalongan,Paninggaran,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/90E23958-2DF5-E011-BFE2-0197E90842D2,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/20323674,SD NEGERI 01 KALIBOJA,20323674,Kaliboja,KALIBOJA,KEC. PANINGGARAN,KAB. PEKALONGAN,PROV. JAWA TENGAH,NEGERI,SD,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Pemerintah Daerah,,421.2/005586/96,12-09-1986,421.2/005586/96,12-09-1986,Silakan Upload SK,,B,0,1. Telkomsel Flash,2. Lainnya (Wavelan),PLN,,,sd1kaliboja@gmail.com,,-7.196700000000,109.616600000000,4,0,0,6,Double Shift/6 hari,,2022/2023-2,450,10,0,1,1,4,0,0,0,3,0,1,0,4,0,0,3,1,1,0,2,0,0,1,0,1,3,SD 2013,Telkomsel Flash,1,1,1,1,1,1,,,
