kode_kec,nama,link_dapo,link_sekolah_kita,last_sync,akreditasi,kurikulum,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus_dilayani,nama_bank,cabang_kcp/unit,rekening_atas_nama,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listrik,akses_internet,alamat,rt_/_rw,dusun,desa_/_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
021125,TK AISYIYAH,https://dapo.kemdikbud.go.id/sekolah/6DEFC1D28CD711CD8F8B,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/13c937b3-bde7-43e4-a94a-59053b3365e1,14 Mar 2023 11:12:48,C,Kurikulum 2013,20259899,Swasta,TK,Yayasan,421.1/1432-Disdik,2004-06-11,421.1/1432-Disdik,2004-06-11,Tidak ada,BPD JABAR BANTEN,KADUNGORA,20259899 TK AISYIYAH,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,450,Telkomsel Flash,KP. BABAKAN PAKU HAJI 01/13,1 / 13,,Leuwigoong,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,46,24,22,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021125,TK AL-GHIFARI 1,https://dapo.kemdikbud.go.id/sekolah/CCE0B42E294CFFD4CA2F,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/6f64617b-112a-4821-964f-32f6fa3cbfb5,22 Feb 2023 15:48:57,,Kurikulum 2013,20259982,Swasta,TK,Yayasan,421.1/4102-Disdik,2013-12-27,421.1/4102-Disdik,2013-12-27,Tidak ada,BPD JABAR BANTEN,KANTOR KAS LEUWIGOONG,20259982 TK AL GHIFARI 1,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Telkomsel Flash,KP.TAMBAKAN KOMP.SDN MARGACINTA,2 / 5,Kp. Tambakan,Margacinta,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,22,12,10,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021125,TK AL-GHIFARI 2,https://dapo.kemdikbud.go.id/sekolah/49709EFEF6A8090E21CE,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/cd530fef-4b87-46c8-941d-e0e1240612aa,22 Mar 2023 21:47:41,B,Kurikulum 2013,20259983,Swasta,TK,Yayasan,039/TK-AG/I/2013,2013-01-23,421.1/4109-Disdik,2013-12-27,Tidak ada,BPD JABAR BANTEN,KADUNGORA,20259983 TK AL GHIFARI 2,Bersedia Menerima,Kombinasi,Belum Bersertifikat,,900,Tidak Ada,KP.CIKUKUK DS.MAGACINTA,4 / 1,,Margacinta,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,22,11,11,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021125,TK BAETUL MUSLIMIN,https://dapo.kemdikbud.go.id/sekolah/499C84B395B81F2FC471,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/4559d9f3-2f56-47c8-88dc-cc8386e793e3,14 Mar 2023 11:35:28,C,Kurikulum 2013,20260067,Swasta,TK,Yayasan,421.1/1034,2008-04-29,421.1/1034,2008-04-29,Tidak ada,BPD JABAR BANTEN,LEUWIGOONG,20260067 TK BAETUL MUSLIMIN,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,450,Telkomsel Flash,KP. RANDU KURUNG DS. LEUWIGOONG,3 / 11,LEUWIGOONG,Leuwigoong,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,21,12,9,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
021125,TK ISLAM TERPADU ASY-SYAFIIYAH,https://dapo.kemdikbud.go.id/sekolah/D248B05A07DEEA3A8B2C,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/c12c4601-0e2a-4d90-aae2-e71e93775c33,14 Mar 2023 09:12:04,,Kurikulum 2013,70011010,Swasta,TK,Yayasan,800/884-Disdik,2021-06-02,800/884-Disdik,2021-06-02,Tidak ada,BPD JABAR BANTEN,KCP LEUWIGOONG,70011010 TK IT ASY SYAFIIYAH,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,2800,Telkomsel Flash,Jalan Raya Sindang Awat RT 01 RW 12,1 / 12,,Leuwigoong,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,34,17,17,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,
021125,TK MATHLAUL ANWAR,https://dapo.kemdikbud.go.id/sekolah/06AB4775860D5B23A23F,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/184bb452-39e6-47f9-b734-b9c790e6f47e,14 Sep 2022 00:18:57,C,Kurikulum 2013,20260157,Swasta,TK,Yayasan,421.1/1835-Disdik,2005-03-19,421.1/1835-Disdik,2005-03-19,Tidak ada,BPD JABAR BANTEN,LEUWIGOONG,20260157 TK MATHLAUL ANWAR,,,,,,,KP.CIBATEK DS.MARGAHAYU,2 / 2,Kp Cibatek,Margahayu,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021125,TK MIFTAHUL FALAH,https://dapo.kemdikbud.go.id/sekolah/D1BEF04BAFBB0CBE396B,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/24d96e08-efc2-445b-85e9-38147425660d,22 Jan 2023 16:59:07,C,Kurikulum 2013,20260164,Swasta,TK,Yayasan,421.1/764-Disdik,2008-04-10,421.1/764-Disdik,2008-04-10,Tidak ada,BPD JABAR BANTEN,KADUNGORA - GARUT,20260164 TK MIFTAHUL FALAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,KP. CIBUYUNG,2 / 14,,Sindangsari,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,2,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,37,16,21,2,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021125,TK PGRI I,https://dapo.kemdikbud.go.id/sekolah/CA003B7FD720786F0B81,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/a80e899e-57dc-475e-acbc-a95e05d13ddf,15 Mar 2023 00:53:35,B,Kurikulum 2013,20260204,Swasta,TK,Yayasan,01/YPLP-PGRI/Kpt/2001,2001-01-30,420.1/1497-dispend,2001-03-03,Tidak ada,BPD JABAR BANTEN,KCP Kadungora,20260204 TK PGRI I,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,JL.RAYA LEUWIGOONG KP. PASAR KALER,1 / 1,Kp.Pasar,Leuwigoong,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,3,3,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,62,35,27,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021125,TK PGRI II,https://dapo.kemdikbud.go.id/sekolah/73BB7B5721638AE76A7F,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/21e81b1a-ffa8-496e-ae88-9f785a6c34c2,15 Feb 2023 19:15:18,C,Kurikulum 2013,20260212,Swasta,TK,Yayasan,420.1/1497-Dispend,2001-09-03,420.1/1497-Dispend,2001-09-03,"I,J,K",BPD JABAR BANTEN,KADUNGORA,20260212 TK PGRI II,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Axis,KP. BURUJUL MARGAHAYU,1 / 4,KP. BURUJUL,Margahayu,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,3,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,57,33,24,3,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,
021125,KB AL BADRIYYAH,https://dapo.kemdikbud.go.id/sekolah/DD514B79E32EBB4059D8,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/b7512945-ab60-489a-bcbb-27aec2a69b45,31 Jan 2023 15:11:36,C,Kurikulum 2013,69867460,Swasta,KB,Yayasan,,,421.9/2981 DISDIK,,Tidak ada,BPD JABAR BANTEN,GARUT,69867460 KB AL BADRIYYAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Smartfren,KP BUNGBANG,1 / 13,2,MARGAHAYU,Kec. Leuwigoong,Kab. Garut,Prov. Jawa Barat,44192,-7,107,5,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,59,27,32,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,
