kode_kec,nama,link_dapo,link_sekolah_kita,last_sync,akreditasi,kurikulum,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus_dilayani,nama_bank,cabang_kcp/unit,rekening_atas_nama,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listrik,akses_internet,alamat,rt_/_rw,dusun,desa_/_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
071806,TK NEGERI KECUPAK,https://dapo.kemdikbud.go.id/sekolah/012C5778E05BB97AC823,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/bdb67a44-7c84-47ba-ac54-563b72890906,29 Mar 2023 01:49:39,C,Kurikulum 2013,10261299,Negeri,TK,Pemerintah Daerah,,,,,Tidak ada,BPD SUMATERA UTARA,Salak,10261299 BOP TK NEGERI KECUPAK,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,900,Telkomsel Flash,KECUPAK,0 / 0,kuta sabah,KECUPAK,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,0,0,4,4,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,50,26,24,4,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
071806,Karina,https://dapo.kemdikbud.go.id/sekolah/E9D743DD291AC7FCCC9D,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/287d4e17-c4a7-4223-ac16-35cd609d7742,13 Mar 2023 15:36:02,,Kurikulum 2013,69831755,Swasta,KB,Lainnya,,,107,,Tidak ada,Bank SUMUT,cabang,rek_atas_nama,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Sindeka-Siguang-guang,/,Sigelanggang,AORNAKAN I,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,17,8,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
071806,KB SADA UKUR,https://dapo.kemdikbud.go.id/sekolah/5AB1CD0FB34D22CB4C06,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/c9485295-191a-4e53-8110-7ece802ef8a2,23 Mar 2023 19:30:16,,Kurikulum 2013,70013972,Swasta,KB,Yayasan,Ijin Penyelenggaraan Satuan Pendidikan Non Formal,2021-05-20,Nomor Induk Berusaha,2021-05-20,Tidak ada,,,,Bersedia Menerima,Pagi,Belum Bersertifikat,,900,Tidak Ada,Simerpara,/,,Simerpara,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,29,19,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
071806,PAUD KASAH,https://dapo.kemdikbud.go.id/sekolah/C1AA13B1456EC7A8FAF5,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/65ef03e8-8c4a-4fd7-8cdd-4d213511fd87,19 Feb 2023 20:24:10,,Kurikulum 2013,69859315,Swasta,KB,Lainnya,,2011-11-03,420/0409/PLS/II/2014,2014-02-05,Tidak ada,BPD SUMATERA UTARA,salak,69859315 PAUD KASAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Sinderung,/,Sinderung,Aornakan I,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,27,12,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
071806,PAUD MAKIN PANDE,https://dapo.kemdikbud.go.id/sekolah/B42450CE446C33BFA52F,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/2094d455-271c-4213-a72c-69700c68ee94,,,,70001182,Swasta,KB,Yayasan,220105242544,2020-02-24,420/0516/DISDIK/III/2020,2020-03-04,Tidak ada,Bank Sumut,Kantor Cabang Pembantu,PAUD MAKIN PANDE,,,,,,,DESA KECUPAK II,/,Kecupak II,Kecupak Ii,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
071806,PAUD NCIHO KIDS,https://dapo.kemdikbud.go.id/sekolah/E2A523FBBE1330F30AB8,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/6c0d939b-b345-405a-b426-c164f30b16de,07 Mar 2023 21:28:21,,Kurikulum 2013,70008818,Swasta,KB,Yayasan,1239000102713,2021-01-21,420/0348/DISDIK/III/2021,2021-03-03,Tidak ada,BPD SUMATERA UTARA,salak,70008818 PAUD NCIHO KIDS,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,Jl. Mpu Bada Dusun Gendan I Desa Kecupak II,/,,Kecupak Ii,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,0,0,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,28,13,15,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
071806,Rampak,https://dapo.kemdikbud.go.id/sekolah/9E8C066700D6BBD9F663,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/6c410f90-5f8d-4312-b530-f7548400fa8f,21 Feb 2023 20:06:43,,Kurikulum 2013,69859317,Swasta,KB,Lainnya,,,420/2250/PLS/VII/2014,,Tidak ada,BPD SUMATERA UTARA,Salak,69859317 PAUD RAMPAK,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Nambunga Buluh,/,Nambunga Buluh,KECUPAK I,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,31,13,18,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
071806,Tunas Harapan,https://dapo.kemdikbud.go.id/sekolah/09AA2041593931A5D4AC,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/0ebdf825-512f-41f8-a730-36783b639677,,,,69859316,Swasta,KB,Pemerintah Pusat,,,106,,Tidak ada,nama_bank,cabang,rek_atas_nama,,,,,,,Aornakan-Kecupak,/,,KECUPAK I,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
071806,SD NEGERI 030414 KECUPAK,https://dapo.kemdikbud.go.id/sekolah/57817F6F148B1F74A1DD,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/80341dd9-2ef5-e011-ab9a-7f9a5cecdd7c,29 Mar 2023 12:18:17,B,Kurikulum 2013,10208667,Negeri,SD,Pemerintah Daerah,,1958-12-12,,1910-01-01,Tidak ada,BPD SUMATERA UTAR...,BPD SUMATERA UTARA CABANG SALAK...,SDN030414KECUPAK...,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,KECUPAK,0 / 0,Gendan,Kecupak Ii,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,2,98,9,9,0,0,0,0,0,1,2,0,1,10,2,1,19,15,15,6,21,12,10,11,15,20,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,3,165,92,73,9,9,1,1,0,0,0,0,1,1,1,1,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,
071806,SD NEGERI 030425 SIMERPARA,https://dapo.kemdikbud.go.id/sekolah/471B3EAE4E7650FB799F,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/70511dd9-2ef5-e011-9120-45765d41de1c,25 Mar 2023 12:51:42,B,Kurikulum 2013,10208698,Negeri,SD,Pemerintah Daerah,,1959-12-12,,1910-01-01,Tidak ada,Bank sumut,Salak,BOS SDN 030425 SIMERPARA,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,1298,Tidak Ada,Simerpara,0 / 0,Kecupak 1,SIMERPARA,Kec. Pergeteng-geteng Sengkut,Kab. Pakpak Bharat,Prov. Sumatera Utara,22272,2,98,6,6,0,0,0,0,0,1,1,6,4,5,0,2,4,6,3,6,4,6,2,6,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,2,47,19,28,7,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
