kode_kec,nama,link_dapo,link_sekolah_kita,last_sync,akreditasi,kurikulum,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus_dilayani,nama_bank,cabang_kcp/unit,rekening_atas_nama,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listrik,akses_internet,alamat,rt_/_rw,dusun,desa_/_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
021121,TK AL-FATH,https://dapo.kemdikbud.go.id/sekolah/A4C1A873FC437CEE6724,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/631a9846-5606-47e1-97a0-c086286b3e59,23 Jan 2023 08:08:32,,Kurikulum 2013,69867170,Swasta,TK,Yayasan,421.1/4121-DISDIK,2013-12-31,421.1/204-Disdik,2018-06-29,Tidak ada,BPD JABAR BANTEN,Wanaraja,69867170 TK AL FATH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,JL. CIKOLE BLOK 28,1 / 7,,Wanasari,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,,-7,108,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16,8,8,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK AL-IKHLAS,https://dapo.kemdikbud.go.id/sekolah/D56B9317B2FBEE728096,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/ad325abc-24ca-4b8b-a6e5-2f431c759f7b,23 Jan 2023 08:15:39,A,Kurikulum 2013,69867168,Swasta,TK,Yayasan,,,421.1/3603,,Tidak ada,BPD JABAR BANTEN,WANARAJA,69867168 TK AL IKHLAS,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,HP SINDANGSARI RT 01 RW 02,1 / 2,CINUNUK,CINUNUK,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,107,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,15,3,12,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK AL-IKHSAN,https://dapo.kemdikbud.go.id/sekolah/98E010C47E4BD5AEA4DB,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/123a3fbd-980b-4aa9-b6e0-88ce402f500e,22 Jan 2023 22:15:07,C,Kurikulum 2013,20271623,Swasta,TK,Yayasan,421.1/2324-Disdik,2011-06-06,045/1498-Disdik,2020-09-04,Tidak ada,BPD JABAR BANTEN,cabang,20271623 TK AL IKHSAN,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,KP. KUDANG,1 / 4,Wanajaya,Wanajaya,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,107,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17,8,9,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK AN-NUR,https://dapo.kemdikbud.go.id/sekolah/06C4E5B3A647ACE8BAD8,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/9248ab1f-e469-49d4-b5a4-e1d5a1cdf87c,22 Jan 2023 21:02:32,C,Kurikulum 2013,69867171,Swasta,TK,Yayasan,421.1/4121-Disdik,2013-12-31,045/1388-Disdik,2020-08-20,Tidak ada,BPD JABAR BANTEN,WANARAJA,69867171 TK AN NUR,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,JL.CIKOLE NO 62 RT 03 RW 05,3 / 5,WANASARI,Wanasari,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,107,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,21,13,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK AR-RIDHO FILLAH,https://dapo.kemdikbud.go.id/sekolah/B14C28BB88C5087036F1,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/29bf6114-5493-4515-9ae9-01bfa1842460,23 Jan 2023 07:59:15,B,Kurikulum 2013,20260041,Swasta,TK,Yayasan,421.1/2615-Disdik,2008-11-12,421.1/202-Disdik,2008-11-12,Tidak ada,BPD JABAR BANTEN,Wanaraja,20260041 TK AR RIDHO FILLAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,KP. BABAKAN TIPAR,2 / 7,,Wanajaya,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,107,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,52,22,30,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK HUSNUL KHOTIMAH,https://dapo.kemdikbud.go.id/sekolah/F8548338FD3D305E6C5B,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/67fb7b4d-de9e-4d8d-b722-91b8dab525e4,28 Feb 2023 14:05:43,C,Kurikulum 2013,69905138,Swasta,TK,Yayasan,421.1/3380-Disdik,2016-08-03,421.1/203-Disdik,2018-06-29,Tidak ada,BPD JABAR BANTEN,KCP Wanaraja Garut,69905138 TK HUSNUL KHOTIMAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Kp. Pangkalan,0 / 0,2,Sindangratu,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,107,2,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,43,21,22,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK INSAN BAROKAH,https://dapo.kemdikbud.go.id/sekolah/33616E18863451260628,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/d33ca81a-d26c-4830-a0b0-7abbb54b60a8,23 Jan 2023 08:33:23,B,Kurikulum 2013,20260347,Swasta,TK,Yayasan,421.1/4121-DIsdik,2013-12-31,421.1/4121-DIsdik,2013-12-31,Tidak ada,BPD JABAR BANTEN,WANARAJA,20260347 TK INSAN BAROKAH,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Tidak Ada,KP. GARAWANGSA RT.002 RW. 004,3 / 4,,SINDANGPRABU,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,108,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,25,8,17,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK ISLAM AL JANNAH,https://dapo.kemdikbud.go.id/sekolah/C3DEE27014F82B3F3683,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/e00ecfee-8dae-42ab-bcd1-9d87f40f77ff,24 Jan 2023 22:34:16,,Kurikulum 2013,70031140,Swasta,TK,Yayasan,800/1076-Disdik,2022-04-27,800/1076-Disdik,2022-04-27,Tidak ada,BPD JABAR BANTEN,KCP WANARAJA,70031140 TK ISLAM AL JANNAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,Kp. Cimalaka RT 03 RW 05,/,,Wanaraja,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,10,5,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,
021121,TK MANBAUL IMAN,https://dapo.kemdikbud.go.id/sekolah/7ADFE0539FAB897A2A32,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/66cbbff9-acd7-4152-aaa0-e7884e660dc7,27 Jan 2023 09:44:41,B,Kurikulum 2013,20260156,Swasta,TK,Yayasan,421.1/3468-Disdik,2007-11-05,421.1/202-Disdik,2018-06-29,Tidak ada,BPD JABAR BANTEN,Wanaraja,20260156 TK MANBAUL IMAN,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,KP.CIKENDAL DS. WANAMEKAR,2 / 7,,Wanamekar,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,107,2,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,37,17,20,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
021121,TK PELANGI,https://dapo.kemdikbud.go.id/sekolah/1CECB7D1EF7238F86BBB,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/0f087087-1199-4448-949d-3db8b739071a,24 Aug 2022 13:12:48,B,Kurikulum 2013,69904252,Swasta,TK,Yayasan,07/YPM/VII/2013,2013-07-15,421.1/419-Disdik,2018-08-27,Tidak ada,BPD JABAR BANTEN,WANARAJA,69904252 TK PELANGI,,,,,,,Kp. Pasir Kacapi RT 01/01,1 / 1,WANASARI,Wanasari,Kec. Wanaraja,Kab. Garut,Prov. Jawa Barat,44183,-7,107,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
