kode_kec,nama,link_dapo,link_sekolah_kita,last_sync,akreditasi,kurikulum,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus_dilayani,nama_bank,cabang_kcp/unit,rekening_atas_nama,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listrik,akses_internet,alamat,rt_/_rw,dusun,desa_/_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rombel,guru_kelas,guru_matematika,guru_bahasa_indonesia,guru_bahasa_inggris,guru_sejarah_indonesia,guru_pkn,guru_penjaskes,guru_agama_budi_pekerti,guru_seni_budaya,ptk_laki,ptk_perempuan,pegawai_laki,pegawai_perempuan,pd_kelas_1_laki,pd_kelas_1_perempuan,pd_kelas_2_laki,pd_kelas_2_perempuan,pd_kelas_3_laki,pd_kelas_3_perempuan,pd_kelas_4_laki,pd_kelas_4_perempuan,pd_kelas_5_laki,pd_kelas_5_perempuan,pd_kelas_6_laki,pd_kelas_6_perempuan,pd_kelas_7_laki,pd_kelas_7_perempuan,pd_kelas_8_laki,pd_kelas_8_perempuan,pd_kelas_9_laki,pd_kelas_9_perempuan,pd_kelas_10_laki,pd_kelas_10_perempuan,pd_kelas_11_laki,pd_kelas_11_perempuan,pd_kelas_12_laki,pd_kelas_12_perempuan,pd_kelas_13_laki,pd_kelas_13_perempuan,jumlah_kirim,ptk,pegawai,pd,pd_laki,pd_perempuan,before_ruang_kelas,after_ruang_kelas,before_ruang_perpus,after_ruang_perpus,before_ruang_lab,after_ruang_lab,before_ruang_praktik,after_ruang_praktik,before_ruang_pimpinan,after_ruang_pimpinan,before_ruang_guru,after_ruang_guru,before_ruang_ibadah,after_ruang_ibadah,before_ruang_uks,after_ruang_uks,before_toilet,after_toilet,before_gudang,after_gudang,before_ruang_sirkulasi,after_ruang_sirkulasi,before_tempat_bermain_olahraga,after_tempat_bermain_olahraga,before_ruang_tu,after_ruang_tu,before_ruang_konseling,after_ruang_konseling,before_ruang_osis,after_ruang_osis,before_bangunan,after_bangunan,identitas_valid,ptk_valid,pd_valid,prasarana_valid,total_valid,sekolah_id,semester_id,sumber_air,sumber_air_minum,kecukupan_air_bersih,jamban_kk,tipe_jamban,jml_hari_cuci_tangan,jml_wastafel,jml_wastafel_rusak,air_mengalir_wastafel,memiliki_drainase,menguras_tangki_septik
241222,TK NEGERI GETSEMANI,https://dapo.kemdikbud.go.id/sekolah/3E08C2436465129900C5,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/875515c2-75bc-4dc0-b54a-f9d476dc2bd5,27 Jan 2023 20:52:29,C,Kurikulum 2013,69946618,Negeri,TK,Pemerintah Daerah,526/DISPEND.421.1/X/2020,2020-10-09,526/DISPEND.421.1/X/2020,2020-10-09,Tidak ada,BPD NUSA TENGGARA TI,WAINGAPU,69946618 TK NEGERI GETSEMANI,Bersedia Menerima,Pagi,Belum Bersertifikat,,1300,Telkomsel Flash,LAI HAU,12 / 6,MONDU LAMBI,Lai Hawu,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,-9,119,4,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,44,20,24,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
241222,KB ANUGRAH,https://dapo.kemdikbud.go.id/sekolah/F3A803E863168E144B02,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/c0fa48f5-6441-4f62-83fe-e3df0198623e,30 Jan 2023 09:40:48,,Kurikulum 2013,69989320,Swasta,KB,Yayasan,45 / SKP / PEM / UM / XII/2019,2017-12-04,PEND. 421.1/5.635/IX/2017,2017-12-04,Tidak ada,BPD NUSA TENGGARA TI,CAPEM WAINGAPU UNIT LEWA,69989320 KB ANUGRAH,Bersedia Menerima,Pagi,Proses Sertifikasi,Diesel,800,Tidak Ada,NGADU MALANAK,7 / 4,Ngadu Praing,Umamanu,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,-9,119,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,43,24,19,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
241222,KB KASIH IBU,https://dapo.kemdikbud.go.id/sekolah/742B9AEB7A240C0C50B5,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/642a3f61-e889-43be-939f-6a070f84fe1b,07 Mar 2023 19:03:10,,Kurikulum 2013,69974775,Swasta,KB,Lainnya,,2016-11-23,PPO.421.1/7.135/XI/2016,2016-11-23,Tidak ada,BPD NUSA TENGGARA TI,LEWA,69974775 KB KASIH IBU,Bersedia Menerima,Pagi,Proses Sertifikasi,PLN,900000,Telkomsel Flash,LAI HAU,13 / 7,Lata Lanyir,Lai Hawu,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87151,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,31,21,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
241222,KB PRAIMARADA HAMU,https://dapo.kemdikbud.go.id/sekolah/D70DC5C26243A387FF3D,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/8ce96d42-6421-40ba-b225-abbbf7f5f8cc,28 Jan 2023 07:10:44,,Kurikulum 2013,70026575,Swasta,KB,Lainnya,PEND.421.1/157/I/2020,2020-01-15,PEND.421.1/4.212/VIII/2022,2020-01-15,Tidak ada,BPD NUSA TENGGARA TI,BANK NTT,70026575 KB PRAIMARADA HAMU,Bersedia Menerima,Pagi,Belum Bersertifikat,,900,Telkomsel Flash,DESA MONDU LAMBI KECAMATAN LEWA TIDAHU,4 / 2,Dusun 1,Mondu Lambi,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,0,0,3,3,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,25,11,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,
241222,KB TUNAS BARU,https://dapo.kemdikbud.go.id/sekolah/43A8C88413A06C5EBD62,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/892c02a6-c32a-48b4-a9ef-71ff4b535822,30 Jan 2023 12:24:12,,Kurikulum 2013,70001621,Swasta,KB,Lainnya,PEND.421.1/6.482/XII/2019,2019-12-17,PEND.421.1/6.482/XII/2019,2019-12-17,Tidak ada,BPD NUSA TENGGARA TI,CABANG WAINGAPU / UNIT LEWA,70001621 KB TUNAS BARU,Bersedia Menerima,Pagi,Proses Sertifikasi,Diesel,500,Telkomsel Flash,DESA KANGELI KECAMATAN LEWA TIDAHU,1 / 1,DUSUN 1,Kangeli,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,18,11,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
241222,VIADOLOROSA,https://dapo.kemdikbud.go.id/sekolah/C93DFCBA178695DB9584,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/dd05c031-2893-4ac4-9781-425cd4b6b566,31 Jan 2023 19:05:31,,Kurikulum 2013,69993039,Swasta,KB,Lainnya,PEND. 421.1/6.481/XII/2019,2019-12-17,PEND. 421.1/6.481/XII/2019,2019-12-17,Tidak ada,BPD NUSA TENGGARA TI,CAPEM LEWA,69993039 VIADOLOROSA,Bersedia Menerima,Pagi,Belum Bersertifikat,Tidak Ada,0,Telkomsel Flash,RT 05/RW 02 KANJIRU METING,5 / 3,PANDELA ANARARA,Kangeli,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,22,15,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,
241222,SD INPRES KANGELI,https://dapo.kemdikbud.go.id/sekolah/3E7105EDB624C6E28E2D,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/20815d39-033c-e111-9397-71ef6b1cab7d,28 Feb 2023 13:29:54,B,Kurikulum 2013,50303870,Negeri,SD,Pemerintah Pusat,0,1983-03-01,204/PK.421.1/1.644/VII/2008,2008-07-10,Tidak ada,BANK NTT,LEWA,DANA BOS APBN SDI KANGELI,Bersedia Menerima,Pagi,Belum Bersertifikat,Diesel,220,Telkomsel Flash,Kangeli,6 / 3,PANDELA ANARARA,Kangeli,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,-9,119,7,7,0,0,0,0,0,1,2,0,2,7,1,0,9,17,14,11,22,6,11,21,16,3,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,152,85,67,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,,,,,,,,,,,,,,,,,,
241222,SD INPRES PRAIMARADA,https://dapo.kemdikbud.go.id/sekolah/D55B1E31186E2A714FAD,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/404b5e39-033c-e111-8ebd-1d430b1bf049,30 Mar 2023 19:00:03,B,Kurikulum 2013,50303916,Negeri,SD,Pemerintah Pusat,29/07/1983,1983-07-29,204/PK.421.1/1.644/III/2008,1910-01-01,Tidak ada,BANK NTT,Lewa,SD INPRES PRAIMARADA,Bersedia Menerima,Pagi,Belum Bersertifikat,Tidak Ada,0,Telkomsel Flash,Ngadu Malanak,2 / 1,Ngadu Praing,Umamanu,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,-9,119,6,6,0,0,0,0,0,5,2,0,2,5,1,4,19,11,6,9,18,7,6,8,12,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,5,113,67,46,8,8,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
241222,SD NEGERI LAI HAU,https://dapo.kemdikbud.go.id/sekolah/51383648CCE01D06D058,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/00c25d39-033c-e111-9ea7-050656344523,07 Mar 2023 20:07:44,C,Kurikulum 2013,50303726,Negeri,SD,Pemerintah Pusat,204/PK.421.1/1.644/VII/2008,1976-03-01,278/880.421/21.498/i/2011,2008-07-10,Tidak ada,BANK PEMBANGUNAN DAE,LEWA,DANA BOS APBN SDN LAIHAU,Bersedia Menerima,Pagi,9001,PLN,1300,Telkomsel Flash,Jl Lai Hau; Rt 12 / Rt 06,12 / 6,MONDU LAMBI,Kangeli,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,-9,119,10,10,0,0,0,0,0,2,2,0,4,10,0,2,20,21,20,21,21,10,20,20,11,10,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,2,216,119,97,10,10,1,1,1,1,0,0,1,1,1,1,0,0,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,14,15,,,,,,,,,,,,,,,,,,
241222,SD NEGERI LAI KAKEREK,https://dapo.kemdikbud.go.id/sekolah/2E4D8EFBD8247E51C405,http://sekolah.data.kemdikbud.go.id/index.php/chome/profil/c4234699-6fc1-4970-b8fb-977d2e16df43,28 Feb 2023 21:19:39,C,Kurikulum 2013,69855659,Negeri,SD,Pemerintah Daerah,228/PPO.503/1.259/IV/2014,2014-04-11,228/PPO.503/1.259/IV/2014,2014-04-11,Tidak ada,BANK NTT,CAPEM LEWA,DANA BOS APBN SDN LAI KAKEREK,Bersedia Menerima,Pagi,Belum Bersertifikat,Lainnya,2500,Tidak Ada,kangeli,1 / 1,KALUDANG MAHAMU,Kangeli,Kec. Lewa Tidahu,Kab. Sumba Timur,Prov. Nusa Tenggara Timur,87157,-9,119,6,6,0,0,0,0,0,1,1,1,1,9,1,0,6,4,10,7,13,3,7,13,17,5,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,1,99,57,42,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,,,,,,,,,,,,,,
