prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/136D21A1-B52B-4745-B596-0AF980248F3D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997510,LKP AL-HAYAT,K9997510,KP. Cimalingping RT.01/05,SINDANGSARI,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,PK.02.01.05/330-Disdikbud,18-08-2021,PK.02.01.05/330-Disdikbud,18-08-2021,Lihat SK Operasional,2021-09-17 03,,210,,2.,,085320319164,,alhayatlkp11@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AE35311A-294F-4ED3-8984-B2A0FD61857C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659420,LKP DWI TUNGGAL MANDIRI,K5659420,Jl. Raya Kasomalang Rt.02 Rw.01,KASOMALANG WETAN,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.10/631-DISDIK/2014,12-03-2014,421.10/631-DISDIK/2014,12-03-2014,Silakan Upload SK,,,300,,2.,,,,lpkdtm@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF6431AD-FF36-4FC7-AC81-3CA93EB23D6E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659340,LKP English Comunication Center,K5659340,Jl. Di. Panjaitan 73,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,INDONESIA,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/25274712-976C-42F8-9C61-DBC62CD36411,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5659422,LKP KURNIA SUGEMA SUBANG,K5659422,KP LIMARATUS,SINDANGSARI,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,421.10/146-DISDIK/2011,15-12-2011,421.10/166-DISDIK/2016,25-07-2016,Lihat SK Operasional,2022-01-03 09,,200,,2.,,,0260480951,lkpkurniasugema@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata,
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/5D18B04D-90A2-41C6-A580-2C348DD2B02E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937102,PAKET PP. AL-IKHLAS,69937102,KP. CIJEREHILIR RT. 11/03,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/66982BB4-1F23-4344-AD20-0C9B4CF56449,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9952493,PKBM DWI TUNGGAL MANDIRI,P9952493,JALAN RAYA  KASOMALANG RT 02 RW 01,KASOMALANG WETAN,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.10/042-DISDIK/2010,31-05-2010,421.10/042-DISDIK/2010,31-05-2010,Lihat SK Operasional,2016-10-20 13,B,234,1. Lainnya,2. Lainnya (Serat Optik),PLN,,,dwitunggalmandiri@gmail.com,,-6.695818000000,107.737106000000,23,0,0,21,Pagi/6 hari,,2022/2023-2,900,1,0,1,0,3,1,11,7,21,0,2,0,3,20,1,9,13,2,3,8,2,0,4,4,5,18,1,0,0,0,1,0,0,0,2013,Lainnya
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/24E11600-3A95-46BE-89CE-7BEB4DD08AB0,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9985015,PKBM INDONESIA CERDAS,P9985015,Desa Sindangsari RT.03/RW.05 Kecamatan Kasomalang,SINDANGSARI,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN BINA CENDIKIA ADITAMA,AX4604,421.10/0021-Disdikbud/2020,22-01-2020,421.10/0021-Disdikbud/2020,22-01-2020,Silakan Upload SK,,,300,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,indonesiacerdas.pkbm@gmail.com,,-6.692803700000,107.768795600000,0,0,0,14,Siang/6 hari,,2022/2023-2,"1,350",9,0,1,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,2013,Telkomsel Flash
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B8E10410-F720-45F1-998B-50F123FE45CF,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9959924,PKBM YASUTIRA MULIA,P9959924,KP. SUKAJAYA RT 04 RW 04,KASOMALANG KULON,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.10/058-DISDIK/2015,20-05-2015,421.10/058-DISDIK/2015,20-05-2015,Lihat SK Operasional,2017-04-12 15,C,200,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmyasutira@gmail.com,,-6.682865200000,107.769054400000,6,0,0,5,Siang/6 hari,,2022/2023-2,900,3,0,0,0,0,1,4,1,6,0,0,0,0,6,0,1,5,2,2,1,0,0,1,0,3,3,0,2,1,0,0,0,0,0,Paket C IPS 2013,Telkom Speedy
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/23C0A8F6-BF41-4C18-82EA-9F201B767C3C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69992873,PPS Ar-Raudhoh,69992873,Kp. Legokloa RT/RW. 21/06,KASOMALANG WETAN,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,,,Nomor,20-07-2017,Nomor,20-07-2017,Lihat SK Operasional,2019-12-09 15,,"2,400",,2.,,,,,,.000000000000,.000000000000,0,48,119,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Subang,Kasomalang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F3B7124B-C49D-45B0-B5EF-68CA213EDA23,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936800,PPS. AL-IKHLAS,69936800,KP. CIJEREHILIR RT. 11/03,KEC. KASOMALANG,KAB. SUBANG,PROV. JAWA BARAT,INDONESIA,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,AI1770,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
