prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4F4D4491-207D-463F-AC22-5081740BD2CD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990006,ANEMONE READING SCHOOL INDONESIA,K9990006,Jl.Tukad Sanghyang No.9 Denpasar,PANJER,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,31-03-2017,421.8/8420/Dikpora,15-10-2019,Silakan Upload SK,,,"3,500",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Umum,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4B205C70-99A7-4129-B6CB-4899D065AF0D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669425,ENGLISH CLUB INDONESIA,K5669425,"Jl.Tukad Barito 27 D,Denpasar",PANJER,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,24-10-2008,421.8/6248/Dikpora,07-08-2018,Lihat SK Operasional,2018-09-07 15,A,450,,2.,,,,info@englishclubindonesia.com,www.englishclubindonesia.com,.000000000000,.000000000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D6195CA2-95AE-41D6-B8D2-0A369B0ABC9E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560600,LA DENPASAR,K0560600,Jl. PB Sudirman pertokoan Sudirman Agung No. A-37 Kel. Panjer Denpasar Selatan,PANJER,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,Nomor,25-05-2010,421.8/19212/dikpora,11-12-2017,Silakan Upload SK,,,0,,2.,,,,,,-8.676400000000,115.218900000000,0,0,0,0,KBK Bahasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A7BAB31E-9D3B-43BA-A749-183802F01061,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981360,LKP AKUBANK,K9981360,"Jl.Dewi Madri III Renon,Denpasar",RENON,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,29-10-2013,421.8/2653/Dikpora,27-02-2018,Lihat SK Operasional,2019-05-09 08,,"1,380",,2.,,,,literaturnegeri@gmail.com,www.akubank.co.id,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7E0ED679-E7AE-4983-A7CC-DD8A471CEC9B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996716,LKP AMERTA BAKTI,K9996716,Jl.Tukad Citarum No.5 B.Renon,RENON,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,12-12-2018,750/15/1566/DS/DPMPTSP/2020,16-10-2020,Lihat SK Operasional,2020-10-21 13,,60,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F587DB24-A65B-4E36-AD88-1025C39A1DB6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560575,LKP Bali Bisa,K0560575,"Jl. Sekuta No. 57A Sanur, Denpasar, Bali 80228",SANUR,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,B,0,,2.,,,0361281289,info@balibisa.com,www.balibisa.com,-8.692910000000,115.256376000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E6FF9A86-5E15-45F9-AB8B-288F6A0F8743,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981407,LKP Bali School Of Culinary Art,K9981407,Jln. Tukad Balian  no. 15,RENON,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.8/11318/DIKPORA,28-12-2018,421.8/11318/DIKPORA,28-12-2018,Lihat SK Operasional,2019-05-21 11,,"1,705",,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/FF09FFB1-046D-4225-91D4-C153F8AA748B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667149,LKP CV Ideo Bali SPA,K5667149,Jl. Betngandang II No. 21 Sanur,SANUR KAUH,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,25,19-06-2015,421.8/5383/Dikpora,10-11-2015,Lihat SK Operasional,2016-10-31 14,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3540A078-D48C-4CB7-89B7-19A3C918598B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0560552,LKP Ganesha prima,K0560552,Jl.Raya sesetan no.473,SESETAN,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,0,,2.,,,,ganeshapkbm01@gmail.com,Jl Kaswari gang dewi Sri 1 Br Semaga Kel Penatih  Denpasar,-8.696600000000,115.219200000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Bali,Kota Denpasar,Denpasar Selatan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/656CE16D-BA8A-45D3-B9C1-16F3575E8BED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9989723,LKP HURRY JAPANESE LANGUAGE SCHOOL,K9989723,Jl Hang Tuah No.18 Denpasar,RENON,KEC. DENPASAR SELATAN,KOTA DENPASAR,PROV. BALI,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,Nomor,17-12-2018,421.8/5070/DIKPORA,14-05-2019,Lihat SK Operasional,2019-09-20 09,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
