prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/223D3288-0FA9-4697-AAA2-15FD15D6EF89,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2965602,PKBM Ar Rahman,P2965602,Jl.Lintas Tente Bima RT 01 RW 01,TALABIU,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan PKBM ARRAHMAN,AF9240,183,30-03-2007,004/05/01.1/D/PKBM.WH/2018,26-12-2018,Lihat SK Operasional,2019-03-25 09,B,456,1. -,2. Telkomsel Flash,PLN,,,nurul.komaripuji@gmail.com,,-8.552200000000,118.673600000000,3,0,0,3,2013,Sore/6 hari,,2022/2023-2,Tidak Ada,899,3,0,1,2,0,0,3,1,3,0,0,0,0,3,0,1,2,0,1,0,1,0,0,1,2,1,0,3,0,0,0,1,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7757B541-1BEA-4F5F-91CA-4EE47ABC8FA1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963312,PKBM Arif Zulfikar,P2963312,Jl. Lintas Tente Keli,NISA,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,pkbmarifzulfikar@gmail.com,,-8.552200000000,118.673600000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6D06FC3-54BD-4BC9-941C-00D63D7201F8,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2965827,PKBM Cemerlang,P2965827,,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,INDONESIA,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,,,,,Silakan Upload SK,,,100,,2.,,,,,,-8.552200000000,118.673600000000,0,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EEC03F63-DC3C-483E-AD06-EF384769F170,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984261,PKBM DEWANTARA,P9984261,DESA RABAKODO,RABAKODO,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,23,12-10-2011,421.1/03/01.1/D/PKBM.WH/2021,26-12-2018,Silakan Upload SK (link file tidak valid) => [467237-289028--],2021-06-23 22,C,100,,2.,,,,pkbm.dewantara1969@gmail.com,,-8.654892400000,118.652539900000,9,0,0,0,2013,,,2022/2023-2,,,0,0,0,0,0,0,4,9,9,0,0,0,0,9,0,6,3,4,4,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E673798A-22D7-4BF4-9A67-042A291D2B02,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948625,PKBM Nuansa Bening,P9948625,Jln. Buya Hamka,DADIBOU,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,16,11-11-2011,004/09.WH/PKBM/D/2014,01-12-2014,Lihat SK Operasional,2016-10-17 10,,0,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,pkbmnuasa3@gmail.com,,-8.552200000000,118.673600000000,4,0,0,9,2013,Sore/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,0,0,0,0,3,4,4,0,0,0,0,4,0,3,1,1,2,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0EE47954-95AF-40B9-964F-CAD23FD9CF2A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9970692,PKBM REMBULAN,P9970692,DESA TENGA KEC. WOHA,TENGA,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,76,17-04-2007,004/08/01.1/D/PKBM.LG/2018,26-11-2018,Lihat SK Operasional,2018-12-04 15,,48,1. Telkomsel Flash,2. Telkomsel Flash,PLN,,,,,-8.601115600000,118.621708300000,2,0,0,9,Lainnya,Sore/6 hari,,2022/2023-2,Telkomsel Flash,900,3,0,0,0,0,0,7,0,2,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/552823A9-0DA9-4AE3-8BC2-77B8F054BE75,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2965489,PKBM TEMBA SARISE,P2965489,Jln. Lintas Bima Sumbawa,PENAPALI,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,36,27-06-2006,004/05/01.1/D/PKBM.WH/2018,26-12-2018,Silakan Upload SK (link file tidak valid) => [613716-510147--],2022-04-06 04,B,483,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pkbmtembasarise1234@gmail.com,,-8.552200000000,118.673600000000,0,0,0,9,2013,Siang/6 hari,,2022/2023-2,Telkomsel Flash,900,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/216A1964-84AD-47AF-9374-1BD69049F77E,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984377,PKBM UMMI AISYAH,P9984377,Desa Samili,SAMILI,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01,04-04-2018,004/20/01.1/D/PKBM.WH/2018,26-12-2018,Lihat SK Operasional,2019-05-15 07,,800,,2.,,,,pkbm-ummiaiyah@gmail.com,,-8.643212300000,118.630736400000,0,0,0,0,Kursus Umum,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CDAE120E-B1FD-4EE7-AD7A-CE6B30D83FBA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69981273,PPS Al Maliki,69981273,Talabiu,TALABIU,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,,,Kd.19.6/5/PP.00/14/2014,03-01-2014,Kd.19.6/5/PP.00/14/2014,03-01-2014,Lihat SK Operasional,2018-10-16 08,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Nusa Tenggara Barat,Kab. Bima,Woha,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F9E30B43-6312-40D5-883E-E5479C9BEE85,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69981272,PPS Al Wafa,69981272,Godo,RABAKODO,KEC. WOHA,KAB. BIMA,PROV. NUSA TENGGARA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,,,Kd.19.6/5/PP.00/14/2014,03-01-2014,Kd.19.6/5/PP.00/14/2014,03-01-2014,Lihat SK Operasional,2018-10-16 08,,100,,2.,,,,,,.000000000000,.000000000000,0,23,10,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
