prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9EC91450-8BFB-42F8-8508-D3379AE2FA4B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5665544,INTERNATIONAL CAREER COLLEGE,K5665544,Jl. H.R. Soebrantas Panam Pekanbaru,SIMPANG BARU,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Pemerintah Pusat,,05,28-08-2014,420/Bid.Paud.Pnf.2/XI/2017/8995,24-11-2017,Silakan Upload SK,,,0,,2.,,,0761-8418275,international.career.college@gmail.com,www.ic-college.com,.464900000000,101.386200000000,0,0,0,0,KBK Teknologi dan Rekayasa,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E937F1D9-7BF9-4EB6-9A4F-F900666155C7,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997018,LKP BERJAYA,K9997018,JL. SM AMIN NO. 6 PEKANBARU,SIMPANG BARU,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,No.8/06.03/DPMPTSP/XII/2020,03-12-2020,No.37/06.06/DPMPTSP/XII/2020,03-12-2020,Lihat SK Operasional,2021-02-22 09,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6CBC2DDE-07C2-411C-B9B2-EA49C615351B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997631,LKP GARUDA GIVER,K9997631,Jl. Garuda Sakti Km. 2 Gg. Pribadi No.3,SIMPANG BARU,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,NO. 6/06.03/DPMPTSP/VIII/2021,31-08-2021,NO. 31/06.06/DPMPTSP/VIII/2021,31-08-2021,Lihat SK Operasional,2021-11-26 05,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/9DD026F6-D2B6-49B4-98B5-A7632BA52515,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K0564813,LKP Senam Pesona,K0564813,Jl. Delima No. 9 Km 10 Panam,SIMPANG BARU,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,94,27-02-2008,9/06.06/DPMPTSP/V/2019,02-05-2019,Silakan Upload SK,,B,0,,2.,,07618486736,076164664,lkp.pesona@gmail.com,www.senampesona.com,.466160000000,101.404603000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/E5F9161C-D3DF-4320-B1EB-0B922BA6D175,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990001,LKP SMART FAST GLOBAL EDUCATION,K9990001,Jl. HR. Subrantas No. 41,DELIMA,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,AHU-237.AH.02.01,07-05-2012,24/06.06/DPMPTSP/X/2019,29-10-2019,Silakan Upload SK,,,250,,2.,,,0761.6701 124,info@smartfast.net,www.smartfast.net,.000000000000,.000000000000,0,0,0,0,KBK Bisnis dan Manajemen,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F0107538-EE28-4DB1-BA36-1EA8BF74CA8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5667715,LKP SYAF INTENSIVE ENGLISH COURSE,K5667715,GARUDA SAKTI  Gg. BULUH CINA NO. 37,SIMPANG BARU,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,NO. 08,06-05-2013,420/BID.PAUD.PNF.2/III/2017/3108,13-03-2017,Lihat SK Operasional,2017-04-07 14,,120,,2.,,,,siec.pekanbaru@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F31D2A3C-8EE5-4653-BBAC-0284C2152140,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998160,LKP THEELHAWI PEKANBARU,K9998160,JL. PURWODADI UJUNG KOMP. PERUM BOUGENVILLE BLOK C NO. 15,SIDOMULYO BARAT,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,5/60.03/DPMPTSP/VI/2022,29-06-2022,18/60.06/DPMPTSP/VI/2022,29-06-2022,Lihat SK Operasional,2022-07-21 15,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AB018E77-D8AA-4BE5-8283-82FFA9DEF011,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997446,PKBM AR ROYYAN PEKANBARU,P9997446,Jl. Karyawan Ujung,SIDOMULYO BARAT,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,N0. 22/03/DPMP/V/2021,10-05-2021,N0. 22/06/DPMP/V/2021,10-05-2021,Lihat SK Operasional,2021-06-11 16,,109,1. -,2. Telkom Speedy,PLN,,,pkbmarroyan@gmail.com,,.000000000000,.000000000000,7,0,0,6,2013,Sehari Penuh/3 hari,,2022/2023-2,1,3,0,1,0,0,1,2,5,7,0,0,0,1,6,0,4,3,5,0,2,0,0,0,0,1,6,3,0,0,0,1,0,0,0,Tidak Ada
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C3D2312B-9F15-46A0-BDC5-B8C268C7CD84,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997744,PKBM BERJAYA,P9997744,Jl. SM. Amin No. 6 Pekanbaru,SIMPANG BARU,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,NO. 5/06.03/DPMPTSP/XI/2020,31-08-2021,No. 30/06.06/DPMPTSP/VIII/2021,31-08-2021,Lihat SK Operasional,2021-10-15 06,,500,,2.,,,,,,.000000000000,.000000000000,1,0,0,0,2013,,,2022/2023-2,,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Riau,Kota Pekanbaru,Tampan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3F75EAE7-4288-4CE1-8DEF-85E3AF158A8A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2970361,PKBM CAHAYA ILMU,P2970361,"JL. SUKA KARYA RT.02/03, KEL. TUAH KARYA, KEC. TAMPAN, KAB. PEKANBARU, RIAU 282",TUAH KARYA,KEC. TAMPAN,KOTA PEKANBARU,PROV. RIAU,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,1434/DK.2/2005/551.21,23-03-2005,19/06.06/DPMPTSP/IX/2019,17-09-2019,Lihat SK Operasional,2021-05-29 12,C,460,1. Smartfren,2. Telkomsel Flash,PLN,,,pkbmcahayailmu@gmail.com,http,.456015000000,101.386841500000,8,0,0,10,2013,Siang/6 hari,,2022/2023-2,"2,500",4,0,0,0,4,0,8,1,4,1,2,1,4,4,0,5,3,0,1,2,3,0,2,0,4,4,4,0,0,0,0,0,0,0,Smartfren
