prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/090DEC9D-F7CD-4DDF-8870-84F4EAE0B179,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997191,LKP  RUMOH BARO,K9997191,Gampong Rambong,RAMBONG,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1498/2021,23-03-2021,421.9/1498/2021,23-03-2021,Lihat SK Operasional,2021-04-10 07,,500,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/0906DBF8-1CC4-41FE-9082-966BF8FE7A32,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997869,LKP BERKAT TAMPI,K9997869,Gampong Barieh,BARIEH,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/8470/2021,10-12-2021,421.9/8470/2021,10-12-2021,Lihat SK Operasional,2022-03-01 21,,250,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1EBA8389-F173-4258-A1F6-ED75B4FF1E75,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9981271,LKP CEMERLANG,K9981271,Jl. banda Aceh Medan Bandar Mutiara,GAMPONG LADA,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421./9/2028/2019,02-04-2019,421./9/2028/2019,02-04-2019,Lihat SK Operasional,2019-04-15 13,,0,,2.,,,,cemerlangm88@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/947F2F21-18F3-48BA-8C84-DBEA07ADA50A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998592,LKP HASRAD MANDIRI,K9998592,Desa Mee Tanjong Usi,MEE TANJONG USI,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1010/2023,14-03-2023,421.9/1010/2023,14-03-2023,Lihat SK Operasional,2023-04-04 13,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6A378BF4-3132-4D92-8E6F-383D3F86D6E5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996936,LKP HASRATI SOUVENIER,K9996936,Gampong Tongperia,TONG PERIA,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/5081/2020,07-09-2020,421.9/5081/2020,07-09-2020,Lihat SK Operasional,2021-01-25 11,,200,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F11F54BF-2077-4F1C-8EE9-9D00CE611064,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990407,LKP MEUTUAH  KOMPUTER,K9990407,Gampong Jojo,JOJO,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/6595/2019,11-10-2019,421.9/6595/2019,11-10-2019,Lihat SK Operasional,2020-06-24 13,,400,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF1AE3F2-5D40-4C55-A9AC-962C24271818,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990483,LKP MP LEUGUNA,K9990483,"Jln. Banda Aceh-Medan,Blang Malu Gampong Mesjid Usi",MESJID USI,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/3506/2020,06-07-2020,421.9/3506/2020,06-07-2020,Lihat SK Operasional,2020-07-17 12,,400,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D5DCE3E0-9AEF-4263-A12C-0054D071A292,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998363,LKP MUTIARA KURSUS,K9998363,Jl. Tiro Km. 4 Gampong Mesjid Gumpung,MESJID GUMPUENG,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/6947/2022,28-11-2022,421.9/6947/2022,28-11-2022,Lihat SK Operasional,2022-12-02 13,,120,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/7662B871-6D15-4A78-B343-D5614069EBF1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9990172,LKP TUSI SALON,K9990172,GAMPONG MEE TANJONG USI,MEE TANJONG USI,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/432/2020,06-02-2020,421.9/432/2020,06-02-2020,Lihat SK Operasional,2020-02-25 13,,96,,2.,,,,nurjannahusitanjung@gmail.com,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C12BC763-DA84-4A30-8D77-1D5E6EEB7A40,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997414,LKP YANTI MODISTE,K9997414,Mns. Paga  Gampong Jojo,JOJO,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/1522/2021,23-03-2021,421.9/1522/2021,23-03-2021,Lihat SK Operasional,2021-07-21 12,,300,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,KBK Pariwisata
Aceh,Kab. Pidie,Mutiara Timur,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/49DE20C0-A372-40CF-9971-732F593ED48F,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9963145,PKBM MUTIARA ILMU,P9963145,Jl. Banda Aceh Medan Bandar Mutiara,GAMPONG LADA,KEC. MUTIARA TIMUR,KAB. PIDIE,PROV. ACEH,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421/2745/2017,11-09-2017,421/2745/2017,11-09-2017,Lihat SK Operasional,2017-10-06 01,,400,,2.,,,,pkbmmutiarailmu5@gmail.com,,5.264658100000,95.987343700000,3,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,3,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,
