prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,akses_internet_sekolah_kita,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DC64F9E0-3B4C-45ED-ABCC-52EECAC50DCD,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2961036,PKBM SUPRIADI,P2961036,Dsn Brigeen RT 015 RW 05,GEBANGAN,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,,AHU-0003740.AH.01.07.TAHUN 2016,12-01-2016,421.3/014/426.116/2020,30-07-2020,Lihat SK Operasional,2020-08-28 07,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pkbm.supriadi@yahoo.co.id,,-7.774900000000,113.438200000000,8,0,0,2,2013,Sore/6 hari,,2022/2023-2,Telkomsel Flash,0,9,0,1,0,0,0,6,6,8,0,0,0,0,8,0,4,4,1,6,1,0,0,0,0,2,6,0,9,0,0,0,1,0,0
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/A5E6D046-3958-4815-BC70-32E97D04B8ED,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951502,PPS Azzahir,69951502,Widoro,WIDORO,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8769E55D-7557-4AB8-9B7A-2C66E3E5C3BA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69951506,PPS Nurul Hasan,69951506,Dusun Krajan RT/RW. 002/002,SEBORO,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,2930/Kk.13.8/3/PS.00/12/2019,13-12-2019,0125//PPS.NH/P/I/2021,01-01-2021,Lihat SK Operasional,2022-06-06 15,,0,,2.,,,,,,-7.808000000000,113.420000000000,0,18,25,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4BE05017-9E96-4C93-8F67-19DCF825C74A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936975,PPS. AN NURANIYAH,69936975,KREJENGAN,KREJENGAN,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4699B919-EE5F-484B-94C6-296C0CDBEC5C,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936974,PPS. AN NURANIYAH,69936974,KREJENGAN,KREJENGAN,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/EF0B69DE-93ED-4400-A3C4-DA428FDFDC01,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936969,PPS. AZZAHIR,69936969,WIDORO,WIDORO,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/1A1B7DBB-16DC-4D7C-B4F7-E9335E9E8CE5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936968,PPS. AZZAHIR,69936968,WIDORO,WIDORO,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/103C10E5-9A89-40F5-91D1-9DF7CEC863B6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936976,PPS. DARUL HAYAT,69936976,KREJENGAN,KREJENGAN,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CB18BB8D-B52D-41C4-B78C-46E99AB9A130,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936977,PPS. DARUL HAYAT,69936977,KREJENGAN,KREJENGAN,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Jawa Timur,Kab. Probolinggo,Krejengan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/336B7DBD-6BD6-40B6-A7EE-8F6EA9D18351,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69936970,PPS. MIFTAHUL HASANAIN,69936970,RAWAN,RAWAN,KEC. KREJENGAN,KAB. PROBOLINGGO,PROV. JAWA TIMUR,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
