prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,kurikulum,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,akses_internet_sekolah_kita
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/B247898E-B97F-4FD0-94CE-E9EA3E7FD513,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K5669454,LKP AQEELA,K5669454,BTN SOKKO BAMPA BLOK 1 NO. 5,TACCORONG,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,188.4/230/Kpts.Dikbud.01/I/2018,22-01-2018,060/DPMPTSP/VII/2019,30-07-2019,Lihat SK Operasional,2019-08-26 16,,300,,2.,,,,lkp.aqeela@gmail.com,,.000000000000,.000000000000,0,0,0,0,KBK Pariwisata,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D471CA87-44CA-436A-9476-8386999D6A73,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9998350,LKP FATH ESHAN,K9998350,BTN BONGKAS,PAENRE LOMPOE,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,196/DPMPTSPTK/XI/2022,04-11-2022,257/DPMPTSPTK/XI/2022,04-11-2022,Lihat SK Operasional,2022-11-18 14,,84,,2.,,085241434874,,fatheshan29@gmail.com,LKP Fath Eshan,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/4DC1F8CA-84B9-4E74-B1C8-30688ACF43B9,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997746,LKP PANRITA CIPTA USAHA,K9997746,Komp BTN Griya Abadi 4 Blok J1,TACCORONG,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,001/Y-SRZ/IX/2021,08-09-2021,100/DPMPTSP/IX/201,28-09-2021,Lihat SK Operasional,2022-01-07 15,,21,,2.,,082393318004,,lpk_ciptausaha@yahoo.com,www.ciptausaha.com,.000000000000,.000000000000,0,0,0,0,,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/D61610FF-994F-450B-9061-A0EA4C12FD21,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9974042,PKBM AREFA BONTOMASILA,P9974042,Dusun Bontomanai,BONTOMASILA,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan SAFA Andi Abu Hasyim Massarasa,AH6786,042/DPMPTSP/IX/2018,25-09-2018,058/DPMPTSP/IX/2018,25-09-2018,Lihat SK Operasional,2018-12-27 16,,60,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,pkbmarefbontomasila12@gmail.com,,-5.506310200000,120.137383700000,7,0,0,6,2013,Siang/6 hari,,2022/2023-2,"1,300",4,0,0,0,0,0,8,3,7,0,0,0,1,6,0,3,4,5,1,1,0,0,0,0,4,3,4,0,0,0,0,0,0,0,Telkom Speedy
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/14D7AE15-BA8E-41D8-8F8F-F958081D6114,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9980012,PKBM ARSYAM JAYA PRATAMA,P9980012,Borong Manempa,POLEWALI,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN ARSYAM JAYA PRATAMA,AJ2600,043/DPMPTSP/IX/2018,04-09-2018,196/DPMPTSPTK/VIII/2022,02-08-2022,Lihat SK Operasional,2023-03-24 13,,237,1. Telkom Speedy,2. Telkom Speedy,PLN,,,pkbmarsyamjaya@gmail.com,,-5.483866800000,120.174452700000,6,0,0,8,2013,Sehari Penuh/3 hari,,2022/2023-2,900,5,0,0,0,0,3,9,1,5,0,1,0,1,5,0,3,3,0,1,4,1,0,0,0,0,6,5,0,0,0,0,0,0,0,Telkom Speedy
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/C6659B90-67BB-4EE6-82AA-3E026BF14F96,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9984467,PKBM BERKAH BUKIT TINGGI,P9984467,KARANGPUANG DESA BUKIT TINGGI,BUKIT TINGGI,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,005/YBBT/V/2019,20-05-2019,062/DPMPTSPTK/II/2023,20-02-2023,Lihat SK Operasional,2023-03-27 03,,0,1. Smartfren,2. Telkomsel Flash,PLN,,,pkbmberkahbukittinggi93@gmail.com,,-5.535126000000,120.171723400000,2,0,0,9,2013,Sehari Penuh/3 hari,,2022/2023-2,900,3,0,0,1,0,0,12,1,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,Smartfren
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6DD8795D-8B8F-4ED7-8407-72AE477607A1,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948496,PKBM CAHAYA RESKY,P9948496,Jl. Poros Kantor Desa Polewali,POLEWALI,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,858/4078/08.01.01/IX/2016,22-09-2016,858/4078/08.01.01/IX/2016,22-09-2016,Lihat SK Operasional,2016-10-12 14,,750,1. Telkom Speedy,2. Telkomsel Flash,PLN,,,pkbmcahayaresky@gmail.com,,-5.525048300000,120.184470300000,2,0,0,11,2013,Siang/6 hari,,2022/2023-2,"1,300",4,0,0,0,1,0,2,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,Telkom Speedy
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/57545F15-B760-4721-B812-950BD3409AF4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948367,PKBM NURQINA AMALIA,P9948367,Jl. Sukun Gusunge,JALANJANG,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B, Paket C,  dan KKNI Level 1","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Lainnya,AJ2589,122/DPMPTSP/XII/2021,24-12-2021,122/DPMPTSP/XII/2021,24-12-2021,Silakan Upload SK (link file tidak valid) => [806397-524606--],2023-03-24 08,,152,1. -,2. -,PLN,,,nurqina@gmail.com,,-5.455900000000,120.106400000000,7,0,0,9,2013,Sehari Penuh/3 hari,,2022/2023-2,900,7,0,0,1,0,0,7,2,7,0,0,0,1,6,0,3,4,1,2,2,2,0,0,0,0,7,0,0,7,0,0,0,0,0,Tidak Ada
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/850149BF-C530-4032-BE66-D080E8C659BB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997082,PKBM NURUL FALAQ BIALO,P9997082,Jl Biring Ere Desa Bialo,BIALO,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B, Paket C,  dan KKNI Level 1","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,01/YYS-PKBM-NFB/I/2020,06-01-2020,28/DPMPTSP/II/2020,20-02-2020,Lihat SK Operasional,2021-01-20 23,,200,1. -,2. -,PLN,,,Pkbmnurulfalahbialo@gmail.com,,.000000000000,.000000000000,2,0,0,9,2013,Sehari Penuh/3 hari,,2022/2023-2,0,3,0,0,0,1,0,14,1,1,0,1,0,0,2,0,1,1,0,0,1,0,1,0,0,1,1,0,2,1,0,0,0,0,0,Tidak Ada
Sulawesi Selatan,Kab. Bulukumba,Gantarang,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/3C4ACABC-436A-4A00-8473-9F9E1D2C078B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2967691,PKBM TULADANI,P2967691,Jl. Desa Bontoraja,MATTEKKO,KEC. GANTARANG,KAB. BULUKUMBA,PROV. SULAWESI SELATAN,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan LPKBM TULADANI,AJ2620,188.4/952/08.01.01/SK/XI/2014,03-11-2014,188.4/278/Kpts.Dikbud.01/I/2018,25-01-2018,Silakan Upload SK,,,"1,200",1. Telkomsel Flash,2. Telkom Speedy,PLN,041381054,,pkbmtuladani@GMAIL.COM,,-5.492579300000,120.102840600000,6,0,0,9,2013,Siang/6 hari,,2022/2023-2,"1,300",8,0,0,0,0,2,0,4,6,0,0,0,1,5,0,2,4,1,2,0,1,1,1,0,3,3,8,0,0,0,0,0,0,0,Telkomsel Flash
