prov_name,kab_name,kec_name,link_sekolah_kita,link_referensi,nama,npsn,alamat,desa/kelurahan,kecamatan/kota_(ln),kab.-kota/negara_(ln),propinsi/luar_negeri_(ln),status_sekolah,bentuk_pendidikan,program_/_layanan,kementerian_pembina,naungan,npyp,no._sk._pendirian,tanggal_sk._pendirian,nomor_sk_operasional,tanggal_sk_operasional,file_sk_operasional,tanggal_upload_sk_op.,akreditasi,luas_tanah,akses_internet,akses_internet_2,sumber_listrik,fax,telepon,email,website,lintang,bujur,guru,siswa_laki_laki,siswa_perempuan,rombongan_belajar,penyelenggaraan,manajemen_berbasis_sekolah,semester_data,daya_listrik,ruang_kelas,laboratorium,perpustakaan,sanitasi_siswa,guru_pns,guru_gtt,guru_gty,guru_honor,guru_gol_i,guru_gol_ii,guru_gol_iii,guru_gol_iv,guru_sertifikasi,guru_belum_sertifikasi,guru_kurang_dari_s1,guru_s1_atau_lebih,guru_data_kosong,guru_kurang_dari_30_tahun,guru_31_35_tahun,guru_36_40,guru_41_45_tahun,guru_46_50_tahun,guru_51_55_tahun,guru_lebih_dari_55_tahun,guru_laki_laki,guru_perempuan,ruang_kelas_baik,ruang_kelas_rusak_ringan,ruang_kelas_rusak_sedang,ruang_kelas_rusak_berat,perpustakaan_baik,perpustakaan_rusak_ringan,perpustakaan_rusak_sedang,perpustakaan_rusak_berat,kurikulum,akses_internet_sekolah_kita
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/AF39D9E8-13AA-407F-B36B-B5C15E998BFB,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9996933,LKP Juku Gakuin Centre,K9996933,Kp. Cipelah,TAMBAKBAYA,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/2298-Dsdik,14-12-2020,800/2298-Dsdik,14-12-2020,Lihat SK Operasional,2021-01-25 08,,150,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/457F1C2F-605C-46D9-82E4-13C3DBC9E897,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997710,LKP Kafiil Production,K9997710,Kp. Kalangsari Rt. 002 Rw. 002,SIMPANGSARI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN SOFFUL MUTTAQIN 99,AX0850,800/2356-Disdik,17-12-2021,800/2356-Disdik,17-12-2021,Lihat SK Operasional,2021-12-27 10,,72,,2.,,085295019343,,lkpkafiilproduction@gmail.com,lkpkafiilproduction@gmail.com,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KBK Teknologi dan Rekayasa,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/8A634105-AD51-4169-9E71-128A0464665A,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/K9997590,LKP KITA BISA,K9997590,Kp. Cibolang Rt. 02 Rw. 04,SIMPANGSARI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Kursus,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/1993 - Disdik,19-10-2021,800/1993 - Disdik,19-10-2021,Lihat SK Operasional,2021-11-05 01,,100,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/12A895EF-9221-4880-B34D-6727DCF41CDA,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/69937084,PAKET PP. BADAHIYAH I,69937084,KP. RANCADADAP,KARAMATWANGI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,Pondok Pesantren,,Kementerian Agama,Lainnya,,,,,,Silakan Upload SK,,,0,,2.,,,,,,.000000000000,.000000000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/DFA9F01D-E188-4E51-8ED0-14FB1491CA4D,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997557,PKBM AL-FARUQ,P9997557,Kp. Kalapa NUnggal RT 04 RW 04,SIMPANGSARI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/584-Disdik,12-04-2021,800/584-Disdik,12-04-2021,Lihat SK Operasional,2021-07-30 15,,572,1. -,2. Lainnya,PLN,,,,,-7.269300000000,107.804700000000,0,0,0,3,Pagi/6 hari,,2022/2023-2,900,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Paket C IPS 2013,Tidak Ada
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6FD0B3B1-7284-4F7D-9071-E616522ADEA6,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9998464,PKBM AL-JAUHARI,P9998464,Kp. Rancabolang RT 02 RW 08,SIMPANGSARI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN PUTRA CAHAYA ALJAUHARI,AX5300,800/2236-Disdik,15-08-2022,800/2236-Disdik,15-08-2022,Lihat SK Operasional,2022-09-02 13,,"800,000",1. -,2. Telkomsel Flash,PLN,,,,,.000000000000,.000000000000,2,0,0,2,Sehari Penuh/3 hari,,2022/2023-2,"1,300",3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,Paket C IPA 2013,Tidak Ada
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CA329548-5C2B-42D4-A30C-467D689B214B,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997599,PKBM AN -NABAWI,P9997599,Kp. Cigangsa Pentas,SITUSARI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/960-Disdik,21-07-2021,800/960-Disdik,21-07-2021,Lihat SK Operasional,2021-08-13 18,,0,1. Telkomsel Flash,2. Telkom Speedy,PLN,,,pkbmannabawi@gmail.com,,.000000000000,.000000000000,1,0,0,8,Pagi/6 hari,,2022/2023-2,"1,300",4,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,Paket C IPS 2013,Telkomsel Flash
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/6799290A-0B0B-4F51-97F3-3B3E8EBE0D48,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963760,PKBM Bina Insani,P2963760,Raya Cikajang Km 16,TAMBAKBAYA,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,Paket B dan Paket C,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,421.9/4040-Disdik,28-12-2017,421.9/4040-Disdik,28-12-2017,Lihat SK Operasional,2021-06-16 01,C,0,1. -,2. Telkomsel Flash,PLN,,,pkbmbinainsani.16@gmail.com,,-7.330748000000,107.797992000000,9,0,0,6,Pagi/6 hari,,2022/2023-2,450,2,0,0,2,0,0,0,9,8,0,1,0,0,9,0,0,9,1,0,0,0,3,5,0,6,3,2,0,0,0,0,0,0,0,Paket C IPS 2013,Tidak Ada
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/CFC90BC2-4916-46A3-8467-F0821CDE89D4,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9997396,PKBM DARUN NASYA CISURUPAN,P9997396,Kp. Cirandong RT.02 RW.02,KARAMATWANGI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket B, Paket C,  dan KKNI Level 1","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",,,800/760-Disdik,07-05-2021,800/760-Disdik,07-05-2021,Lihat SK Operasional,2021-05-20 16,,"1,200",1. 3 (Tri),2. Telkomsel Flash,PLN,,,pkbmdarunnasyacisurupan@gmail.com,,.000000000000,.000000000000,1,0,0,2,Pagi/6 hari,,2022/2023-2,450,2,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,Kursus Bahasa,3 (Tri)
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/F8200956-5B9C-45C6-8FD6-28982FA6F6B5,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P9948241,PKBM HASTA,P9948241,JL. KAWAH PAPANDAYAN KP. JLN BENER RT. 01/03,KARAMATWANGI,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,"Paket A, Paket B,  dan Paket C","Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",YAYASAN HASTA,AA2670,141,22-09-2016,421.9/148.1-DISDIK,10-04-2019,Lihat SK Operasional,2019-07-16 07,C,182,1. Telkom Speedy,2. 3 (Tri),PLN,,,hastapkbm@gmail.com,,-7.311300000000,107.783900000000,1,0,0,12,Siang/6 hari,,2022/2023-2,900,1,0,0,2,0,0,14,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,Telkom Speedy
Jawa Barat,Kab. Garut,Cisurupan,https://sekolah.data.kemdikbud.go.id/index.php/Chome/profil/524ABDEF-4126-4605-8356-DB33FC132435,https://referensi.data.kemdikbud.go.id/pendidikan/npsn/P2963809,PKBM KHOIRUNNISA,P2963809,Kp. ciwaru rt 003 rw 001,SIRNAJAYA,KEC. CISURUPAN,KAB. GARUT,PROV. JAWA BARAT,SWASTA,PKBM,,"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Yayasan al khoiriah,AA2720,421.10/3902-DISDIK,08-08-2016,421.10/3902-DISDIK,08-08-2016,Silakan Upload SK,,,262,,2.,,,,pkbmkhirunnisa@gmail.com,,-7.295100000000,107.786400000000,0,0,0,0,,,2022/2023-2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,Paket C IPS 2013,
